date, heat_units, T_min, T_max, T_24hour_avg, rain, erain, total_irrig, tot_eff_irrig, etc, ety, et0, etcp, rzone, available, days_left, deficit_current, rzm, rzm_source, fcap, profile, deficit_want, refill, et0_forecast_yr, cc0, original_unit_system
2017-01-01, 14.45, 16.3, 32.6, 24.9958, 0, 0, 5, 3.62, 3.65, 1.9, 7.3, 0, 500, 0.83, 0.15, 11.57, 50.43, Electronic Probe, 62, 0, 20, 49.6, 5.4, 0.50, si
2017-01-02, 10.3, 14.8, 25.8, 22.2583, 0, 0, 7.5, 5.5, 1.85, 3.65, 3.7, 0, 500, 2.99, 0.51, 9.41, 52.59, Electronic Probe, 62, 0, 20, 49.6, 5.83, 0.50, si
2017-01-03, 9.35, 12.5, 26.2, 19.2625, 0, 0, 7.5, 5.5, 3.07, 1.85, 6.13, 0, 500, 10.55, 1.79, 1.85, 60.15, Electronic Probe, 62, 0, 20, 49.6, 5.89, 0.50, si
2017-01-04, 12.75, 14.7, 30.8, 22.6958, 0, 0, 7.5, 5.5, 3.28, 3.07, 6.56, 0, 500, 11.27, 1.85, 1.13, 60.87, Electronic Probe, 62, 0, 20, 49.6, 6.1, 0.50, si
2017-01-05, 13.4, 17.9, 28.9, 23.7167, 0, 0, 5, 3.62, 3.35, 3.28, 6.69, 0, 500, 11.68, 1.93, 0.72, 61.28, Electronic Probe, 62, 0, 20, 49.6, 6.04, 0.50, si
2017-01-06, 11.0, 15.3, 26.7, 20.9792, 0, 0, 2.5, 1.75, 3.11, 3.35, 6.21, 0, 500, 8.38, 1.39, 4.02, 57.98, Electronic Probe, 62, 0, 20, 49.6, 6.01, 0.50, si
2017-01-07, 12.35, 16.3, 28.4, 22.1042, 0, 0, 2.5, 1.75, 3.32, 3.11, 6.63, 0, 500, 6.75, 1.20, 5.65, 56.35, Electronic Probe, 62, 0, 20, 49.6, 5.63, 0.50, si
2017-01-08, 12.9, 15.7, 30.1, 22.8792, 0, 0, 0, 0, 3.51, 3.32, 7.01, 0, 500, -4.09, -0.74, 16.49, 45.51, Electronic Probe, 62, 0, 20, 49.6, 5.49, 0.50, si
2017-01-09, 13.15, 17.0, 29.3, 23.1417, 0, 0, 7.5, 5.5, 3.55, 3.51, 7.1, 0, 500, 1.94, 0.39, 10.46, 51.54, Electronic Probe, 62, 0, 20, 49.6, 4.94, 0.50, si
2017-01-10, 14.1, 17.3, 30.9, 22.3417, 27.6, 11.3, 2.5, 1.75, 3.01, 3.55, 6.01, 0, 500, 11.58, 2.38, 0.82, 61.18, Electronic Probe, 62, 0, 20, 49.6, 4.87, 0.50, si
2017-01-11, 11.4, 15.7, 27.1, 21.3542, 0, 0, 0, 0, 1.9, 3.01, 3.8, 0, 500, 0.81, 0.16, 11.59, 50.41, Electronic Probe, 62, 0, 20, 49.6, 5.11, 0.50, si
2017-01-12, 8.6, 14.0, 23.2, 17.9292, 0, 0, 7.5, 5.5, 1.9, 1.9, 3.8, 0, 500, 4.31, 0.75, 8.09, 53.91, Electronic Probe, 62, 0, 20, 49.6, 5.75, 0.50, si
2017-01-13, 9.25, 12.9, 25.6, 18.9542, 0, 0, 2.5, 1.75, 1.9, 1.9, 3.8, 0, 500, 14.38, 2.24, -1.98, 63.98, Electronic Probe, 62, 0, 20, 49.6, 6.42, 0.50, si
2017-01-14, 9.8, 13.4, 26.2, 19.8, 0, 0, 7.5, 5.5, 1.9, 1.9, 3.8, 0, 500, 11.52, 1.80, 0.88, 61.12, Electronic Probe, 62, 0, 20, 49.6, 6.41, 0.50, si
2017-01-15, 9.65, 14.0, 25.3, 19.0083, 0, 0, 2.5, 1.75, 1.9, 1.9, 3.8, 0, 500, 11.38, 1.77, 1.02, 60.98, Electronic Probe, 62, 0, 20, 49.6, 6.42, 0.50, si
2017-01-16, 8.2, 11.4, 25.0, 18.2958, 0, 0, 7.5, 5.5, 1.9, 1.9, 3.8, 0, 500, 8.1, 1.26, 4.3, 57.7, Electronic Probe, 62, 0, 20, 49.6, 6.41, 0.50, si
2017-01-17, 12.5, 14.1, 30.9, 22.2042, 0, 0, 7.5, 5.5, 1.9, 1.9, 3.8, 0, 500, 12.62, 2.12, -0.22, 62.22, Electronic Probe, 62, 0, 20, 49.6, 5.96, 0.50, si
2017-01-18, 14.1, 16.9, 31.3, 24.35, 0, 0, 2.5, 1.75, 1.9, 1.9, 3.8, 0, 500, 7.01, 1.27, 5.39, 56.61, Electronic Probe, 62, 0, 20, 49.6, 5.51, 0.50, si
2017-01-19, 8.15, 12.4, 23.9, 17.5542, 0, 0, 2.5, 1.75, 1.9, 1.9, 3.8, 0, 500, 12.36, 2.26, 0.04, 61.96, Electronic Probe, 62, 0, 20, 49.6, 5.47, 0.50, si
2017-01-20, 5.75, 9.7, 21.8, 15.6875, 0, 0, 2.5, 1.75, 1.9, 1.9, 3.8, 0, 500, 10.95, 1.83, 1.45, 60.55, Electronic Probe, 62, 0, 20, 49.6, 5.97, 0.50, si
2017-01-21, 11.7, 13.4, 30.0, 21.375, 0, 0, 5, 3.62, 1.9, 1.9, 3.8, 0, 500, 1.84, 0.33, 10.56, 51.44, Electronic Probe, 62, 0, 20, 49.6, 5.6, 0.50, si
2017-01-22, 14.4, 18.6, 30.2, 24.2417, 0, 0, 5, 3.62, 1.9, 1.9, 3.8, 0, 500, 10.49, 2.29, 1.91, 60.09, Electronic Probe, 62, 0, 20, 49.6, 4.58, 0.50, si
2017-01-23, 12.65, 16.4, 28.9, 22.1875, 0, 0, 5, 3.62, 1.9, 1.9, 3.8, 0, 500, 11.69, 2.62, 0.71, 61.29, Electronic Probe, 62, 0, 20, 49.6, 4.46, 0.50, si
2017-01-24, 5.25, 11.8, 18.7, 15.5833, 0, 0, 5, 3.62, 1.9, 1.9, 3.8, 0, 500, 13.04, 3.17, -0.64, 62.64, Electronic Probe, 62, 0, 20, 49.6, 4.11, 0.50, si
2017-01-25, 7.7, 9.2, 26.2, 17.9167, 0, 0, 5, 3.62, 1.9, 1.9, 3.8, 0, 500, 12.91, 3.40, -0.51, 62.51, Electronic Probe, 62, 0, 20, 49.6, 3.8, 0.50, si
2017-01-26, 9.6, 13.6, 25.6, 19.4583, 0, 0, 5, 3.62, 1.9, 1.9, 3.8, 0, 500, 8.02, 1.98, 4.38, 57.62, Electronic Probe, 62, 0, 20, 49.6, 4.06, 0.50, si
2017-01-27, 5.25, 11.2, 19.3, 14.75, 0, 0, 2.5, 1.75, 1.9, 1.9, 3.8, 0, 500, 12.04, 2.91, 0.36, 61.64, Electronic Probe, 62, 0, 20, 49.6, 4.14, 0.50, si
2017-01-28, 6.8, 10.5, 23.1, 16.6125, 0, 0, 2.5, 1.75, 1.9, 1.9, 3.8, 0, 500, 10.39, 2.24, 2.01, 59.99, Electronic Probe, 62, 0, 20, 49.6, 4.63, 0.50, si
2017-01-29, 8.55, 12.4, 24.7, 17.8208, 0, 0, 2.5, 1.88, 1.9, 1.9, 3.8, 0, 500, 4.55, 0.91, 7.85, 54.15, Electronic Probe, 62, 0, 20, 49.6, 5, 0.50, si
2017-01-30, 6.15, 10.5, 21.8, 15.8083, 0, 0, 2.5, 1.75, 1.9, 1.9, 3.8, 0, 500, 11.05, 2.35, 1.35, 60.65, Electronic Probe, 62, 0, 20, 49.6, 4.71, 0.50, si
2017-01-31, 9.1, 12.2, 26.0, 19.2792, 0, 0, 2.5, 1.75, 1.9, 1.9, 3.8, 0, 500, 6.73, 1.50, 5.67, 56.33, Electronic Probe, 62, 0, 20, 49.6, 4.48, 0.50, si
2017-02-01, 10.0, 14.0, 26.0, 19.6458, 0, 0, 5, 3.62, 1.9, 1.9, 3.8, 0, 500, 4.86, 1.07, 7.54, 54.46, Electronic Probe, 62, 0, 20, 49.6, 4.54, 0.50, si
2017-02-02, 9.0, 12.5, 25.5, 18.8375, 0, 0, 5, 3.62, 1.9, 1.9, 3.8, 0, 500, 9.2, 2.04, 3.2, 58.8, Electronic Probe, 62, 0, 20, 49.6, 4.5, 0.50, si
2017-02-03, 12.15, 15.4, 28.9, 21.4208, 0, 0, 2.5, 1.75, 1.9, 1.9, 3.8, 0, 500, 11.2, 2.56, 1.2, 60.8, Electronic Probe, 62, 0, 20, 49.6, 4.38, 0.50, si
2017-02-04, 5.6, 11.3, 19.9, 15.3917, 0, 0, 0, 0, 1.9, 1.9, 3.8, 0, 500, -0.13, -0.03, 12.53, 49.47, Electronic Probe, 62, 0, 20, 49.6, 4.82, 0.50, si
2017-02-05, 7.05, 9.1, 25.0, 17.1708, 0, 0, 2.5, 1.88, 1.9, 1.9, 3.8, 0, 500, -5.35, -0.98, 17.75, 44.25, Electronic Probe, 62, 0, 20, 49.6, 5.46, 0.50, si
2017-02-06, 11.65, 15.0, 28.3, 21.6458, 0, 0, 5, 3.62, 1.9, 1.9, 3.8, 0, 500, 4.88, 0.90, 7.52, 54.48, Electronic Probe, 62, 0, 20, 49.6, 5.44, 0.50, si
2017-02-07, 11.95, 16.3, 27.6, 22.05, 0, 0, 5, 3.62, 1.9, 1.9, 3.8, 0, 500, 6.37, 1.17, 6.03, 55.97, Electronic Probe, 62, 0, 20, 49.6, 5.43, 0.50, si
2017-02-08, 9.5, 12.5, 26.5, 19.35, 0, 0, 5, 3.62, 1.9, 1.9, 3.8, 0, 500, 9.71, 1.86, 2.69, 59.31, Electronic Probe, 62, 0, 20, 49.6, 5.23, 0.50, si
2017-02-09, 12.85, 15.5, 30.2, 23.0375, 0, 0, 5, 3.62, 1.9, 1.9, 3.8, 0, 500, 10.64, 2.20, 1.76, 60.24, Electronic Probe, 62, 0, 20, 49.6, 4.83, 0.50, si
2017-02-10, 16.55, 20.1, 33.0, 26.4917, 0, 0, 5, 3.62, 1.9, 1.9, 3.8, 0, 500, 2.71, 0.57, 9.69, 52.31, Electronic Probe, 62, 0, 20, 49.6, 4.76, 0.50, si
2017-02-11, 12.9, 17.2, 28.6, 22.7542, 8.2, 1.6, 2.5, 1.88, 1.9, 1.9, 3.8, 0, 500, 6.31, 1.41, 6.09, 55.91, Electronic Probe, 62, 0, 20, 49.6, 4.49, 0.50, si
2017-02-12, 11.15, 15.9, 26.4, 20.2625, 0, 0, 2.5, 1.75, 1.9, 1.9, 3.8, 0, 500, 11.09, 2.42, 1.31, 60.69, Electronic Probe, 62, 0, 20, 49.6, 4.58, 0.50, si
2017-02-13, 10.1, 15.0, 25.2, 19.4292, 0, 0, 2.5, 1.75, 1.9, 1.9, 3.8, 0, 500, 0.69, 0.14, 11.71, 50.29, Electronic Probe, 62, 0, 20, 49.6, 4.81, 0.50, si
2017-02-14, 11.8, 14.6, 29.0, 21.6708, 0, 0, 5, 3.62, 1.9, 1.9, 3.8, 0, 500, 9.97, 2.00, 2.43, 59.57, Electronic Probe, 62, 0, 20, 49.6, 4.99, 0.50, si
2017-02-15, 13.7, 17.9, 29.5, 23.4417, 0, 0, 5, 3.62, 1.9, 1.9, 3.8, 0, 500, 10.58, 2.15, 1.82, 60.18, Electronic Probe, 62, 0, 20, 49.6, 4.91, 0.50, si
2017-02-16, 8.15, 12.6, 23.7, 17.4625, 0, 0, 5, 3.62, 1.9, 1.9, 3.8, 0, 500, 12.44, 2.36, -0.04, 62.04, Electronic Probe, 62, 0, 20, 49.6, 5.28, 0.50, si
2017-02-17, 12.8, 16.5, 29.1, 22.5875, 0, 0, 5, 3.62, 1.9, 1.9, 3.8, 0, 500, 11.4, 2.22, 1, 61, Electronic Probe, 62, 0, 20, 49.6, 5.14, 0.50, si
2017-02-18, 10.35, 15.4, 25.3, 19.5917, 0, 0, 2.5, 1.75, 1.9, 1.9, 3.8, 0, 500, 11.64, 2.28, 0.76, 61.24, Electronic Probe, 62, 0, 20, 49.6, 5.11, 0.50, si
2017-02-19, 11.0, 13.8, 28.2, 20.5875, 0, 0, 2.5, 1.75, 1.9, 1.9, 3.8, 0, 500, 7.72, 1.46, 4.68, 57.32, Electronic Probe, 62, 0, 20, 49.6, 5.27, 0.50, si
2017-02-20, 10.95, 14.9, 27.0, 21.1167, 0, 0, 5, 3.62, 1.9, 1.9, 3.8, 0, 500, 4.26, 0.81, 8.14, 53.86, Electronic Probe, 62, 0, 20, 49.6, 5.29, 0.50, si
2017-02-21, 12.15, 15.4, 28.9, 21.8958, 0, 0, 2.5, 1.75, 3.35, 1.9, 6.7, 0, 500, 5.19, 1.03, 7.21, 54.79, Electronic Probe, 62, 0, 20, 49.6, 5.05, 0.50, si
2017-02-22, 12.25, 15.5, 29.0, 22.5083, 0, 0, 5, 3.62, 3.25, 3.35, 6.5, 0, 500, 4.06, 0.71, 8.34, 53.66, Electronic Probe, 62, 0, 20, 49.6, 5.7, 0.50, si
2017-02-23, 14.25, 18.1, 30.4, 23.9292, 0, 0, 2.5, 1.75, 3.1, 3.25, 6.2, 0, 500, -5.46, -1.01, 17.86, 44.14, Electronic Probe, 62, 0, 20, 49.6, 5.41, 0.50, si
2017-02-24, 10.05, 14.7, 25.4, 20.4583, 0, 0, 5, 3.62, 3.4, 3.1, 6.8, 0, 500, 0.09, 0.02, 12.31, 49.69, Electronic Probe, 62, 0, 20, 49.6, 5.55, 0.50, si
2017-02-25, 7.75, 12.6, 22.9, 16.7542, 0, 0, 2.5, 1.75, 3.4, 3.4, 6.8, 0, 500, 4.66, 0.80, 7.74, 54.26, Electronic Probe, 62, 0, 20, 49.6, 5.8, 0.50, si
2017-02-26, 9.7, 11.1, 28.3, 19.3292, 0, 0, 2.5, 1.75, 3.4, 3.4, 6.8, 0, 500, 0.68, 0.12, 11.72, 50.28, Electronic Probe, 62, 0, 20, 49.6, 5.56, 0.50, si
2017-02-27, 14.25, 17.3, 31.2, 23.8083, 0, 0, 5, 3.62, 3.4, 3.4, 6.8, 0, 500, -1.12, -0.24, 13.52, 48.48, Electronic Probe, 62, 0, 20, 49.6, 4.76, 0.50, si
2017-02-28, 14.55, 18.7, 30.4, 23.9792, 0, 0, 5, 3.62, 3.4, 3.4, 6.8, 0, 500, 1.36, 0.36, 11.04, 50.96, Electronic Probe, 62, 0, 20, 49.6, 3.81, 0.50, si
2017-03-01, 12.0, 15.4, 28.6, 21.9333, 0, 0, 5, 3.62, 3.4, 3.4, 6.8, 0, 500, 5.62, 1.54, 6.78, 55.22, Electronic Probe, 62, 0, 20, 49.6, 3.64, 0.50, si
2017-03-02, 10.7, 14.0, 27.4, 20.1083, 0, 0, 2.5, 1.75, 2.92, 3.4, 5.83, 0, 500, 7.14, 1.84, 5.26, 56.74, Electronic Probe, 62, 0, 20, 49.6, 3.88, 0.50, si
2017-03-03, 6.1, 12.0, 20.2, 15.3833, 0, 0, 0, 0, 2.12, 2.92, 4.23, 0, 500, -2.55, -0.60, 14.95, 47.05, Electronic Probe, 62, 0, 20, 49.6, 4.22, 0.50, si
2017-03-04, 4.8, 9.5, 20.1, 14.3917, 0, 0, 0, 0, 2.21, 2.12, 4.42, 0, 500, 0.9, 0.19, 11.5, 50.5, Electronic Probe, 62, 0, 20, 49.6, 4.74, 0.50, si
2017-03-05, 5.9, 8.5, 23.3, 15.9333, 0, 0, 0, 0, 2.29, 2.21, 4.57, 0, 500, -6.7, -1.24, 19.1, 42.9, Electronic Probe, 62, 0, 20, 49.6, 5.41, 0.50, si
2017-03-06, 11.1, 13.7, 28.5, 20.7333, 0, 0, 2.5, 1.75, 2.75, 2.29, 5.5, 0, 500, -8.1, -1.39, 20.5, 41.5, Electronic Probe, 62, 0, 20, 49.6, 5.82, 0.50, si
2017-03-07, 13.45, 16.9, 30.0, 23.0833, 0, 0, 2.5, 1.75, 3.07, 2.75, 6.13, 0, 500, 2.38, 0.48, 10.02, 51.98, Electronic Probe, 62, 0, 20, 49.6, 4.99, 0.50, si
2017-03-08, 12.35, 15.7, 29.0, 22.8458, 0, 0, 0, 0, 3.11, 3.07, 6.22, 0, 500, 2.58, 0.51, 9.82, 52.18, Electronic Probe, 62, 0, 20, 49.6, 5.05, 0.50, si
2017-03-09, 12.1, 17.0, 27.2, 21.875, 0, 0, 0, 0, 3.4, 3.11, 6.8, 0, 500, -0.91, -0.19, 13.31, 48.69, Electronic Probe, 62, 0, 20, 49.6, 4.82, 0.50, si
2017-03-10, 12.0, 13.5, 30.5, 22.1125, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, -7.85, -2.06, 20.25, 41.75, Electronic Probe, 62, 0, 20, 49.6, 3.81, 0.50, si
2017-03-11, 13.1, 16.6, 29.6, 22.6417, 0, 0, 5, 3.5, 3.4, 3.4, 6.8, 0, 500, 16.83, 4.26, 7.97, 54.03, Electronic Probe, 62, 0, 40, 37.2, 3.95, 0.50, si
2017-03-12, 10.2, 13.7, 26.7, 19.725, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 5.51, 1.56, 19.29, 42.71, Electronic Probe, 62, 0, 40, 37.2, 3.53, 0.50, si
2017-03-13, 11.15, 13.7, 28.6, 21.1292, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 3.95, 1.19, 20.85, 41.15, Electronic Probe, 62, 0, 40, 37.2, 3.33, 0.50, si
2017-03-14, 8.7, 12.3, 25.1, 19.0833, 0, 0, 5, 3.5, 3.4, 3.4, 6.8, 0, 500, 19.46, 5.30, 5.34, 56.66, Electronic Probe, 62, 0, 40, 37.2, 3.67, 0.50, si
2017-03-15, 4.95, 10.8, 19.1, 13.9083, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 7.84, 1.77, 16.96, 45.04, Electronic Probe, 62, 0, 40, 37.2, 4.44, 0.50, si
2017-03-16, 6.45, 9.1, 23.8, 16.5583, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 4.37, 0.95, 20.43, 41.57, Electronic Probe, 62, 0, 40, 37.2, 4.59, 0.50, si
2017-03-17, 9.05, 13.0, 25.1, 18.9417, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 3.44, 0.63, 21.36, 40.64, Electronic Probe, 62, 0, 40, 37.2, 5.44, 0.50, si
2017-03-18, 8.65, 11.8, 25.5, 17.9958, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 3.24, 0.64, 21.56, 40.44, Electronic Probe, 62, 0, 40, 37.2, 5.04, 0.50, si
2017-03-19, 12.85, 13.6, 32.1, 22.6875, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 3.06, 0.63, 21.74, 40.26, Electronic Probe, 62, 0, 40, 37.2, 4.88, 0.50, si
2017-03-20, 15.95, 19.4, 32.5, 25.2792, 13.2, 4.1, 2.5, 1.75, 3.4, 3.4, 6.8, 0, 500, 11.9, 2.68, 12.9, 49.1, Electronic Probe, 62, 0, 40, 37.2, 4.44, 0.50, si
2017-03-21, 15.7, 18.7, 32.7, 25.1667, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 3.51, 0.85, 21.29, 40.71, Electronic Probe, 62, 0, 40, 37.2, 4.13, 0.50, si
2017-03-22, 15.75, 19.6, 31.9, 25.0333, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 3.02, 0.84, 21.78, 40.22, Electronic Probe, 62, 0, 40, 37.2, 3.58, 0.50, si
2017-03-23, 8.45, 13.0, 23.9, 19.1167, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 2.88, 0.84, 21.92, 40.08, Electronic Probe, 62, 0, 40, 37.2, 3.41, 0.50, si
2017-03-24, 4.5, 9.5, 19.5, 14.2042, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 2.7, 0.74, 22.1, 39.9, Electronic Probe, 62, 0, 40, 37.2, 3.66, 0.50, si
2017-03-25, 5.25, 7.9, 22.6, 15.0375, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 2.47, 0.60, 22.33, 39.67, Electronic Probe, 62, 0, 40, 37.2, 4.1, 0.50, si
2017-03-26, 8.55, 12.3, 24.8, 18.0542, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 2.33, 0.63, 22.47, 39.53, Electronic Probe, 62, 0, 40, 37.2, 3.67, 0.50, si
2017-03-27, 6.8, 11.9, 21.7, 16.5083, 0, 0, 5, 3.5, 3.4, 3.4, 6.8, 0, 500, 22.02, 5.28, 2.78, 59.22, Electronic Probe, 62, 0, 40, 37.2, 4.17, 0.50, si
2017-03-28, 6.15, 9.5, 22.8, 15.5958, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 5.59, 1.33, 19.21, 42.79, Electronic Probe, 62, 0, 40, 37.2, 4.21, 0.50, si
2017-03-29, 9.85, 12.5, 27.2, 19.5792, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 2.98, 0.90, 21.82, 40.18, Electronic Probe, 62, 0, 40, 37.2, 3.31, 0.50, si
2017-03-30, 11.85, 15.1, 28.6, 20.8917, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 2.38, 0.77, 22.42, 39.58, Electronic Probe, 62, 0, 40, 37.2, 3.11, 0.50, si
2017-03-31, 6.5, 12.3, 20.7, 16.175, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 2.23, 0.81, 22.57, 39.43, Electronic Probe, 62, 0, 40, 37.2, 2.75, 0.50, si
2017-04-01, 6.35, 10.1, 22.6, 16.2542, 0, 0, 0, 0, 2.72, 3.4, 6.8, 0, 500, 2.14, 0.75, 22.66, 39.34, Electronic Probe, 62, 0, 40, 37.2, 2.84, 0.40, si
2017-04-02, 6.1, 10.5, 21.7, 15.8375, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 2.06, 0.72, 22.74, 39.26, Electronic Probe, 62, 0, 40, 37.2, 2.87, 0.40, si
2017-04-03, 8.9, 12.1, 25.7, 18.4458, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 2.13, 0.82, 22.67, 39.33, Electronic Probe, 62, 0, 40, 37.2, 2.6, 0.40, si
2017-04-04, 7.25, 13.9, 20.6, 17.2, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 2.01, 0.71, 22.79, 39.21, Electronic Probe, 62, 0, 40, 37.2, 2.82, 0.40, si
2017-04-05, 4.7, 10.8, 18.6, 14.1458, 0, 0, 2.5, 1.75, 2.72, 2.72, 6.8, 0, 500, 11.97, 4.16, 12.83, 49.17, Electronic Probe, 62, 0, 40, 37.2, 2.88, 0.40, si
2017-04-06, 5.45, 9.3, 21.6, 15.0375, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 2.75, 0.95, 22.05, 39.95, Electronic Probe, 62, 0, 40, 37.2, 2.91, 0.40, si
2017-04-07, 7.75, 12.0, 23.5, 17.5167, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 2.12, 0.73, 22.68, 39.32, Electronic Probe, 62, 0, 40, 37.2, 2.9, 0.40, si
2017-04-08, 12.0, 16.7, 27.3, 21.0833, 7.8, 1.4, 0, 0, 2.72, 2.72, 6.8, 0, 500, 1.99, 0.80, 22.81, 39.19, Electronic Probe, 62, 0, 40, 37.2, 2.5, 0.40, si
2017-04-09, 6.85, 11.4, 22.3, 17.725, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 2.67, 1.19, 22.13, 39.87, Electronic Probe, 62, 0, 40, 37.2, 2.24, 0.40, si
2017-04-10, 5.35, 10.7, 20.0, 14.7292, 0.2, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 2.12, 0.74, 22.68, 39.32, Electronic Probe, 62, 0, 40, 37.2, 2.86, 0.40, si
2017-04-11, 8.45, 12.8, 24.1, 17.5125, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 1.93, 0.65, 22.87, 39.13, Electronic Probe, 62, 0, 40, 37.2, 2.97, 0.40, si
2017-04-12, 5.0, 10.6, 19.4, 14.7042, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 1.8, 0.57, 23, 39, Electronic Probe, 62, 0, 40, 37.2, 3.15, 0.40, si
2017-04-13, 0.0, 4.2, 10.2, 8.0, 4.2, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 1.86, 0.52, 22.94, 39.06, Electronic Probe, 62, 0, 40, 37.2, 3.61, 0.40, si
2017-04-14, 0.0, 2.9, 15.2, 8.4417, 0.2, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 1.59, 0.40, 23.21, 38.79, Electronic Probe, 62, 0, 40, 37.2, 3.99, 0.40, si
2017-04-15, 1.95, 6.5, 17.4, 11.775, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 1.44, 0.36, 23.36, 38.64, Electronic Probe, 62, 0, 40, 37.2, 3.99, 0.40, si
2017-04-16, 6.65, 10.5, 22.8, 16.3, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 1.44, 0.34, 23.36, 38.64, Electronic Probe, 62, 0, 40, 37.2, 4.21, 0.40, si
2017-04-17, 10.45, 14.7, 26.2, 19.625, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 1.5, 0.33, 23.3, 38.7, Electronic Probe, 62, 0, 40, 37.2, 4.54, 0.40, si
2017-04-18, 11.1, 14.4, 27.8, 20.2375, 0, 0, 5, 3.5, 2.72, 2.72, 6.8, 0, 500, 1.52, 0.32, 23.28, 38.72, Electronic Probe, 62, 0, 40, 37.2, 4.69, 0.40, si
2017-04-19, 11.05, 13.7, 28.4, 20.5167, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 6.49, 1.43, 18.31, 43.69, Electronic Probe, 62, 0, 40, 37.2, 4.54, 0.40, si
2017-04-20, 11.15, 14.0, 28.3, 20.8333, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 2.67, 0.57, 22.13, 39.87, Electronic Probe, 62, 0, 40, 37.2, 4.72, 0.40, si
2017-04-21, 11.6, 14.7, 28.5, 20.7292, 0, 0, 2.5, 1.75, 2.72, 2.72, 6.8, 0, 500, 15.43, 3.89, 9.37, 52.63, Electronic Probe, 62, 0, 40, 37.2, 3.97, 0.40, si
2017-04-22, 12.6, 16.5, 28.7, 21.275, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 2.85, 0.94, 21.95, 40.05, Electronic Probe, 62, 0, 40, 37.2, 3.04, 0.40, si
2017-04-23, 11.9, 15.3, 28.5, 20.8917, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 2.03, 0.70, 22.77, 39.23, Electronic Probe, 62, 0, 40, 37.2, 2.88, 0.40, si
