datatime, azm [Ave RZ], m0 [S1 (100 mm)], m1 [S2 (200 mm)], m2 [S3 (305 mm)], m3 [S4 (400 mm)], m4 [S5 (600 mm)], m5 [S6 (800 mm)], t0 [T1 (100 mm)], t1 [T2 (200 mm)], t2 [T3 (305 mm)], t3 [T4 (400 mm)], t4 [T5 (600 mm)], t5 [T6 (800 mm)]
2017-08-02 20:00:00, 82.21, 78.05, 77.21, 90.11, 83.47, 76.42, 82.35, 8.83, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-02 20:30:00, 82.23, 78.05, 77.27, 90.11, 83.47, 76.42, 82.35, 8.83, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-02 21:00:00, 82.21, 78.05, 77.21, 90.11, 83.47, 76.42, 82.35, 8.83, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-02 21:30:00, 82.21, 78.05, 77.21, 90.11, 83.47, 76.42, 82.35, 8.83, 8.83, 8.83, 8.83, 8.83, 9.17
2017-08-02 22:00:00, 82.2, 78.02, 77.21, 90.11, 83.47, 76.42, 82.2, 8.83, 8.83, 8.83, 8.83, 8.83, 9.17
2017-08-02 22:30:00, 82.2, 78.02, 77.21, 90.11, 83.47, 76.42, 82.2, 8.83, 8.83, 8.83, 8.83, 8.83, 9.17
2017-08-02 23:00:00, 82.22, 78.08, 77.21, 90.11, 83.47, 76.42, 82.2, 8.67, 8.83, 8.83, 8.83, 8.83, 9.17
2017-08-02 23:30:00, 82.25, 78.05, 77.27, 90.19, 83.47, 76.42, 82.2, 8.67, 8.83, 8.83, 8.83, 8.83, 9.17
2017-08-03 00:00:00, 82.23, 78.05, 77.27, 90.11, 83.47, 76.26, 82.2, 8.67, 8.83, 8.83, 8.83, 8.83, 9.17
2017-08-03 00:30:00, 82.23, 78.05, 77.27, 90.11, 83.47, 76.26, 82.2, 8.67, 8.83, 8.83, 8.83, 8.83, 9.17
2017-08-03 01:00:00, 82.22, 78.02, 77.27, 90.11, 83.47, 76.26, 82.2, 8.67, 8.83, 8.83, 8.83, 8.83, 9.17
2017-08-03 01:30:00, 82.19, 78.02, 77.27, 90.11, 83.35, 76.42, 82.2, 8.67, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-03 02:00:00, 82.21, 78.02, 77.27, 90.19, 83.35, 76.42, 82.2, 8.67, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-03 02:30:00, 82.22, 78.02, 77.27, 90.11, 83.47, 76.26, 82.05, 8.67, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-03 03:00:00, 82.21, 78.05, 77.27, 90.19, 83.35, 76.26, 82.05, 8.5, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-03 03:30:00, 82.24, 78.05, 77.35, 90.11, 83.47, 76.42, 82.05, 8.5, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-03 04:00:00, 82.21, 78.02, 77.35, 90.11, 83.35, 76.26, 82.05, 8.5, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-03 04:30:00, 82.21, 77.98, 77.27, 90.11, 83.47, 76.26, 82.05, 8.5, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-03 05:00:00, 82.23, 77.98, 77.35, 90.11, 83.47, 76.26, 82.05, 8.5, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-03 05:30:00, 82.18, 77.98, 77.27, 90.11, 83.35, 76.26, 82.05, 8.5, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-03 06:00:00, 82.2, 77.98, 77.35, 90.11, 83.35, 76.26, 82.05, 8.5, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-03 06:30:00, 82.18, 77.98, 77.27, 90.11, 83.35, 76.26, 82.05, 8.33, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-03 07:00:00, 82.17, 77.95, 77.27, 90.11, 83.35, 76.26, 82.05, 8.33, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-03 07:30:00, 82.17, 77.95, 77.27, 90.11, 83.35, 76.26, 82.05, 8.33, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-03 08:00:00, 82.17, 77.95, 77.27, 90.11, 83.35, 76.11, 81.88, 8.33, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-03 08:30:00, 82.16, 77.92, 77.35, 90.04, 83.35, 76.26, 82.05, 8.33, 8.5, 8.83, 8.83, 8.83, 9.17
2017-08-03 09:00:00, 82.18, 77.92, 77.35, 90.11, 83.35, 76.11, 82.05, 8.33, 8.5, 8.83, 8.83, 8.83, 9.17
2017-08-03 09:30:00, 82.17, 77.92, 77.42, 90.11, 83.24, 76.11, 81.88, 8.33, 8.5, 8.83, 8.83, 8.83, 9.17
2017-08-03 10:00:00, 82.13, 77.88, 77.35, 90.04, 83.24, 76.26, 81.88, 8.33, 8.5, 8.83, 8.83, 8.83, 9.17
2017-08-03 10:30:00, 82.18, 77.98, 77.35, 90.04, 83.35, 76.11, 81.88, 8, 8.5, 8.83, 8.83, 8.83, 9.17
2017-08-03 11:00:00, 82.17, 77.98, 77.35, 90.11, 83.24, 76.26, 81.88, 8, 8.5, 8.83, 8.83, 8.83, 9.17
2017-08-03 11:30:00, 82.15, 77.98, 77.35, 90.04, 83.24, 76.11, 81.88, 8, 8.5, 8.83, 8.83, 8.83, 9.17
2017-08-03 12:00:00, 82.15, 77.98, 77.35, 90.04, 83.24, 76.11, 81.88, 8, 8.5, 8.83, 8.83, 8.83, 9.17
2017-08-03 12:30:00, 82.12, 77.92, 77.27, 90.04, 83.24, 76.11, 81.88, 8.33, 8.5, 8.83, 8.83, 8.83, 9.17
2017-08-03 13:00:00, 82.15, 77.92, 77.35, 90.11, 83.24, 76.11, 81.88, 8.33, 8.5, 8.83, 8.83, 8.83, 9.17
2017-08-03 13:30:00, 82.15, 77.92, 77.35, 90.11, 83.24, 76.26, 81.88, 8.33, 8.5, 8.67, 8.83, 8.83, 9.17
2017-08-03 14:00:00, 82.14, 77.95, 77.27, 90.11, 83.24, 76.26, 81.88, 8.33, 8.5, 8.67, 8.83, 8.83, 9.17
2017-08-03 14:30:00, 82.16, 77.95, 77.35, 90.11, 83.24, 76.11, 81.88, 8.33, 8.5, 8.67, 8.83, 8.83, 9.17
2017-08-03 15:00:00, 82.16, 77.95, 77.35, 90.11, 83.24, 76.11, 81.88, 8.33, 8.5, 8.67, 8.83, 8.83, 9.17
2017-08-03 15:30:00, 82.17, 77.98, 77.35, 90.11, 83.24, 76.11, 81.88, 8.5, 8.5, 8.67, 8.83, 8.83, 9.17
2017-08-03 16:00:00, 82.17, 77.98, 77.35, 90.11, 83.24, 76.11, 81.88, 8.5, 8.5, 8.67, 8.83, 8.83, 9.17
2017-08-03 16:30:00, 82.17, 77.98, 77.35, 90.11, 83.24, 75.94, 81.88, 8.5, 8.5, 8.67, 8.83, 8.83, 9.17
2017-08-03 17:00:00, 82.17, 77.98, 77.35, 90.11, 83.24, 76.11, 81.73, 8.5, 8.5, 8.67, 8.83, 8.83, 9.17
2017-08-03 17:30:00, 82.19, 77.98, 77.42, 90.11, 83.24, 75.94, 81.88, 8.5, 8.5, 8.67, 8.83, 8.83, 9.17
2017-08-03 18:00:00, 82.16, 77.98, 77.42, 90.11, 83.12, 76.11, 81.88, 8.5, 8.5, 8.67, 8.83, 8.83, 9.17
2017-08-03 18:30:00, 82.15, 77.95, 77.42, 90.11, 83.12, 76.11, 81.73, 8.67, 8.5, 8.67, 8.83, 8.83, 9.17
2017-08-03 19:00:00, 82.17, 77.98, 77.35, 90.11, 83.24, 76.11, 81.88, 8.67, 8.5, 8.67, 8.83, 8.83, 9.17
2017-08-03 19:30:00, 82.11, 77.95, 77.35, 90.04, 83.12, 76.11, 81.73, 8.67, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-03 20:00:00, 82.11, 77.95, 77.35, 90.04, 83.12, 76.11, 81.73, 8.67, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-03 20:30:00, 82.18, 77.95, 77.42, 90.11, 83.24, 75.94, 81.73, 8.67, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-03 21:00:00, 82.11, 77.95, 77.35, 90.04, 83.12, 75.94, 81.73, 8.67, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-03 21:30:00, 82.1, 77.92, 77.35, 90.04, 83.12, 75.94, 81.73, 8.67, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-03 22:00:00, 82.12, 77.92, 77.35, 90.11, 83.12, 75.94, 81.73, 8.67, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-03 22:30:00, 82.1, 77.92, 77.35, 90.04, 83.12, 76.11, 81.73, 8.67, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-03 23:00:00, 82.1, 77.88, 77.35, 90.04, 83.12, 76.11, 81.73, 8.67, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-03 23:30:00, 82.11, 77.95, 77.35, 90.04, 83.12, 76.11, 81.73, 8.5, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-04 00:00:00, 82.14, 77.92, 77.42, 90.11, 83.12, 76.11, 81.73, 8.5, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-04 00:30:00, 82.1, 77.92, 77.35, 90.04, 83.12, 75.94, 81.73, 8.5, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-04 01:00:00, 82.1, 77.88, 77.35, 90.04, 83.12, 76.11, 81.73, 8.5, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-04 01:30:00, 82.1, 77.88, 77.35, 90.04, 83.12, 76.11, 81.73, 8.5, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-04 02:00:00, 82.09, 77.88, 77.35, 90.11, 83, 76.11, 81.73, 8.5, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-04 02:30:00, 82.08, 77.88, 77.27, 90.04, 83.12, 75.94, 81.73, 8.5, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-04 03:00:00, 82.06, 77.85, 77.35, 90.04, 83, 75.94, 81.73, 8.5, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-04 03:30:00, 82.08, 77.82, 77.35, 90.04, 83.12, 75.94, 81.58, 8.5, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-04 04:00:00, 82.06, 77.82, 77.27, 90.04, 83.12, 75.94, 81.73, 8.33, 8.67, 8.83, 8.83, 8.83, 9.17
2017-08-04 04:30:00, 82.1, 77.82, 77.35, 90.11, 83.12, 75.94, 81.73, 8.33, 8.5, 8.83, 8.83, 8.83, 9.17
2017-08-04 05:00:00, 82.07, 77.82, 77.42, 90.04, 83, 75.94, 81.58, 8.33, 8.5, 8.83, 8.83, 8.83, 9.17
2017-08-04 05:30:00, 82.05, 77.82, 77.35, 90.04, 83, 75.94, 81.58, 8.33, 8.5, 8.83, 8.83, 8.83, 9.17
2017-08-04 06:00:00, 82.04, 77.78, 77.35, 90.04, 83, 76.11, 81.73, 8.33, 8.5, 8.83, 8.83, 8.83, 9.17
2017-08-04 06:30:00, 82.04, 77.78, 77.35, 90.04, 83, 76.11, 81.58, 8.33, 8.5, 8.83, 8.83, 8.83, 9.17
2017-08-04 07:00:00, 82.06, 77.75, 77.35, 90.04, 83.12, 76.11, 81.73, 8.33, 8.5, 8.83, 8.83, 8.83, 9.17
2017-08-04 07:30:00, 82.04, 77.78, 77.35, 90.04, 83, 76.11, 81.73, 8.33, 8.5, 8.83, 8.83, 8.83, 9.17
2017-08-04 08:00:00, 82.01, 77.75, 77.27, 90.04, 83, 75.94, 81.58, 8.33, 8.5, 8.83, 8.83, 8.83, 9.17
2017-08-04 08:30:00, 82.03, 77.82, 77.27, 90.04, 83, 75.94, 81.58, 8, 8.5, 8.83, 8.83, 8.83, 9.17
2017-08-04 09:00:00, 82.05, 77.82, 77.35, 90.04, 83, 75.94, 81.58, 8, 8.5, 8.83, 8.83, 8.83, 9.17
2017-08-04 09:30:00, 82.05, 77.82, 77.35, 90.04, 83, 75.94, 81.73, 8, 8.5, 8.83, 8.83, 8.83, 9.17
2017-08-04 10:00:00, 82.02, 77.78, 77.27, 90.11, 82.89, 75.94, 81.58, 8, 8.5, 8.67, 8.83, 8.83, 9.17
2017-08-04 10:30:00, 82.04, 77.78, 77.27, 90.11, 83, 75.94, 81.73, 8, 8.5, 8.67, 8.83, 8.83, 9.17
2017-08-04 11:00:00, 82.02, 77.78, 77.27, 90.04, 83, 75.94, 81.58, 8, 8.5, 8.67, 8.83, 8.83, 9.17
2017-08-04 11:30:00, 82.02, 77.78, 77.27, 90.11, 82.89, 75.94, 81.58, 8, 8.33, 8.67, 8.83, 8.83, 9.17
2017-08-04 12:00:00, 82, 77.78, 77.27, 90.04, 82.89, 75.94, 81.58, 8, 8.33, 8.67, 8.83, 8.83, 9.17
2017-08-04 12:30:00, 82.04, 77.78, 77.27, 90.11, 83, 75.94, 81.58, 8, 8.33, 8.67, 8.83, 8.83, 9.17
2017-08-04 13:00:00, 81.97, 77.75, 77.21, 90.04, 82.89, 75.94, 81.58, 8, 8.33, 8.67, 8.83, 8.83, 9.17
2017-08-04 13:30:00, 82.02, 77.78, 77.27, 90.11, 82.89, 75.94, 81.58, 8, 8.33, 8.67, 8.83, 8.83, 9.17
2017-08-04 14:00:00, 82.04, 77.78, 77.21, 90.04, 83.12, 75.94, 81.43, 8, 8.33, 8.67, 8.67, 8.83, 9.17
2017-08-04 14:30:00, 82.06, 77.78, 77.21, 90.11, 83.12, 75.94, 81.58, 8, 8.33, 8.67, 8.67, 8.83, 9.17
2017-08-04 15:00:00, 82.01, 77.75, 77.27, 90.04, 83, 75.94, 81.43, 8.33, 8.33, 8.67, 8.67, 8.83, 9.17
2017-08-04 15:30:00, 82.01, 77.75, 77.27, 90.04, 83, 75.8, 81.58, 8.33, 8.33, 8.67, 8.67, 8.83, 9.17
