datatime, azm [Ave RZ], m0 [S1 (100 mm)], m1 [S2 (200 mm)], m2 [S3 (300 mm)], m3 [S4 (400 mm)], m4 [S5 (500 mm)], m5 [S6 (600 mm)], t0 [T1 (100 mm)], t1 [T2 (200 mm)], t2 [T3 (300 mm)], t3 [T4 (400 mm)], t4 [T5 (500 mm)], t5 [T6 (600 mm)]
2017-08-04 20:00:00, 51.23, 60.97, 38.72, 59.69, 45.54, 61.46, 70.91, 14.63, 14.94, 15.06, 14.94, 15.19, 15.31
2017-08-04 21:00:00, 51.22, 60.95, 38.72, 59.69, 45.54, 61.46, 70.91, 14.56, 14.88, 15, 14.94, 15.13, 15.31
2017-08-04 22:00:00, 51.22, 60.93, 38.72, 59.69, 45.54, 61.44, 70.91, 14.44, 14.88, 15, 14.94, 15.13, 15.31
2017-08-04 23:00:00, 51.2, 60.92, 38.68, 59.66, 45.54, 61.44, 70.9, 14.38, 14.88, 15, 14.94, 15.13, 15.25
2017-08-05 00:00:00, 51.17, 60.89, 38.65, 59.64, 45.51, 61.44, 70.88, 14.25, 14.81, 15, 14.88, 15.13, 15.31
2017-08-05 01:00:00, 51.17, 60.87, 38.65, 59.64, 45.51, 61.42, 70.88, 14.13, 14.75, 14.94, 14.88, 15.13, 15.25
2017-08-05 02:00:00, 59.06, 86.45, 40.94, 63.29, 45.54, 61.42, 70.95, 13.5, 14.69, 14.94, 14.88, 15.13, 15.25
2017-08-05 03:00:00, 66.3, 97.38, 53.9, 68.36, 45.57, 61.42, 70.96, 13.5, 14.5, 14.88, 14.81, 15.13, 15.31
2017-08-05 04:00:00, 70.34, 98.72, 67.67, 69.3, 45.65, 61.42, 70.96, 13.56, 14.44, 14.75, 14.81, 15.06, 15.25
2017-08-05 05:00:00, 72.38, 98, 76.04, 69.79, 45.68, 61.4, 70.95, 13.56, 14.38, 14.69, 14.75, 15.06, 15.25
2017-08-05 06:00:00, 72.8, 96, 79.31, 70.12, 45.76, 61.4, 70.93, 13.63, 14.31, 14.69, 14.69, 15.06, 15.25
2017-08-05 07:00:00, 72.61, 94.27, 80.06, 70.3, 45.82, 61.4, 70.95, 13.63, 14.31, 14.63, 14.69, 15, 15.25
2017-08-05 08:00:00, 72.34, 93.01, 79.99, 70.44, 45.9, 61.4, 70.93, 13.63, 14.25, 14.56, 14.63, 15, 15.25
2017-08-05 09:00:00, 72.04, 92.04, 79.65, 70.49, 45.98, 61.42, 70.96, 13.63, 14.25, 14.56, 14.63, 15, 15.25
2017-08-05 10:00:00, 71.89, 91.35, 79.38, 70.63, 46.18, 61.49, 71.02, 13.63, 14.19, 14.5, 14.56, 14.94, 15.19
2017-08-05 11:00:00, 71.67, 90.75, 78.98, 70.68, 46.29, 61.53, 71.05, 13.81, 14.19, 14.5, 14.5, 14.94, 15.19
2017-08-05 12:00:00, 71.4, 90.16, 78.5, 70.61, 46.31, 61.49, 71.02, 13.88, 14.19, 14.44, 14.5, 14.94, 15.19
2017-08-05 13:00:00, 71.19, 89.72, 78.1, 70.58, 46.37, 61.51, 71.04, 13.94, 14.25, 14.44, 14.44, 14.88, 15.19
2017-08-05 14:00:00, 71.03, 89.31, 77.76, 70.58, 46.48, 61.51, 71.05, 14.06, 14.25, 14.44, 14.44, 14.88, 15.19
2017-08-05 15:00:00, 70.79, 88.88, 77.32, 70.47, 46.48, 61.46, 70.99, 14.06, 14.31, 14.5, 14.44, 14.88, 15.19
2017-08-05 16:00:00, 70.66, 88.56, 77.02, 70.47, 46.59, 61.51, 71.02, 14.06, 14.31, 14.5, 14.44, 14.81, 15.19
2017-08-05 17:00:00, 70.45, 88.21, 76.61, 70.37, 46.59, 61.46, 70.98, 14.06, 14.38, 14.5, 14.44, 14.81, 15.13
2017-08-05 18:00:00, 70.25, 87.89, 76.24, 70.26, 46.62, 61.42, 70.96, 14.13, 14.38, 14.5, 14.44, 14.81, 15.19
2017-08-05 19:00:00, 70.05, 87.56, 75.87, 70.16, 46.62, 61.37, 70.91, 14.06, 14.44, 14.56, 14.44, 14.81, 15.13
2017-08-05 20:00:00, 69.88, 87.26, 75.53, 70.09, 46.65, 61.37, 70.88, 14, 14.38, 14.56, 14.5, 14.81, 15.13
2017-08-05 21:00:00, 69.72, 86.99, 75.2, 70.02, 46.67, 61.33, 70.85, 13.88, 14.38, 14.56, 14.5, 14.81, 15.13
2017-08-05 22:00:00, 69.55, 86.71, 74.89, 69.91, 46.7, 61.3, 70.85, 13.75, 14.38, 14.5, 14.5, 14.81, 15.13
2017-08-05 23:00:00, 69.38, 86.41, 74.56, 69.84, 46.73, 61.3, 70.84, 13.63, 14.31, 14.5, 14.5, 14.81, 15.13
2017-08-06 00:00:00, 69.23, 86.13, 74.25, 69.77, 46.76, 61.3, 70.82, 13.38, 14.19, 14.5, 14.5, 14.81, 15.06
2017-08-06 01:00:00, 69.07, 85.89, 73.98, 69.67, 46.76, 61.28, 70.81, 13.19, 14.13, 14.44, 14.44, 14.81, 15.06
2017-08-06 02:00:00, 68.92, 85.63, 73.68, 69.6, 46.78, 61.28, 70.79, 13.06, 14, 14.38, 14.44, 14.81, 15.06
2017-08-06 03:00:00, 68.79, 85.38, 73.41, 69.53, 46.84, 61.28, 70.79, 12.94, 13.94, 14.31, 14.38, 14.81, 15.13
2017-08-06 04:00:00, 68.65, 85.15, 73.14, 69.46, 46.87, 61.26, 70.79, 12.75, 13.81, 14.25, 14.31, 14.75, 15.06
2017-08-06 05:00:00, 68.54, 84.92, 72.9, 69.42, 46.92, 61.28, 70.79, 12.63, 13.69, 14.13, 14.25, 14.75, 15.06
2017-08-06 06:00:00, 68.41, 84.71, 72.67, 69.32, 46.95, 61.28, 70.78, 12.5, 13.56, 14.06, 14.19, 14.75, 15.06
2017-08-06 07:00:00, 68.3, 84.51, 72.43, 69.28, 46.98, 61.26, 70.76, 12.44, 13.5, 14, 14.19, 14.69, 15.06
2017-08-06 08:00:00, 68.22, 84.33, 72.23, 69.28, 47.03, 61.28, 70.78, 12.25, 13.38, 13.88, 14.06, 14.69, 15
2017-08-06 09:00:00, 68.27, 84.25, 72.23, 69.35, 47.25, 61.37, 70.87, 12.19, 13.25, 13.81, 14, 14.63, 15
2017-08-06 10:00:00, 68.32, 84.17, 72.23, 69.44, 47.44, 61.49, 70.96, 12.25, 13.19, 13.69, 13.94, 14.63, 15
2017-08-06 11:00:00, 68.31, 84.09, 72.13, 69.46, 47.56, 61.56, 71.04, 12.5, 13.13, 13.63, 13.81, 14.56, 14.94
2017-08-06 12:00:00, 68.24, 83.99, 71.96, 69.44, 47.58, 61.58, 71.05, 12.69, 13.13, 13.56, 13.75, 14.5, 14.94
2017-08-06 13:00:00, 68.21, 83.91, 71.82, 69.44, 47.67, 61.6, 71.05, 12.88, 13.19, 13.56, 13.69, 14.44, 14.94
2017-08-06 14:00:00, 68.17, 83.81, 71.72, 69.42, 47.72, 61.63, 71.1, 13, 13.25, 13.56, 13.69, 14.44, 14.94
2017-08-06 15:00:00, 68.11, 83.73, 71.55, 69.37, 47.78, 61.65, 71.1, 13.13, 13.31, 13.56, 13.63, 14.38, 14.88
2017-08-06 16:00:00, 68.02, 83.61, 71.35, 69.32, 47.78, 61.58, 71.05, 13.19, 13.38, 13.56, 13.69, 14.31, 14.88
2017-08-06 17:00:00, 67.89, 83.47, 71.11, 69.23, 47.75, 61.51, 70.98, 13.13, 13.44, 13.63, 13.69, 14.31, 14.81
2017-08-06 18:00:00, 67.77, 83.3, 70.88, 69.16, 47.75, 61.44, 70.93, 13.13, 13.5, 13.69, 13.69, 14.25, 14.81
2017-08-06 19:00:00, 67.69, 83.17, 70.71, 69.11, 47.78, 61.44, 70.9, 13.06, 13.56, 13.75, 13.75, 14.25, 14.81
2017-08-06 20:00:00, 67.62, 83.06, 70.54, 69.09, 47.8, 61.42, 70.9, 13.06, 13.56, 13.75, 13.75, 14.31, 14.75
2017-08-06 21:00:00, 67.56, 82.94, 70.4, 69.06, 47.83, 61.42, 70.87, 13.06, 13.56, 13.81, 13.81, 14.31, 14.75
2017-08-06 22:00:00, 67.52, 82.85, 70.3, 69.04, 47.89, 61.42, 70.88, 13.13, 13.56, 13.81, 13.81, 14.25, 14.75
2017-08-06 23:00:00, 67.43, 82.71, 70.13, 68.97, 47.89, 61.42, 70.85, 13.13, 13.56, 13.81, 13.81, 14.25, 14.75
2017-08-07 00:00:00, 67.33, 82.58, 69.93, 68.92, 47.89, 61.37, 70.82, 13.06, 13.56, 13.81, 13.81, 14.25, 14.69
2017-08-07 01:00:00, 67.23, 82.45, 69.73, 68.85, 47.89, 61.35, 70.81, 13, 13.56, 13.81, 13.81, 14.25, 14.69
2017-08-07 02:00:00, 67.15, 82.31, 69.56, 68.83, 47.91, 61.35, 70.79, 12.81, 13.5, 13.81, 13.81, 14.31, 14.75
2017-08-07 03:00:00, 67.11, 82.19, 69.46, 68.83, 47.97, 61.35, 70.79, 12.75, 13.44, 13.81, 13.81, 14.25, 14.69
2017-08-07 04:00:00, 67.01, 82.06, 69.29, 68.74, 47.97, 61.33, 70.78, 12.63, 13.44, 13.75, 13.81, 14.25, 14.69
2017-08-07 05:00:00, 66.94, 81.91, 69.16, 68.71, 47.97, 61.33, 70.78, 12.5, 13.38, 13.69, 13.81, 14.25, 14.69
2017-08-07 06:00:00, 66.89, 81.8, 69.02, 68.71, 48.02, 61.35, 70.78, 12.38, 13.25, 13.69, 13.75, 14.25, 14.69
2017-08-07 07:00:00, 66.88, 81.72, 68.99, 68.71, 48.11, 61.4, 70.81, 12.31, 13.19, 13.63, 13.69, 14.25, 14.69
2017-08-07 08:00:00, 66.85, 81.63, 68.89, 68.71, 48.16, 61.3, 70.82, 12.38, 13.13, 13.56, 13.69, 14.25, 14.69
2017-08-07 09:00:00, 66.87, 81.55, 68.85, 68.78, 48.3, 61.49, 70.87, 12.38, 13.06, 13.5, 13.63, 14.25, 14.63
2017-08-07 10:00:00, 66.89, 81.52, 68.82, 68.83, 48.41, 61.53, 70.93, 12.44, 13.06, 13.44, 13.56, 14.19, 14.63
2017-08-07 11:00:00, 66.96, 81.52, 68.85, 68.92, 48.55, 61.65, 71.04, 12.56, 13, 13.38, 13.5, 14.13, 14.63
2017-08-07 12:00:00, 66.99, 81.49, 68.85, 68.95, 48.66, 61.74, 71.12, 12.81, 13.06, 13.38, 13.5, 14.13, 14.63
2017-08-07 13:00:00, 66.99, 81.49, 68.82, 68.97, 48.69, 61.81, 71.15, 13.06, 13.13, 13.38, 13.5, 14.13, 14.63
2017-08-07 14:00:00, 66.97, 81.45, 68.72, 68.97, 48.74, 61.81, 71.15, 13.25, 13.19, 13.38, 13.44, 14.06, 14.63
2017-08-07 15:00:00, 66.94, 81.44, 68.62, 68.95, 48.77, 61.79, 71.12, 13.44, 13.38, 13.44, 13.44, 14.06, 14.56
2017-08-07 16:00:00, 66.88, 81.39, 68.48, 68.9, 48.77, 61.72, 71.05, 13.5, 13.5, 13.5, 13.5, 14.06, 14.56
2017-08-07 17:00:00, 66.8, 81.29, 68.31, 68.85, 48.74, 61.63, 70.99, 13.5, 13.56, 13.63, 13.5, 14.06, 14.5
2017-08-07 18:00:00, 66.73, 81.21, 68.18, 68.81, 48.71, 61.56, 70.95, 13.56, 13.69, 13.69, 13.56, 14.06, 14.56
2017-08-07 19:00:00, 66.63, 81.13, 67.98, 68.74, 48.69, 61.51, 70.88, 13.5, 13.69, 13.75, 13.63, 14.06, 14.5
2017-08-07 20:00:00, 66.61, 81.06, 67.91, 68.74, 48.74, 61.53, 70.88, 13.44, 13.69, 13.81, 13.69, 14.06, 14.5
2017-08-07 21:00:00, 66.57, 80.98, 67.81, 68.71, 48.77, 61.51, 70.88, 13.44, 13.69, 13.81, 13.69, 14.06, 14.5
2017-08-07 22:00:00, 66.53, 80.91, 67.67, 68.74, 48.8, 61.53, 70.88, 13.31, 13.69, 13.81, 13.75, 14.13, 14.5
2017-08-07 23:00:00, 66.49, 80.83, 67.6, 68.71, 48.82, 61.53, 70.88, 13.31, 13.69, 13.81, 13.75, 14.13, 14.5
2017-08-08 00:00:00, 66.47, 80.77, 67.5, 68.71, 48.88, 61.53, 70.85, 13.25, 13.63, 13.88, 13.75, 14.13, 14.5
2017-08-08 01:00:00, 66.44, 80.69, 67.44, 68.71, 48.91, 61.56, 70.88, 13.19, 13.63, 13.81, 13.81, 14.13, 14.5
2017-08-08 02:00:00, 66.4, 80.62, 67.33, 68.71, 48.93, 61.56, 70.88, 13.19, 13.63, 13.81, 13.75, 14.13, 14.56
2017-08-08 03:00:00, 66.33, 80.52, 67.2, 68.67, 48.93, 61.56, 70.87, 13.13, 13.56, 13.81, 13.75, 14.19, 14.56
2017-08-08 04:00:00, 66.29, 80.46, 67.1, 68.64, 48.96, 61.53, 70.85, 13.06, 13.56, 13.81, 13.75, 14.13, 14.5
2017-08-08 05:00:00, 66.26, 80.39, 67, 68.64, 49.02, 61.56, 70.85, 13, 13.56, 13.75, 13.75, 14.13, 14.56
2017-08-08 06:00:00, 66.23, 80.31, 66.93, 68.64, 49.04, 61.58, 70.87, 13, 13.5, 13.75, 13.75, 14.13, 14.5
2017-08-08 07:00:00, 66.18, 80.24, 66.83, 68.62, 49.04, 61.58, 70.87, 13, 13.5, 13.75, 13.75, 14.19, 14.5
2017-08-08 08:00:00, 66.17, 80.19, 66.79, 68.62, 49.07, 61.58, 70.87, 13, 13.44, 13.69, 13.69, 14.19, 14.56
