date, heat_units, rain, erain, total_irrig, tot_eff_irrig, etc, ety, et0, etcp, rzone, available, days_left, deficit_current, rzm, rzm_source, fcap, profile, deficit_want, refill, et0_forecast_yr, original_unit_system
2018-08-24, 0.55, 0, 0, 0, 0, 0.39, 0.47, 3.24, -0.5, 500, 42.29, 30.00, 14.27, 127.13, Electronic Probe, 141.4, 246.16, 40, 84.84, 1.05, si
2018-08-25, 0, 30.4, 12.7, 0, 0, 0.16, 0.43, 1.34, -0.39, 500, 41.96, 30.00, 14.6, 126.8, Electronic Probe, 141.4, 245.77, 40, 84.84, 1.36, si
2018-08-26, 0, 43, 19, 0, 0, 0.09, 0.43, 0.78, 17.56, 500, 54.22, 30.00, 2.34, 139.06, Electronic Probe, 141.4, 263.33, 40, 84.84, 1.6, si
2018-08-27, 0, 17.6, 6.3, 0, 0, 0.12, 0.42, 0.97, 9.3, 500, 62.77, 30.00, -6.21, 147.61, Electronic Probe, 141.4, 272.63, 40, 84.84, 1.66, si
2018-08-28, 0, 1.2, 0, 0, 0, 0.24, 0.44, 2, -11.82, 500, 51.86, 30.00, 4.7, 136.7, Electronic Probe, 141.4, 260.81, 40, 84.84, 1.64, si
2018-08-29, 2.5, 0.6, 0, 0, 0, 0.39, 0.39, 3.21, -4.72, 500, 48.59, 30.00, 7.97, 133.43, Electronic Probe, 141.4, 256.1, 40, 84.84, 1.48, si
2018-08-30, 2.5, 0, 0, 0, 0, 0.78, 4.72, 6.51, -2.2, 500, 47.15, 9.99, 9.41, 131.99, Electronic Probe, 141.4, 253.9, 40, 84.84, 1.16, si
2018-08-31, 2.5, 0, 0, 0, 0, 0.78, 3.46, 6.51, -1.63, 500, 46.02, 13.30, 10.54, 130.86, Electronic Probe, 141.4, 252.27, 40, 84.84, 1.1, si
2018-09-01, 2.5, 0.6, 0, 0, 0, 0.65, 2.85, 6.51, -0.82, 500, 45.56, 15.99, 11, 130.4, Electronic Probe, 141.4, 251.44, 40, 84.84, 0.97, si
2018-09-02, 2.5, 10.4, 2.7, 0, 0, 0.65, 2.34, 6.51, 2.63, 500, 48.56, 20.73, 8, 133.4, Electronic Probe, 141.4, 254.07, 40, 84.84, 1.39, si
2018-09-03, 2.5, 0, 0, 0, 0, 0.65, 1.55, 6.51, -0.78, 500, 47.87, 30.00, 8.69, 132.71, Electronic Probe, 141.4, 253.29, 40, 84.84, 1.06, si
2018-09-04, 2.5, 17.4, 6.2, 0, 0, 0.65, 1.23, 6.51, -1.3, 500, 46.7, 30.00, 9.86, 131.54, Electronic Probe, 141.4, 252, 40, 84.84, 1.13, si
2018-09-05, 2.5, 49.2, 22.1, 0, 0, 0.65, 1.06, 6.51, 13.44, 500, 55.67, 30.00, 0.89, 140.51, Electronic Probe, 141.4, 265.43, 40, 84.84, 1.71, si
2018-09-06, 2.5, 4.8, 0, 0, 0, 0.65, 1.3, 6.51, -5.97, 500, 51.26, 30.00, 5.3, 136.1, Electronic Probe, 141.4, 259.46, 40, 84.84, 1.98, si
2018-09-07, 2.5, 4.2, 0, 0, 0, 0.65, 1.3, 6.51, -2.49, 500, 49.85, 30.00, 6.71, 134.69, Electronic Probe, 141.4, 256.96, 40, 84.84, 2.02, si
2018-09-08, 2.5, 0, 0, 0, 0, 0.65, 1.9, 6.51, -2.07, 500, 48.34, 25.51, 8.22, 133.18, Electronic Probe, 141.4, 254.9, 40, 84.84, 1.81, si
2018-09-09, 2.5, 0.6, 0, 0, 0, 0.65, 2.28, 6.51, -1.49, 500, 47.23, 20.71, 9.33, 132.07, Electronic Probe, 141.4, 253.41, 40, 84.84, 1.69, si
2018-09-10, 2.5, 0, 0, 0, 0, 0.65, 2.02, 6.51, -0.96, 500, 46.54, 23.08, 10.02, 131.38, Electronic Probe, 141.4, 252.45, 40, 84.84, 1.48, si
2018-09-11, 2.5, 0, 0, 0, 0, 0.65, 1.75, 6.51, -1.01, 500, 45.74, 26.10, 10.82, 130.58, Electronic Probe, 141.4, 251.43, 40, 84.84, 1.4, si
2018-09-12, 2.5, 0, 0, 0, 0, 0.65, 1.38, 6.51, -0.72, 500, 45.23, 30.00, 11.33, 130.07, Electronic Probe, 141.4, 250.72, 40, 84.84, 1.57, si
2018-09-13, 2.5, 1.2, 0, 0, 0, 0.65, 1.04, 6.51, -0.74, 500, 44.68, 30.00, 11.88, 129.52, Electronic Probe, 141.4, 249.98, 40, 84.84, 1.39, si
2018-09-14, 2.5, 0, 0, 0, 0, 0.65, 0.86, 6.51, -0.53, 500, 44.31, 30.00, 12.25, 129.15, Electronic Probe, 141.4, 249.45, 40, 84.84, 1.45, si
2018-09-15, 2.5, 0.6, 0, 0, 0, 0.65, 0.75, 6.51, -0.44, 500, 44.02, 30.00, 12.54, 128.86, Electronic Probe, 141.4, 249.02, 40, 84.84, 1.52, si
2018-09-16, 2.5, 0.2, 0, 0, 0, 0.65, 0.61, 6.51, -0.03, 500, 44.13, 30.00, 12.43, 128.97, Electronic Probe, 141.4, 248.99, 40, 84.84, 1.48, si
2018-09-17, 2.5, 7.6, 1.3, 0, 0, 0.65, 0.44, 6.51, 4.92, 500, 49.28, 30.00, 7.28, 134.12, Electronic Probe, 141.4, 253.91, 40, 84.84, 1.79, si
2018-09-18, 2.5, 54, 24.5, 0, 0, 0.65, 0.33, 6.51, 21.94, 500, 62.21, 30.00, -5.65, 147.05, Electronic Probe, 141.4, 275.85, 40, 84.84, 2.22, si
2018-09-19, 2.5, 14.4, 4.7, 0, 0, 0.65, 0.24, 6.51, -10.5, 500, 57.09, 30.00, -0.53, 141.93, Electronic Probe, 141.4, 265.35, 40, 84.84, 2.37, si
2018-09-20, 2.5, 0.6, 0, 0, 0, 0.65, 0.03, 6.51, -6.54, 500, 51.06, 30.00, 5.5, 135.9, Electronic Probe, 141.4, 258.81, 40, 84.84, 2.21, si
2018-09-21, 2.5, 0.6, 0, 0, 0, 0.65, 6.54, 6.51, -2.69, 500, 49.18, 7.52, 7.38, 134.02, Electronic Probe, 141.4, 256.12, 40, 84.84, 2.19, si
2018-09-22, 2.5, 0, 0, 0, 0, 0.65, 4.62, 6.51, -1.51, 500, 48.12, 10.43, 8.44, 132.96, Electronic Probe, 141.4, 254.61, 40, 84.84, 2.24, si
2018-09-23, 2.5, 0, 0, 0, 0, 0.65, 3.58, 6.51, -1.13, 500, 47.27, 13.20, 9.29, 132.11, Electronic Probe, 141.4, 253.48, 40, 84.84, 1.72, si
2018-09-24, 2.5, 0, 0, 0, 0, 0.65, 2.97, 6.51, -0.68, 500, 46.83, 15.78, 9.73, 131.67, Electronic Probe, 141.4, 252.8, 40, 84.84, 1.88, si
2018-09-25, 2.5, 0, 0, 0, 0, 0.65, 1.5, 6.51, -1.22, 500, 45.82, 30.00, 10.74, 130.66, Electronic Probe, 141.4, 251.57, 40, 84.84, 2.78, si
2018-09-26, 2.5, 1.6, 0, 0, 0, 0.65, 1.14, 6.51, 8.32, 500, 54.12, 30.00, 2.44, 138.96, Electronic Probe, 141.4, 259.9, 40, 84.84, 2.87, si
2018-09-27, 2.5, 0, 0, 0, 0, 0.65, 1.01, 6.51, -4.06, 500, 49.87, 30.00, 6.69, 134.71, Electronic Probe, 141.4, 255.84, 40, 84.84, 2.99, si
2018-09-28, 2.5, 15, 5, 0, 0, 0.65, 0.95, 6.51, 9.74, 500, 55.81, 30.00, 0.75, 140.65, Electronic Probe, 141.4, 265.58, 40, 84.84, 3.27, si
2018-09-29, 2.5, 0, 0, 0, 0, 0.65, 1.22, 6.51, -6.64, 500, 50.92, 30.00, 5.64, 135.76, Electronic Probe, 141.4, 258.94, 40, 84.84, 3.33, si
2018-09-30, 2.5, 0, 0, 0, 0, 0.65, 1.22, 6.51, -2.3, 500, 49.42, 30.00, 7.14, 134.26, Electronic Probe, 141.4, 256.64, 40, 84.84, 3.08, si
2018-10-01, 2.5, 0, 0, 0, 0, 0.98, 2.3, 6.51, -1.11, 500, 34.58, 15.03, 7.84, 133.56, Electronic Probe, 141.4, 255.53, 30, 98.98, 4.44, si
2018-10-02, 2.5, 0, 0, 0, 0, 0.98, 1.7, 6.51, -1.48, 500, 33.42, 19.60, 9, 132.4, Electronic Probe, 141.4, 254.05, 30, 98.98, 4.2, si
2018-10-03, 2.5, 0, 0, 0, 0, 0.98, 1.63, 6.51, -1.17, 500, 32.49, 19.93, 9.93, 131.47, Electronic Probe, 141.4, 252.87, 30, 98.98, 4.22, si
2018-10-04, 2.5, 0, 0, 0, 0, 0.98, 1.51, 6.51, -1.1, 500, 31.66, 20.90, 10.76, 130.64, Electronic Probe, 141.4, 251.77, 30, 98.98, 4.26, si
2018-10-05, 2.5, 0, 0, 0, 0, 0.98, 1.22, 6.51, -0.88, 500, 31.04, 25.55, 11.38, 130.02, Electronic Probe, 141.4, 250.89, 30, 98.98, 3.85, si
2018-10-06, 2.5, 0, 0, 0, 0, 0.98, 1.16, 6.51, -0.68, 500, 30.53, 26.38, 11.89, 129.51, Electronic Probe, 141.4, 250.21, 30, 98.98, 3.56, si
2018-10-07, 2.5, 0, 0, 0, 0, 0.98, 0.96, 6.51, -1.12, 500, 29.6, 30.00, 12.82, 128.58, Electronic Probe, 141.4, 249.08, 30, 98.98, 3.5, si
2018-10-08, 2.5, 0, 0, 0, 0, 0.98, 0.94, 6.51, -1.5, 500, 28.43, 30.00, 13.99, 127.41, Electronic Probe, 141.4, 247.59, 30, 98.98, 3.32, si
2018-10-09, 2.5, 0, 0, 0, 0, 0.98, 1.04, 6.51, -1.48, 500, 27.18, 26.01, 15.24, 126.16, Electronic Probe, 141.4, 246.1, 30, 98.98, 2.92, si
2018-10-10, 2.5, 0, 0, 0, 0, 0.98, 1.2, 6.51, -1.6, 500, 25.76, 21.56, 16.66, 124.74, Electronic Probe, 141.4, 244.5, 30, 98.98, 2.85, si
2018-10-11, 2.5, 0, 0, 0, 0, 0.98, 1.43, 6.51, -1.37, 500, 24.66, 17.31, 17.76, 123.64, Electronic Probe, 141.4, 243.13, 30, 98.98, 2.63, si
2018-10-12, 2.5, 0, 0, 0, 0, 0.98, 1.49, 6.51, -1.51, 500, 23.45, 15.76, 18.97, 122.43, Electronic Probe, 141.4, 241.61, 30, 98.98, 0, si
2018-10-13, 4.9, 0, 0, 0, 0, 0.75, 1.49, 4.99, -2.17, 500, 21.65, 14.53, 20.77, 120.63, Electronic Probe, 141.4, 239.44, 30, 98.98, 2.55, si
2018-10-14, 2.35, 0, 0, 0, 0, 0.47, 1.66, 3.14, -1.91, 500, 20.28, 12.20, 22.14, 119.26, Electronic Probe, 141.4, 237.54, 30, 98.98, 2.92, si
2018-10-15, 2.35, 0, 0, 2.7, 1.87, 0.69, 1.74, 4.6, -0.99, 500, 19.88, 11.43, 22.54, 118.86, Electronic Probe, 141.4, 236.55, 30, 98.98, 3.42, si
2018-10-16, 1.7, 0, 0, 0, 0, 0.69, 1.64, 4.6, -2.52, 500, 17.81, 10.83, 24.61, 116.79, Electronic Probe, 141.4, 234.03, 30, 98.98, 4.87, si
2018-10-17, 3.15, 0, 0, 0, 0, 0.69, 1.9, 4.6, -1.9, 500, 16.47, 8.68, 25.95, 115.45, Electronic Probe, 141.4, 232.13, 30, 98.98, 5.14, si
2018-10-18, 4.9, 0, 0, 5.3, 3.73, 0.69, 1.83, 4.6, -1.95, 500, 15.13, 8.27, 27.29, 114.11, Electronic Probe, 141.4, 230.19, 30, 98.98, 5.15, si
2018-10-19, 4.9, 0, 0, 5.3, 3.73, 0.69, 1.84, 4.6, 0.36, 500, 16.11, 8.76, 26.31, 115.09, Electronic Probe, 141.4, 230.54, 30, 98.98, 5.24, si
2018-10-20, 5.650001, 0, 0, 0, 0, 0.69, 2.12, 4.6, -2.66, 500, 14.03, 6.61, 28.39, 113.01, Electronic Probe, 141.4, 227.88, 30, 98.98, 5.52, si
2018-10-21, 8.1, 0, 0, 5.3, 3.73, 0.69, 1.92, 4.6, -2.79, 500, 12.08, 6.28, 30.34, 111.06, Electronic Probe, 141.4, 225.09, 30, 98.98, 5.1, si
2018-10-22, 12.8, 12.4, 3.7, 0, 0, 0.69, 2.37, 4.6, -2.72, 500, 10.3, 4.35, 32.12, 109.28, Electronic Probe, 141.4, 222.37, 30, 98.98, 5.33, si
2018-10-23, 11.7, 0, 0, 0, 0, 0.69, 2.75, 4.6, 6.16, 500, 17.58, 6.38, 24.84, 116.56, Electronic Probe, 141.4, 228.53, 30, 98.98, 5.93, si
2018-10-24, 10.9, 0, 0, 0, 0, 0.69, 2.75, 4.6, -6.75, 500, 11.97, 4.34, 30.45, 110.95, Electronic Probe, 141.4, 221.78, 30, 98.98, 5.5, si
2018-10-25, 11, 0, 0, 10.7, 7.47, 0.69, 2.75, 4.6, -4.33, 500, 9.05, 3.28, 33.37, 108.03, Electronic Probe, 141.4, 217.45, 30, 98.98, 5.17, si
2018-10-26, 13.15, 0, 0, 0, 0, 0.69, 3.52, 4.6, 26.28, 500, 25.97, 7.37, 16.45, 124.95, Electronic Probe, 141.4, 243.73, 30, 98.98, 4.53, si
2018-10-27, 14.300001, 0, 0, 0, 0, 0.69, 4.33, 4.6, -11.14, 500, 17.75, 4.10, 24.67, 116.73, Electronic Probe, 141.4, 232.59, 30, 98.98, 4.18, si
2018-10-28, 14.2, 0, 0, 0, 0, 0.69, 4.33, 4.6, 23.85, 500, 34.85, 8.05, 7.57, 133.83, Electronic Probe, 141.4, 256.44, 30, 98.98, 3.48, si
2018-10-29, 7.6, 0.6, 0, 0, 0, 0.69, 4.33, 4.6, -93.27, 500, 25.25, 5.83, 17.17, 124.23, Electronic Probe, 141.4, 163.17, 30, 98.98, 3.77, si
2018-10-30, 0, 53.2, 24.1, 10.7, 7.47, 0.69, 4.33, 4.6, 76.11, 500, 23.12, 5.34, 19.3, 122.1, Electronic Probe, 141.4, 239.28, 30, 98.98, 4.33, si
2018-10-31, 0, 0, 0, 0, 0, 0.69, 4.33, 4.6, 18.5, 500, 35.91, 8.29, 6.51, 134.89, Electronic Probe, 141.4, 257.78, 30, 98.98, 4.07, si
2018-11-01, 1.75, 0, 0, 0, 0, 1.38, 4.33, 4.6, -15.26, 500, 24.98, 5.77, 17.44, 123.96, Electronic Probe, 141.4, 242.53, 30, 98.98, 3.9, si
2018-11-02, 6.8, 0, 0, 0, 0, 1.38, 4.33, 4.6, 6.7, 500, 29.91, 6.91, 12.51, 128.89, Electronic Probe, 141.4, 249.22, 30, 98.98, 3.52, si
2018-11-03, 9.8, 0, 0, 0, 0, 1.74, 4.33, 5.81, -7.81, 500, 24.02, 5.55, 18.4, 123, Electronic Probe, 141.4, 241.41, 30, 98.98, 3.12, si
2018-11-04, 2.35, 5.4, 0.2, 0, 0, 0.87, 4.33, 2.89, 18.22, 500, 37.15, 8.58, 5.27, 136.13, Electronic Probe, 141.4, 259.63, 30, 98.98, 4.27, si
2018-11-05, 0, 3.6, 0, 0, 0, 1.38, 4.33, 4.6, -7.85, 500, 32.23, 7.44, 10.19, 131.21, Electronic Probe, 141.4, 251.78, 30, 98.98, 4.96, si
2018-11-06, 0, 0, 0, 5.3, 3.73, 1.38, 4.33, 4.6, -5.04, 500, 28.2, 6.51, 14.22, 127.18, Electronic Probe, 141.4, 246.74, 30, 98.98, 5.83, si
2018-11-07, 4.25, 0, 0, 0, 0, 1.38, 5.04, 4.6, 6.42, 500, 32.37, 6.42, 10.05, 131.35, Electronic Probe, 141.4, 253.16, 30, 98.98, 5.67, si
2018-11-08, 6.05, 0, 0, 10.7, 7.47, 1.38, 5.04, 4.6, -7.46, 500, 26.72, 5.30, 15.7, 125.7, Electronic Probe, 141.4, 245.69, 30, 98.98, 5.41, si
2018-11-09, 9.3, 0, 0, 0, 0, 1.79, 5.04, 5.97, 11.3, 500, 34.84, 6.91, 7.58, 133.82, Electronic Probe, 141.4, 257, 30, 98.98, 5.13, si
2018-11-10, 10.6, 0, 0, 0, 0, 1.89, 5.04, 6.29, -9.06, 500, 27.91, 5.54, 14.51, 126.89, Electronic Probe, 141.4, 247.94, 30, 98.98, 4.88, si
2018-11-11, 12.45, 0, 0, 0, 0, 1.91, 5.04, 6.38, -6.78, 500, 22.56, 4.48, 19.86, 121.54, Electronic Probe, 141.4, 241.16, 30, 98.98, 4.2, si
2018-11-12, 9, 0, 0, 5.3, 3.73, 1.55, 6.78, 5.18, -5.24, 500, 18.6, 2.74, 23.82, 117.58, Electronic Probe, 141.4, 235.93, 30, 98.98, 4.14, si
2018-11-13, 5.3, 0, 0, 0, 0, 1.32, 6.01, 4.39, 7.65, 500, 26.98, 4.49, 15.44, 125.96, Electronic Probe, 141.4, 243.58, 30, 98.98, 4.45, si
2018-11-14, 6.75, 0, 0, 10.7, 7.47, 1.58, 6.01, 5.27, -7.53, 500, 20.6, 3.43, 21.82, 119.58, Electronic Probe, 141.4, 236.05, 30, 98.98, 4.03, si
2018-11-15, 6.7, 0, 0, 5.3, 3.73, 1.44, 6.01, 4.81, 18.42, 500, 33.73, 5.61, 8.69, 132.71, Electronic Probe, 141.4, 254.48, 30, 98.98, 3.96, si
2018-11-16, 6.25, 0, 0, 0, 0, 1.39, 5.24, 4.64, -9.36, 500, 26.7, 5.10, 15.72, 125.68, Electronic Probe, 141.4, 245.11, 30, 98.98, 4.33, si
2018-11-17, 4.7, 0.2, 0, 5.3, 3.73, 1.42, 5.24, 4.73, 9.4, 500, 33.92, 6.47, 8.5, 132.9, Electronic Probe, 141.4, 254.51, 30, 98.98, 4.59, si
2018-11-18, 9.65, 0, 0, 0, 0, 1.83, 5.24, 6.09, -11.18, 500, 25.59, 4.88, 16.83, 124.57, Electronic Probe, 141.4, 243.34, 30, 98.98, 4.32, si
2018-11-19, 9.65, 0, 0, 10.7, 7.47, 1.38, 5.24, 4.6, -8.38, 500, 19.18, 3.66, 23.24, 118.16, Electronic Probe, 141.4, 234.96, 30, 98.98, 4.41, si
2018-11-20, 2.9, 0, 0, 10.7, 7.47, 1.38, 8.38, 4.6, 18.09, 500, 33.22, 3.96, 9.2, 132.2, Electronic Probe, 141.4, 253.04, 30, 98.98, 4.8, si
2018-11-21, 4.05, 0, 0, 0, 0, 1.46, 8.38, 4.86, 4.54, 500, 35.97, 4.29, 6.45, 134.95, Electronic Probe, 141.4, 257.58, 30, 98.98, 4.51, si
2018-11-22, 7.3, 0, 0, 0, 0, 1.69, 8.38, 5.64, -12.55, 500, 26.66, 3.18, 15.76, 125.64, Electronic Probe, 141.4, 245.03, 30, 98.98, 4.41, si
2018-11-23, 8.1, 0, 0, 0, 0, 1.78, 8.38, 5.94, 18.34, 500, 39.81, 4.75, 2.61, 138.79, Electronic Probe, 141.4, 263.37, 30, 98.98, 4.2, si
2018-11-24, 7.9, 0, 0, 0, 0, 1.75, 8.38, 5.83, -15.35, 500, 28.45, 3.39, 13.97, 127.43, Electronic Probe, 141.4, 248.02, 30, 98.98, 4.49, si
2018-11-25, 6.1, 0, 0, 10.7, 7.47, 1.47, 8.38, 4.9, -8.4, 500, 22.03, 2.63, 20.39, 121.01, Electronic Probe, 141.4, 239.62, 30, 98.98, 4.84, si
2018-11-26, 6.7, 0, 0, 0, 0, 1.46, 8.4, 4.85, 21.83, 500, 38.45, 4.58, 3.97, 137.43, Electronic Probe, 141.4, 261.45, 30, 98.98, 5, si
2018-11-27, 1.75, 0, 0, 0, 0, 0.72, 8.4, 2.41, -12, 500, 29.84, 3.55, 12.58, 128.82, Electronic Probe, 141.4, 249.46, 30, 98.98, 5.3, si
2018-11-28, 1.95, 0, 0, 10.7, 7.47, 1.49, 8.4, 4.98, -86.22, 500, 24.97, 2.97, 17.45, 123.95, Electronic Probe, 141.4, 163.23, 30, 98.98, 4.36, si
2018-11-29, 7.4, 0, 0, 0, 0, 1.38, 47.31, 4.6, 0, 500, 23.59, 0.50, 18.83, 122.57, software, 141.4, 0, 30, 98.98, 3.5, si
2018-11-30, 9.75, 0, 0, 0, 0, 1.98, 86.22, 6.61, 242.4, 500, 24.1, 0.28, 18.32, 123.08, Electronic Probe, 141.4, 242.4, 30, 98.98, 3.38, si
2018-12-01, 5.55, 0, 0, 10.7, 7.47, 2.32, 86.22, 4.63, -7.24, 500, 4.6, 0.05, 23.68, 117.72, Electronic Probe, 141.4, 235.16, 20, 113.12, 3.51, si
2018-12-02, 5.400001, 0, 0, 0, 0, 2.4, 86.22, 4.8, -5.5, 500, 0.93, 0.01, 27.35, 114.05, Electronic Probe, 141.4, 229.66, 20, 113.12, 3.68, si
2018-12-03, 2, 0.2, 0, 0, 0, 0.82, 5.5, 1.63, 24.9, 500, 19.73, 3.59, 8.55, 132.85, Electronic Probe, 141.4, 254.56, 20, 113.12, 3.35, si
2018-12-04, 1.75, 0.2, 0, 0, 0, 1.87, 5.5, 3.74, -9.48, 500, 13.13, 2.39, 15.15, 126.25, Electronic Probe, 141.4, 245.07, 20, 113.12, 3.1, si
2018-12-05, 5.15, 0, 0, 0, 0, 2.9, 5.5, 5.8, 15.46, 500, 24.34, 4.43, 3.94, 137.46, Electronic Probe, 141.4, 260.53, 20, 113.12, 3.02, si
2018-12-06, 4.25, 0, 0, 10.7, 7.47, 1.21, 5.5, 2.41, -15.18, 500, 13.91, 2.53, 14.37, 127.03, Electronic Probe, 141.4, 245.36, 20, 113.12, 3.73, si
2018-12-07, 1.7, 35.8, 15.4, 0, 0, 0.38, 5.5, 0.75, 20.79, 500, 30.54, 5.55, -2.26, 143.66, Electronic Probe, 141.4, 266.15, 20, 113.12, 4.09, si
2018-12-08, 3.2, 0.2, 0, 0, 0, 1.82, 5.5, 3.63, -13.96, 500, 18.4, 3.35, 9.88, 131.52, Electronic Probe, 141.4, 252.19, 20, 113.12, 4.23, si
2018-12-09, 4.9, 0, 0, 0, 0, 2.09, 5.5, 4.17, -6.95, 500, 13.38, 2.43, 14.9, 126.5, Electronic Probe, 141.4, 245.23, 20, 113.12, 4.15, si
2018-12-10, 7.35, 0, 0, 0, 0, 2.77, 6.95, 5.53, -6.37, 500, 8.63, 1.24, 19.65, 121.75, Electronic Probe, 141.4, 238.87, 20, 113.12, 4.08, si
2018-12-11, 9.4, 0, 0, 10.7, 7.47, 3.09, 6.66, 6.17, -5.96, 500, 4.23, 0.64, 24.05, 117.35, Electronic Probe, 141.4, 232.91, 20, 113.12, 4.39, si
2018-12-12, 4.95, 0.2, 0, 0, 0, 1.61, 6.43, 3.21, 15.11, 500, 17.84, 2.78, 10.44, 130.96, Electronic Probe, 141.4, 248.02, 20, 113.12, 4.89, si
2018-12-13, 3.8, 0, 0, 10.7, 7.47, 2.95, 6.43, 5.9, -8.73, 500, 10.99, 1.71, 17.29, 124.11, Electronic Probe, 141.4, 239.29, 20, 113.12, 4.85, si
2018-12-14, 5.85, 0, 0, 0, 0, 2.85, 6.17, 5.69, -63.06, 500, 22.95, 3.72, 5.33, 136.07, Electronic Probe, 141.4, 176.22, 20, 113.12, 4.73, si
2018-12-15, 9.05, 0, 0, 0, 0, 2.97, 34.51, 5.94, 0, 500, 19.98, 0.58, 8.3, 133.1, software, 141.4, 0, 20, 113.12, 4.82, si
2018-12-16, 12.95, 0, 0, 0, 0, 3.3, 63.06, 6.59, 0, 500, 16.68, 0.26, 11.6, 129.8, software, 141.4, 0, 20, 113.12, 4.66, si
2018-12-17, 10.65, 0, 0, 16, 11.2, 3.07, 63.06, 6.14, 0, 500, 24.81, 0.39, 3.47, 137.93, software, 141.4, 0, 20, 113.12, 4.23, si
2018-12-18, 6.150001, 0, 0, 0, 0, 3, 63.06, 6, 0, 500, 21.81, 0.35, 6.47, 134.93, software, 141.4, 0, 20, 113.12, 4.57, si
2018-12-19, 5.25, 0, 0, 10.7, 7.47, 1.68, 63.06, 3.36, 247.05, 500, 14.82, 0.24, 13.46, 127.94, Electronic Probe, 141.4, 247.05, 20, 113.12, 4.96, si
2018-12-20, 7.7, 0, 0, 10.7, 7.47, 2.84, 63.06, 5.67, -8.15, 500, 8.47, 0.13, 19.81, 121.59, Electronic Probe, 141.4, 238.9, 20, 113.12, 4.89, si
2018-12-21, 9.45, 0, 0, 0, 0, 2.72, 63.06, 5.43, 16.77, 500, 20.55, 0.33, 7.73, 133.67, Electronic Probe, 141.4, 255.67, 20, 113.12, 4.34, si
2018-12-22, 9, 0, 0, 0, 0, 2.81, 63.06, 5.62, -11.37, 500, 11.99, 0.19, 16.29, 125.11, Electronic Probe, 141.4, 244.3, 20, 113.12, 4.35, si
2018-12-23, 9.4, 0, 0, 10.7, 7.47, 3.05, 63.06, 6.1, -8.15, 500, 5.67, 0.09, 22.61, 118.79, Electronic Probe, 141.4, 236.15, 20, 113.12, 3.81, si
2018-12-24, 8.55, 0.2, 0, 0, 0, 2.75, 8.15, 5.5, 18.74, 500, 20.1, 2.47, 8.18, 133.22, Electronic Probe, 141.4, 254.88, 20, 113.12, 3.8, si
2018-12-25, 8.05, 0, 0, 0, 0, 3.05, 8.15, 6.1, -11.68, 500, 11.06, 1.36, 17.22, 124.18, Electronic Probe, 141.4, 243.21, 20, 113.12, 4.6, si
2018-12-26, 7.7, 0, 0, 10.7, 7.47, 1.95, 8.15, 3.9, -7.69, 500, 5.32, 0.65, 22.96, 118.44, Electronic Probe, 141.4, 235.51, 20, 113.12, 5.13, si
2018-12-27, 3.1, 3, 0, 0, 0, 1.59, 7.92, 3.17, 27.11, 500, 25.71, 3.25, 2.57, 138.83, Electronic Probe, 141.4, 262.62, 20, 113.12, 5.61, si
2018-12-28, 7, 0, 0, 0, 0, 2.94, 7.69, 5.87, -15.4, 500, 13.93, 1.81, 14.35, 127.05, Electronic Probe, 141.4, 247.22, 20, 113.12, 5.87, si
2018-12-29, 9.45, 0, 0, 10.7, 7.47, 3.37, 7.69, 6.73, -10.73, 500, 5.52, 0.72, 22.76, 118.64, Electronic Probe, 141.4, 236.49, 20, 113.12, 5.64, si
2018-12-30, 8.2, 0, 0, 0, 0, 3.19, 9.21, 6.37, 23.23, 500, 23.28, 2.53, 5, 136.4, Electronic Probe, 141.4, 259.71, 20, 113.12, 5.78, si
2018-12-31, 12.4, 0, 0, 0, 0, 3.41, 10.73, 6.82, -18.58, 500, 9.6, 0.89, 18.68, 122.72, Electronic Probe, 141.4, 241.14, 20, 113.12, 5.39, si
2019-01-01, 8.05, 0, 0, 16, 11.2, 2.77, 10.73, 5.53, -9.25, 500, 2.85, 0.27, 25.43, 115.97, Electronic Probe, 141.4, 231.89, 20, 113.12, 5.53, si
2019-01-02, 10.6, 0, 0, 0, 0, 3.08, 9.99, 6.16, 18.02, 500, 16.83, 1.68, 11.45, 129.95, Electronic Probe, 141.4, 249.91, 20, 113.12, 5.52, si
2019-01-03, 11, 0, 0, 0, 0, 3.25, 9.25, 6.5, -5.37, 500, 12.35, 1.34, 15.93, 125.47, Electronic Probe, 141.4, 244.54, 20, 113.12, 5.36, si
2019-01-04, 10.3, 0, 0, 10.7, 7.47, 3.16, 9.25, 6.32, -12.35, 500, 2.92, 0.32, 25.36, 116.04, Electronic Probe, 141.4, 232.19, 20, 113.12, 5.61, si
2019-01-05, 7.75, 0, 0, 0, 0, 2.77, 10.8, 5.53, 13.11, 500, 14.87, 1.38, 13.41, 127.99, Electronic Probe, 141.4, 245.3, 20, 113.12, 5.16, si
2019-01-06, 12, 0, 0, 0, 0, 3.57, 12.35, 7.14, -13.53, 500, 4.11, 0.33, 24.17, 117.23, Electronic Probe, 141.4, 231.77, 20, 113.12, 4.85, si
2019-01-07, 11.3, 0, 0, 10.7, 7.47, 3.27, 12.35, 6.53, 19.1, 500, 17.03, 1.38, 11.25, 130.15, Electronic Probe, 141.4, 250.86, 20, 113.12, 3.99, si
2019-01-08, 8.65, 0, 0, 0, 0, 3.05, 12.35, 6.1, -13.23, 500, 7.17, 0.58, 21.11, 120.29, Electronic Probe, 141.4, 237.63, 20, 113.12, 3.31, si
