date, heat_units, T_min, T_max, T_24hour_avg, rain, erain, total_irrig, tot_eff_irrig, etc, ety, et0, etcp, rzone, available, days_left, deficit_current, rzm, rzm_source, fcap, profile, deficit_want, refill, et0_forecast_yr, cc0, original_unit_system
2017-01-01, 14.45, 16.3, 32.6, 24.9958, 0, 0, 5.3, 3.87, 3.65, 1.9, 7.3, 0, 500, 14.26, 2.64, 12.44, 121.06, Electronic Probe, 133.5, 0, 20, 106.8, 5.4, 0.50, si
2017-01-02, 10.3, 14.8, 25.8, 22.2583, 0, 0, 5.3, 3.87, 1.85, 3.65, 3.7, 0, 500, 27.93, 4.79, -1.23, 134.73, Electronic Probe, 133.5, 0, 20, 106.8, 5.83, 0.50, si
2017-01-03, 9.35, 12.5, 26.2, 19.2625, 0, 0, 5.3, 3.87, 3.07, 1.85, 6.13, 0, 500, 24.54, 4.17, 2.16, 131.34, Electronic Probe, 133.5, 0, 20, 106.8, 5.89, 0.50, si
2017-01-04, 12.75, 14.7, 30.8, 22.6958, 0, 0, 2.7, 1.87, 3.28, 3.07, 6.56, 0, 500, 24.7, 4.05, 2, 131.5, Electronic Probe, 133.5, 0, 20, 106.8, 6.1, 0.50, si
2017-01-05, 13.4, 17.9, 28.9, 23.7167, 0, 0, 2.7, 1.87, 3.35, 3.28, 6.69, 0, 500, 18.66, 3.09, 8.04, 125.46, Electronic Probe, 133.5, 0, 20, 106.8, 6.04, 0.50, si
2017-01-06, 11.0, 15.3, 26.7, 20.9792, 0, 0, 2.7, 1.87, 3.11, 3.35, 6.21, 0, 500, 24.12, 4.01, 2.58, 130.92, Electronic Probe, 133.5, 0, 20, 106.8, 6.01, 0.50, si
2017-01-07, 12.35, 16.3, 28.4, 22.1042, 0, 0, 0, 0, 3.32, 3.11, 6.63, 0, 500, 19.51, 3.47, 7.19, 126.31, Electronic Probe, 133.5, 0, 20, 106.8, 5.63, 0.50, si
2017-01-08, 12.9, 15.7, 30.1, 22.8792, 0, 0, 0, 0, 3.51, 3.32, 7.01, 0, 500, 9.91, 1.81, 16.79, 116.71, Electronic Probe, 133.5, 0, 20, 106.8, 5.49, 0.50, si
2017-01-09, 13.15, 17.0, 29.3, 23.1417, 0, 0, 2.7, 1.87, 3.55, 3.51, 7.1, 0, 500, 10.5, 2.13, 16.2, 117.3, Electronic Probe, 133.5, 0, 20, 106.8, 4.94, 0.50, si
2017-01-10, 14.1, 17.3, 30.9, 22.3417, 27.6, 11.3, 2.7, 1.87, 3.01, 3.55, 6.01, 0, 500, 14.15, 2.91, 12.55, 120.95, Electronic Probe, 133.5, 0, 20, 106.8, 4.87, 0.50, si
2017-01-11, 11.4, 15.7, 27.1, 21.3542, 0, 0, 0, 0, 1.9, 3.01, 3.8, 0, 500, 8.87, 1.74, 17.83, 115.67, Electronic Probe, 133.5, 0, 20, 106.8, 5.11, 0.50, si
2017-01-12, 8.6, 14.0, 23.2, 17.9292, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 8.84, 1.54, 17.86, 115.64, software, 133.5, 0, 20, 106.8, 5.75, 0.50, si
2017-01-13, 9.25, 12.9, 25.6, 18.9542, 0, 0, 8, 5.87, 1.9, 1.9, 3.8, 0, 500, 2.82, 0.44, 23.88, 109.62, Electronic Probe, 133.5, 0, 20, 106.8, 6.42, 0.50, si
