datatime, azm [Ave RZ], m0 [S1 (100 mm)], m1 [S2 (200 mm)], m2 [S3 (305 mm)], m3 [S4 (400 mm)], m4 [S5 (600 mm)], m5 [S6 (800 mm)], t0 [T1 (100 mm)], t1 [T2 (200 mm)], t2 [T3 (305 mm)], t3 [T4 (400 mm)], t4 [T5 (600 mm)], t5 [T6 (800 mm)]
2017-08-01 23:00:00, 64.66, 84.32, 83.1, 49.92, 41.32, -5.89, 74.87, 8.67, 9.17, 9.17, 9.17, 9.17, 9.17
2017-08-01 23:30:00, 64.43, 84.32, 83.1, 49.82, 40.5, -5.89, 74.98, 8.67, 9.17, 9.17, 9.17, 9.17, 9.17
2017-08-02 00:00:00, 64.44, 84.32, 83.1, 49.72, 40.61, -5.89, 74.98, 8.67, 9.17, 9.17, 9.17, 9.17, 9.17
2017-08-02 00:30:00, 64.74, 84.32, 83.1, 49.61, 41.93, -5.89, 74.98, 8.67, 9.17, 9.17, 9.17, 9.17, 9.17
2017-08-02 01:00:00, 64.76, 84.38, 83.04, 49.51, 42.13, -5.89, 74.87, 8.67, 9.17, 9.17, 9.17, 9.17, 9.17
2017-08-02 01:30:00, 64.82, 84.38, 83.04, 49.41, 42.44, -5.89, 74.45, 8.5, 9.17, 9.17, 9.17, 9.17, 9.17
2017-08-02 02:00:00, 64.83, 84.45, 83.04, 49.31, 42.54, -5.89, 74.34, 8.5, 8.83, 9.17, 9.17, 9.17, 9.17
2017-08-02 02:30:00, 64.99, 84.51, 83.1, 49.31, 43.05, -5.99, 74.45, 8.5, 8.83, 9.17, 9.17, 9.17, 9.17
2017-08-02 03:00:00, 65.05, 84.51, 83.04, 49.41, 43.25, -5.89, 74.34, 8.5, 8.83, 9.17, 9.17, 9.17, 9.17
2017-08-02 03:30:00, 64.88, 84.45, 83.04, 49.31, 42.74, -5.89, 74.45, 8.5, 8.83, 9.17, 9.17, 9.17, 9.17
2017-08-02 04:00:00, 64.85, 84.51, 83.04, 49.2, 42.64, -5.99, 74.34, 8.5, 8.83, 9.17, 9.17, 9.17, 9.17
2017-08-02 04:30:00, 64.82, 84.51, 83.04, 49.2, 42.54, -5.89, 74.34, 8.5, 8.83, 9.17, 9.17, 9.17, 9.17
2017-08-02 05:00:00, 65.04, 84.51, 82.97, 49.31, 43.35, -5.99, 74.34, 8.5, 8.83, 9.17, 9.17, 9.17, 9.17
2017-08-02 05:30:00, 65.18, 84.58, 82.97, 49.31, 43.86, -5.89, 74.45, 8.5, 8.83, 9.17, 9.17, 9.17, 9.17
2017-08-02 06:00:00, 65.08, 84.58, 82.97, 49.31, 43.45, -5.99, 74.45, 8.5, 8.83, 9.17, 9.17, 9.17, 9.17
2017-08-02 06:30:00, 64.78, 84.58, 82.91, 49.2, 42.44, -5.7, 74.34, 8.5, 8.83, 9.17, 9.17, 9.17, 9.17
2017-08-02 07:00:00, 64.79, 84.64, 82.97, 49.31, 42.24, -5.7, 74.34, 8.33, 8.83, 9.17, 9.17, 9.17, 9.17
2017-08-02 07:30:00, 64.79, 84.97, 82.86, 49.2, 42.13, -5.7, 74.34, 8.33, 8.83, 8.83, 9.17, 9.17, 9.17
2017-08-02 08:00:00, 65.04, 85.82, 82.91, 49.2, 42.24, -6.19, 74.23, 8.33, 8.83, 8.83, 9.17, 9.17, 9.17
2017-08-02 08:30:00, 65.14, 86.21, 82.91, 49.2, 42.24, -6.09, 74.23, 8.33, 8.67, 8.83, 9.17, 9.17, 9.17
2017-08-02 09:00:00, 65.25, 86.53, 82.91, 49.41, 42.13, -6.09, 74.23, 8.33, 8.67, 8.83, 9.17, 9.17, 9.17
2017-08-02 09:30:00, 65.3, 86.66, 82.91, 49.51, 42.13, -6.09, 74.23, 8.33, 8.67, 8.83, 9.17, 9.17, 9.17
2017-08-02 10:00:00, 65.3, 86.86, 82.91, 49.61, 41.82, -6.19, 74.23, 8.5, 8.67, 8.83, 9.17, 9.17, 9.17
2017-08-02 10:30:00, 65.35, 86.99, 82.97, 49.72, 41.73, -6.09, 74.23, 8.67, 8.67, 8.83, 9.17, 9.17, 9.17
2017-08-02 11:00:00, 65.28, 87.05, 83.04, 49.82, 41.22, -6.19, 74.23, 8.67, 8.67, 8.83, 9.17, 9.17, 9.17
2017-08-02 11:30:00, 65.4, 87.18, 83.1, 50.01, 41.32, -6.19, 74.23, 8.83, 8.83, 8.83, 9.17, 9.17, 9.17
2017-08-02 12:00:00, 65.46, 87.25, 83.15, 50.12, 41.32, -6.19, 74.23, 9.17, 8.83, 8.83, 9.17, 9.17, 9.17
2017-08-02 12:30:00, 65.57, 87.38, 83.28, 50.01, 41.62, -6.19, 74.34, 9.5, 8.83, 8.83, 9.17, 9.17, 9.17
2017-08-02 13:00:00, 65.74, 87.38, 83.33, 50.22, 42.04, -6.19, 74.34, 9.5, 8.83, 8.83, 8.83, 9.17, 9.17
2017-08-02 13:30:00, 65.87, 87.44, 83.39, 50.22, 42.44, -6.19, 74.23, 9.67, 9.17, 8.83, 8.83, 9.17, 9.17
2017-08-02 14:00:00, 65.75, 87.44, 83.51, 49.72, 42.33, -6.19, 74.23, 9.67, 9.17, 8.83, 8.83, 9.17, 9.17
2017-08-02 14:30:00, 65.83, 87.5, 83.57, 49.72, 42.54, -6.19, 74.34, 10, 9.33, 8.83, 8.83, 9.17, 9.17
2017-08-02 15:00:00, 65.97, 87.44, 83.69, 50.22, 42.54, -6.19, 74.23, 10, 9.33, 8.83, 8.83, 9.17, 9.17
2017-08-02 15:30:00, 65.91, 87.44, 83.75, 49.51, 42.94, -6.29, 74.34, 10, 9.33, 9.17, 8.83, 9.17, 9.17
2017-08-02 16:00:00, 66.09, 87.5, 83.81, 50.01, 43.05, -6.19, 74.23, 10.17, 9.5, 9.17, 9.17, 9.17, 9.17
2017-08-02 16:30:00, 65.95, 87.44, 83.81, 49.41, 43.14, -6.19, 74.23, 10.17, 9.5, 9.17, 9.17, 9.17, 9.17
2017-08-02 17:00:00, 65.97, 87.44, 83.87, 49.2, 43.35, -6.29, 74.34, 10.17, 9.5, 9.17, 9.17, 9.17, 9.17
2017-08-02 17:30:00, 66.09, 87.38, 83.92, 49.61, 43.45, -6.19, 74.34, 10, 9.5, 9.17, 9.17, 9.17, 9.17
2017-08-02 18:00:00, 66.05, 87.31, 83.92, 49.51, 43.45, -6.29, 74.34, 10, 9.67, 9.17, 9.17, 9.17, 9.17
2017-08-02 18:30:00, 65.98, 87.25, 83.92, 49.51, 43.25, -6.19, 74.23, 9.67, 9.67, 9.33, 9.17, 9.17, 9.17
2017-08-02 19:00:00, 66.13, 87.11, 83.92, 49.82, 43.66, -6.19, 74.23, 9.5, 9.67, 9.33, 9.17, 9.17, 9.17
2017-08-02 19:30:00, 66.16, 87.05, 83.92, 49.61, 44.06, -6.19, 74.34, 9.33, 9.67, 9.33, 9.17, 9.17, 9.17
2017-08-02 20:00:00, 66.13, 86.92, 83.92, 49.61, 44.06, -6.19, 74.23, 9.17, 9.5, 9.33, 9.17, 9.17, 9.17
2017-08-02 20:30:00, 66.22, 86.86, 83.92, 49.92, 44.17, -6.19, 74.23, 9.17, 9.5, 9.33, 9.17, 9.17, 9.17
2017-08-02 21:00:00, 66.29, 86.79, 83.99, 49.51, 44.87, -6.19, 74.23, 8.83, 9.5, 9.33, 9.17, 9.17, 9.17
2017-08-02 21:30:00, 66.23, 86.66, 83.87, 49.41, 44.98, -6.19, 74.23, 8.67, 9.5, 9.33, 9.17, 9.17, 9.17
2017-08-02 22:00:00, 66.23, 86.6, 83.92, 49.51, 44.87, -6.19, 74.23, 8.67, 9.33, 9.33, 9.17, 9.17, 9.17
2017-08-02 22:30:00, 66.21, 86.6, 83.87, 49.41, 44.98, -6.19, 74.34, 8.5, 9.33, 9.33, 9.17, 9.17, 9.17
2017-08-02 23:00:00, 66.17, 86.53, 83.87, 49.41, 44.87, -6.19, 74.23, 8.33, 9.33, 9.33, 9.17, 9.17, 9.17
2017-08-02 23:30:00, 66.33, 86.4, 83.81, 49.82, 45.28, -6.19, 74.23, 8.33, 9.17, 9.33, 9.17, 9.17, 9.17
2017-08-03 00:00:00, 66.28, 86.4, 83.81, 49.82, 45.07, -6.19, 74.23, 8, 9.17, 9.33, 9.17, 9.17, 9.17
2017-08-03 00:30:00, 66.27, 86.27, 83.81, 49.92, 45.07, -6.19, 74.23, 8, 9.17, 9.33, 9.17, 9.17, 9.33
2017-08-03 01:00:00, 66.07, 86.27, 83.81, 48.91, 45.28, -6.19, 74.23, 7.83, 8.83, 9.33, 9.17, 9.17, 9.33
2017-08-03 01:30:00, 65.86, 86.27, 83.81, 48.5, 44.87, -6.19, 74.34, 7.83, 8.83, 9.17, 9.17, 9.17, 9.33
2017-08-03 02:00:00, 65.87, 86.14, 83.75, 48.7, 44.87, -6.19, 74.23, 7.67, 8.83, 9.17, 9.17, 9.17, 9.33
2017-08-03 02:30:00, 65.84, 86.14, 83.75, 48.6, 44.87, -6.19, 74.34, 7.67, 8.67, 9.17, 9.17, 9.17, 9.33
2017-08-03 03:00:00, 65.78, 86.07, 83.69, 47.89, 45.48, -6.19, 74.23, 7.67, 8.67, 9.17, 9.17, 9.17, 9.33
2017-08-03 03:30:00, 65.81, 86.07, 83.69, 47.79, 45.68, -6.19, 74.23, 7.5, 8.67, 9.17, 9.17, 9.17, 9.33
2017-08-03 04:00:00, 65.97, 86.01, 83.69, 48.1, 46.1, -6.19, 74.23, 7.5, 8.5, 9.17, 9.17, 9.17, 9.33
2017-08-03 04:30:00, 65.87, 86.01, 83.69, 47.69, 46.1, -6.19, 74.23, 7.5, 8.5, 9.17, 9.17, 9.17, 9.33
2017-08-03 05:00:00, 65.6, 85.94, 83.69, 46.78, 45.99, -6.19, 74.23, 7.17, 8.5, 8.83, 9.17, 9.17, 9.33
2017-08-03 05:30:00, 65.57, 85.88, 83.63, 46.69, 46.1, -6.19, 74.23, 7.17, 8.5, 8.83, 9.17, 9.17, 9.33
2017-08-03 06:00:00, 65.49, 85.88, 83.63, 46.88, 45.58, -6.19, 74.23, 7.17, 8.33, 8.83, 9.17, 9.17, 9.33
2017-08-03 06:30:00, 65.58, 85.88, 83.57, 46.98, 45.88, -6.19, 74.23, 7, 8.33, 8.83, 9.17, 9.17, 9.33
2017-08-03 07:00:00, 65.59, 85.82, 83.57, 46.78, 46.19, -6.19, 74.23, 7, 8.33, 8.83, 9.17, 9.17, 9.33
2017-08-03 07:30:00, 65.62, 85.82, 83.57, 46.78, 46.3, -6.29, 74.23, 7, 8.33, 8.67, 9.17, 9.17, 9.33
2017-08-03 08:00:00, 65.53, 85.75, 83.57, 46.69, 46.1, -6.29, 74.23, 6.83, 8, 8.67, 9.17, 9.17, 9.33
2017-08-03 08:30:00, 65.53, 85.75, 83.57, 46.69, 46.1, -6.19, 74.12, 6.83, 8, 8.67, 9.17, 9.17, 9.33
2017-08-03 09:00:00, 65.43, 85.75, 83.51, 46.88, 45.58, -6.29, 74.23, 7, 8, 8.67, 8.83, 9.17, 9.33
2017-08-03 09:30:00, 65.35, 85.82, 83.51, 46.88, 45.18, -6.29, 74.12, 7.17, 8, 8.67, 8.83, 9.17, 9.33
2017-08-03 10:00:00, 65.45, 85.94, 83.51, 47.29, 45.07, -6.29, 74.23, 7.67, 8, 8.67, 8.83, 9.17, 9.33
2017-08-03 10:30:00, 65.55, 86.01, 83.63, 47.08, 45.48, -6.29, 74.12, 7.83, 8, 8.5, 8.83, 9.17, 9.33
2017-08-03 11:00:00, 65.59, 86.14, 83.57, 46.88, 45.79, -6.39, 74.23, 8.33, 8, 8.5, 8.83, 9.17, 9.33
2017-08-03 11:30:00, 65.42, 86.33, 83.57, 46.38, 45.38, -6.29, 74.23, 8.67, 8, 8.5, 8.83, 9.17, 9.33
2017-08-03 12:00:00, 65.63, 86.4, 83.63, 45.88, 46.6, -6.29, 74.12, 9.17, 8.33, 8.5, 8.83, 9.17, 9.33
2017-08-03 12:30:00, 65.49, 86.53, 83.69, 45.77, 45.99, -6.29, 74.12, 9.33, 8.33, 8.5, 8.83, 9.17, 9.33
2017-08-03 13:00:00, 65.65, 86.66, 83.75, 45.67, 46.5, -6.29, 74.12, 9.67, 8.5, 8.5, 8.83, 9.17, 9.33
2017-08-03 13:30:00, 65.53, 86.66, 83.81, 45.88, 45.79, -6.29, 74.12, 9.67, 8.67, 8.5, 8.83, 9.17, 9.33
2017-08-03 14:00:00, 65.75, 86.66, 83.87, 45.88, 46.6, -6.29, 74.12, 10, 8.67, 8.5, 8.83, 9.17, 9.33
2017-08-03 14:30:00, 65.74, 86.72, 83.87, 45.88, 46.5, -6.29, 74.23, 10, 8.83, 8.67, 8.67, 9.17, 9.17
2017-08-03 15:00:00, 65.74, 86.66, 83.92, 45.97, 46.39, -6.29, 74.12, 10, 9.17, 8.67, 8.67, 8.83, 9.17
2017-08-03 15:30:00, 65.71, 86.72, 83.92, 45.88, 46.3, -6.29, 74.12, 10.17, 9.17, 8.67, 8.67, 8.83, 9.17
2017-08-03 16:00:00, 65.77, 86.66, 84.05, 45.88, 46.5, -6.39, 74.12, 10.17, 9.33, 8.67, 8.83, 8.83, 9.17
2017-08-03 16:30:00, 65.75, 86.6, 84.05, 45.97, 46.39, -6.39, 74.12, 10.17, 9.33, 8.83, 8.83, 8.83, 9.17
2017-08-03 17:00:00, 65.76, 86.66, 84.11, 45.97, 46.3, -6.39, 74.12, 10.17, 9.33, 8.83, 8.83, 8.83, 9.17
2017-08-03 17:30:00, 65.88, 86.53, 84.11, 45.97, 46.91, -6.29, 74.12, 10, 9.33, 8.83, 8.83, 8.83, 9.17
2017-08-03 18:00:00, 65.87, 86.46, 84.16, 45.97, 46.91, -6.29, 74.12, 9.67, 9.5, 8.83, 8.83, 8.83, 9.17
2017-08-03 18:30:00, 65.82, 86.4, 84.11, 45.97, 46.8, -6.29, 74.23, 9.5, 9.5, 8.83, 8.83, 8.83, 9.17
2017-08-03 19:00:00, 65.74, 86.33, 84.05, 45.97, 46.6, -6.29, 74.12, 9.5, 9.5, 9.17, 8.83, 8.83, 9.17
2017-08-03 19:30:00, 65.8, 86.21, 84.11, 45.97, 46.91, -6.39, 74.12, 9.33, 9.5, 9.17, 8.83, 8.83, 9.17
2017-08-03 20:00:00, 65.74, 86.14, 84.05, 45.97, 46.8, -6.29, 74.12, 9.17, 9.33, 9.17, 8.83, 8.83, 9.17
2017-08-03 20:30:00, 65.9, 86.01, 84.11, 46.17, 47.31, -6.29, 74.12, 8.83, 9.33, 9.17, 8.83, 8.83, 9.17
2017-08-03 21:00:00, 65.88, 85.94, 84.11, 46.07, 47.42, -6.29, 74.12, 8.67, 9.33, 9.17, 8.83, 8.83, 9.17
2017-08-03 21:30:00, 65.84, 85.88, 84.11, 46.07, 47.31, -6.29, 74.12, 8.5, 9.33, 9.17, 8.83, 8.83, 9.17
2017-08-03 22:00:00, 65.8, 85.82, 84.11, 45.88, 47.42, -6.19, 74.12, 8.5, 9.17, 9.17, 9.17, 9.17, 9.17
2017-08-03 22:30:00, 65.81, 85.75, 83.92, 45.97, 47.62, -6.29, 74.12, 8.33, 9.17, 9.17, 9.17, 9.17, 9.17
2017-08-03 23:00:00, 65.57, 85.68, 83.81, 45.77, 47, -6.29, 74.12, 8, 9.17, 9.17, 9.17, 9.17, 9.17
2017-08-03 23:30:00, 65.66, 85.68, 83.99, 45.77, 47.2, -6.39, 74.12, 8, 8.83, 9.17, 9.17, 9.17, 9.17
2017-08-04 00:00:00, 65.86, 85.62, 83.92, 45.67, 48.23, -6.29, 74.12, 8, 8.83, 9.17, 9.17, 9.17, 9.17
2017-08-04 00:30:00, 65.68, 85.55, 83.87, 45.88, 47.42, -6.29, 74.12, 7.83, 8.83, 9.17, 9.17, 9.17, 9.17
2017-08-04 01:00:00, 65.72, 85.49, 83.81, 45.77, 47.81, -6.29, 74.12, 7.83, 8.67, 9.17, 9.17, 9.17, 9.17
2017-08-04 01:30:00, 65.63, 85.49, 83.87, 45.88, 47.31, -6.29, 74.12, 7.67, 8.67, 9.17, 9.17, 9.17, 9.17
2017-08-04 02:00:00, 65.66, 85.42, 83.92, 45.77, 47.51, -6.29, 74.12, 7.67, 8.67, 8.83, 9.17, 9.17, 9.17
2017-08-04 02:30:00, 65.65, 85.36, 83.87, 45.88, 47.51, -6.29, 74.12, 7.67, 8.67, 8.83, 9.17, 9.17, 9.17
2017-08-04 03:00:00, 65.61, 85.36, 83.92, 45.97, 47.2, -6.29, 74.01, 7.5, 8.5, 8.83, 9.17, 9.17, 9.17
2017-08-04 03:30:00, 65.54, 85.29, 83.87, 45.88, 47.11, -6.29, 74.12, 7.5, 8.5, 8.83, 9.17, 9.17, 9.17
2017-08-04 04:00:00, 65.54, 85.22, 83.87, 45.88, 47.2, -6.29, 74.12, 7.5, 8.5, 8.83, 9.17, 9.17, 9.17
2017-08-04 04:30:00, 65.45, 85.16, 83.87, 45.77, 47, -6.29, 74.01, 7.17, 8.5, 8.83, 9.17, 9.17, 9.17
2017-08-04 05:00:00, 65.36, 85.16, 83.81, 45.77, 46.7, -6.29, 74.01, 7.17, 8.33, 8.83, 8.83, 9.17, 9.17
2017-08-04 05:30:00, 65.92, 85.1, 83.87, 45.88, 48.83, -6.39, 74.12, 7.17, 8.33, 8.83, 8.83, 9.17, 9.17
2017-08-04 06:00:00, 65.71, 85.03, 83.81, 45.88, 48.12, -6.29, 74.12, 7, 8.33, 8.67, 8.83, 9.17, 9.17
2017-08-04 06:30:00, 65.5, 84.97, 83.75, 45.77, 47.51, -6.29, 74.01, 7, 8.33, 8.67, 8.83, 9.17, 9.17
2017-08-04 07:00:00, 65.53, 84.97, 83.75, 45.88, 47.51, -6.29, 74.01, 7, 8, 8.67, 8.83, 9.17, 9.17
2017-08-04 07:30:00, 65.49, 84.9, 83.69, 45.77, 47.62, -6.39, 74.12, 6.83, 8, 8.67, 8.83, 9.17, 9.17
2017-08-04 08:00:00, 65.53, 84.84, 83.81, 45.77, 47.72, -6.29, 74.01, 6.83, 8, 8.67, 8.83, 9.17, 9.17
2017-08-04 08:30:00, 65.57, 84.84, 83.75, 45.67, 48.01, -6.39, 74.12, 6.83, 8, 8.67, 8.83, 9.17, 9.17
2017-08-04 09:00:00, 65.47, 84.84, 83.75, 45.77, 47.51, -6.39, 74.12, 6.83, 7.83, 8.5, 8.83, 9.17, 9.17
2017-08-04 09:30:00, 65.54, 84.9, 83.75, 45.77, 47.72, -6.39, 74.12, 6.83, 7.83, 8.5, 8.83, 9.17, 9.17
2017-08-04 10:00:00, 65.67, 84.84, 83.75, 45.67, 48.43, -6.29, 74.12, 7, 7.83, 8.5, 8.83, 9.17, 9.17
2017-08-04 10:30:00, 65.77, 84.9, 83.69, 45.88, 48.63, -6.39, 74.01, 7, 7.83, 8.5, 8.83, 9.17, 9.17
2017-08-04 11:00:00, 65.91, 84.97, 83.75, 46.48, 48.43, -6.39, 74.01, 7.5, 7.83, 8.5, 8.83, 8.83, 9.17
2017-08-04 11:30:00, 65.91, 85.03, 83.69, 46.69, 48.23, -6.39, 74.01, 7.67, 7.83, 8.5, 8.67, 8.83, 9.17
2017-08-04 12:00:00, 65.93, 85.16, 83.75, 46.69, 48.12, -6.39, 74.01, 8, 7.83, 8.5, 8.67, 8.83, 9.17
2017-08-04 12:30:00, 65.94, 85.29, 83.75, 46.69, 48.01, -6.39, 74.01, 8.5, 8, 8.5, 8.67, 8.83, 9.17
2017-08-04 13:00:00, 65.79, 85.42, 83.75, 46.27, 47.72, -6.39, 74.01, 8.83, 8, 8.33, 8.67, 8.83, 9.17
2017-08-04 13:30:00, 65.8, 85.49, 83.81, 46.17, 47.72, -6.39, 74.01, 9.17, 8.33, 8.33, 8.67, 8.83, 9.17
2017-08-04 14:00:00, 65.92, 85.55, 83.81, 46.38, 47.92, -6.39, 74.01, 9.33, 8.33, 8.5, 8.67, 8.83, 9.17
2017-08-04 14:30:00, 65.96, 85.62, 83.81, 46.48, 47.92, -6.39, 73.9, 9.5, 8.5, 8.5, 8.67, 8.83, 9.17
2017-08-04 15:00:00, 65.99, 85.62, 83.92, 46.48, 47.92, -6.29, 74.01, 9.5, 8.67, 8.5, 8.67, 8.83, 9.17
