date, heat_units, T_min, T_max, T_24hour_avg, rain, erain, total_irrig, tot_eff_irrig, etc, ety, et0, etcp, rzone, available, days_left, deficit_current, rzm, rzm_source, fcap, profile, deficit_want, refill, et0_forecast_yr, cc0, original_unit_system
2017-01-01, 14.45, 16.3, 32.6, 24.9958, 0, 0, 5.3, 3.87, 3.65, 1.9, 7.3, 0, 500, 26.93, 4.99, 1.35, 140.05, Electronic Probe, 141.4, 0, 20, 113.12, 5.4, 0.50, si
2017-01-02, 10.3, 14.8, 25.8, 22.2583, 0, 0, 5.3, 3.87, 1.85, 3.65, 3.7, 0, 500, 35.1, 6.02, -6.82, 148.22, Electronic Probe, 141.4, 0, 20, 113.12, 5.83, 0.50, si
2017-01-03, 9.35, 12.5, 26.2, 19.2625, 0, 0, 5.3, 3.87, 3.07, 1.85, 6.13, 0, 500, 32.86, 5.58, -4.58, 145.98, Electronic Probe, 141.4, 0, 20, 113.12, 5.89, 0.50, si
2017-01-04, 12.75, 14.7, 30.8, 22.6958, 0, 0, 2.7, 1.87, 3.28, 3.07, 6.56, 0, 500, 31.76, 5.21, -3.48, 144.88, Electronic Probe, 141.4, 0, 20, 113.12, 6.1, 0.50, si
2017-01-05, 13.4, 17.9, 28.9, 23.7167, 0, 0, 2.7, 1.87, 3.35, 3.28, 6.69, 0, 500, 31.24, 5.17, -2.96, 144.36, Electronic Probe, 141.4, 0, 20, 113.12, 6.04, 0.50, si
2017-01-06, 11.0, 15.3, 26.7, 20.9792, 0, 0, 2.7, 1.87, 3.11, 3.35, 6.21, 0, 500, 30.69, 5.11, -2.41, 143.81, Electronic Probe, 141.4, 0, 20, 113.12, 6.01, 0.50, si
2017-01-07, 12.35, 16.3, 28.4, 22.1042, 0, 0, 0, 0, 3.32, 3.11, 6.63, 0, 500, 30.93, 5.49, -2.65, 144.05, Electronic Probe, 141.4, 0, 20, 113.12, 5.63, 0.50, si
2017-01-08, 12.9, 15.7, 30.1, 22.8792, 0, 0, 0, 0, 3.51, 3.32, 7.01, 0, 500, 29.93, 5.45, -1.65, 143.05, Electronic Probe, 141.4, 0, 20, 113.12, 5.49, 0.50, si
2017-01-09, 13.15, 17.0, 29.3, 23.1417, 0, 0, 2.7, 1.87, 3.55, 3.51, 7.1, 0, 500, 30.95, 6.27, -2.67, 144.07, Electronic Probe, 141.4, 0, 20, 113.12, 4.94, 0.50, si
2017-01-10, 14.1, 17.3, 30.9, 22.3417, 27.6, 11.3, 2.7, 1.87, 3.01, 3.55, 6.01, 0, 500, 31.8, 6.53, -3.52, 144.92, Electronic Probe, 141.4, 0, 20, 113.12, 4.87, 0.50, si
2017-01-11, 11.4, 15.7, 27.1, 21.3542, 0, 0, 0, 0, 1.9, 3.01, 3.8, 0, 500, 34.28, 6.71, -6, 147.4, Electronic Probe, 141.4, 0, 20, 113.12, 5.11, 0.50, si
2017-01-12, 8.6, 14.0, 23.2, 17.9292, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 34.15, 5.94, -5.87, 147.27, software, 141.4, 0, 20, 113.12, 5.75, 0.50, si
2017-01-13, 9.25, 12.9, 25.6, 18.9542, 0, 0, 8, 5.87, 1.9, 1.9, 3.8, 0, 500, 33.66, 5.24, -5.38, 146.78, Electronic Probe, 141.4, 0, 20, 113.12, 6.42, 0.50, si
2017-01-14, 9.8, 13.4, 26.2, 19.8, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 33.53, 5.23, -5.25, 146.65, software, 141.4, 0, 20, 113.12, 6.41, 0.50, si
2017-01-15, 9.65, 14.0, 25.3, 19.0083, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 33.4, 5.20, -5.12, 146.52, software, 141.4, 0, 20, 113.12, 6.42, 0.50, si
2017-01-16, 8.2, 11.4, 25.0, 18.2958, 0, 0, 8, 5.87, 1.9, 1.9, 3.8, 0, 500, 37.62, 5.87, -9.34, 150.74, Electronic Probe, 141.4, 0, 20, 113.12, 6.41, 0.50, si
2017-01-17, 12.5, 14.1, 30.9, 22.2042, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 37.49, 6.29, -9.21, 150.61, software, 141.4, 0, 20, 113.12, 5.96, 0.50, si
2017-01-18, 14.1, 16.9, 31.3, 24.35, 0, 0, 10.7, 7.47, 1.9, 1.9, 3.8, 0, 500, 27.56, 5.00, 0.72, 140.68, Electronic Probe, 141.4, 0, 20, 113.12, 5.51, 0.50, si
2017-01-19, 8.15, 12.4, 23.9, 17.5542, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 27.53, 5.03, 0.75, 140.65, software, 141.4, 0, 20, 113.12, 5.47, 0.50, si
2017-01-20, 5.75, 9.7, 21.8, 15.6875, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 28.82, 4.83, -0.54, 141.94, Electronic Probe, 141.4, 0, 20, 113.12, 5.97, 0.50, si
2017-01-21, 11.7, 13.4, 30.0, 21.375, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 28.69, 5.12, -0.41, 141.81, software, 141.4, 0, 20, 113.12, 5.6, 0.50, si
2017-01-22, 14.4, 18.6, 30.2, 24.2417, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 28.56, 6.24, -0.28, 141.68, software, 141.4, 0, 20, 113.12, 4.58, 0.50, si
2017-01-23, 12.65, 16.4, 28.9, 22.1875, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 27.25, 6.11, 1.03, 140.37, Electronic Probe, 141.4, 0, 20, 113.12, 4.46, 0.50, si
2017-01-24, 5.25, 11.8, 18.7, 15.5833, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 29.12, 7.08, -0.84, 142.24, software, 141.4, 0, 20, 113.12, 4.11, 0.50, si
2017-01-25, 7.7, 9.2, 26.2, 17.9167, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 28.54, 7.51, -0.26, 141.66, Electronic Probe, 141.4, 0, 20, 113.12, 3.8, 0.50, si
2017-01-26, 9.6, 13.6, 25.6, 19.4583, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 30.41, 7.49, -2.13, 143.53, software, 141.4, 0, 20, 113.12, 4.06, 0.50, si
2017-01-27, 5.25, 11.2, 19.3, 14.75, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 30.28, 6.96, -2, 143.4, software, 141.4, 0, 20, 113.12, 4.35, 0.50, si
2017-01-28, 6.8, 10.5, 23.1, 16.6125, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 30.15, 6.51, -1.87, 143.27, software, 141.4, 0, 20, 113.12, 4.63, 0.50, si
