datatime, azm [Ave RZ], m0 [S1 (100 mm)], m1 [S2 (200 mm)], m2 [S3 (305 mm)], m3 [S4 (400 mm)], m4 [S5 (600 mm)], m5 [S6 (800 mm)], t0 [T1 (100 mm)], t1 [T2 (200 mm)], t2 [T3 (305 mm)], t3 [T4 (400 mm)], t4 [T5 (600 mm)], t5 [T6 (800 mm)]
2017-08-02 15:30:00, 88.61, 89.66, 92, 83.23, 89.56, 90.27, 93.07, 9.17, 8.67, 8.5, 8.67, 8.67, 8.67
2017-08-02 16:00:00, 88.64, 89.73, 92.03, 83.23, 89.56, 90.24, 93.1, 9.33, 8.67, 8.5, 8.67, 8.67, 8.67
2017-08-02 16:30:00, 88.63, 89.7, 92.03, 83.23, 89.56, 90.24, 93.1, 9.33, 8.67, 8.5, 8.67, 8.67, 8.67
2017-08-02 17:00:00, 88.62, 89.81, 92.03, 83.23, 89.41, 90.27, 93.07, 9.5, 8.83, 8.5, 8.67, 8.67, 8.67
2017-08-02 17:30:00, 88.67, 89.77, 92.08, 83.26, 89.56, 90.31, 93.07, 9.5, 8.83, 8.5, 8.67, 8.67, 8.67
2017-08-02 18:00:00, 88.68, 89.81, 92.12, 83.23, 89.56, 90.31, 93.07, 9.5, 8.83, 8.5, 8.67, 8.67, 8.67
2017-08-02 18:30:00, 88.67, 89.77, 92.12, 83.23, 89.56, 90.34, 93.07, 9.5, 9.17, 8.5, 8.67, 8.67, 8.67
2017-08-02 19:00:00, 88.66, 89.7, 92.15, 83.23, 89.56, 90.31, 93.07, 9.5, 9.17, 8.67, 8.67, 8.67, 8.67
2017-08-02 19:30:00, 88.64, 89.66, 92.12, 83.23, 89.56, 90.31, 93.03, 9.5, 9.17, 8.67, 8.67, 8.67, 8.67
2017-08-02 20:00:00, 88.66, 89.66, 92.15, 83.26, 89.56, 90.31, 93.03, 9.33, 9.17, 8.67, 8.67, 8.67, 8.67
2017-08-02 20:30:00, 88.64, 89.62, 92.12, 83.26, 89.56, 90.27, 93.07, 9.33, 9.17, 8.67, 8.67, 8.67, 8.67
2017-08-02 21:00:00, 88.62, 89.55, 92.12, 83.26, 89.56, 90.34, 93.07, 9.17, 9.17, 8.67, 8.67, 8.67, 8.67
2017-08-02 21:30:00, 88.65, 89.51, 92.15, 83.23, 89.72, 90.31, 93.07, 9.17, 9.17, 8.67, 8.67, 8.67, 8.67
2017-08-02 22:00:00, 88.63, 89.44, 92.15, 83.23, 89.72, 90.31, 93.03, 8.83, 9.17, 8.67, 8.67, 8.67, 8.67
2017-08-02 22:30:00, 88.57, 89.33, 92.12, 83.26, 89.56, 90.31, 93.03, 8.83, 9.17, 8.83, 8.83, 8.67, 8.67
2017-08-02 23:00:00, 88.59, 89.29, 92.12, 83.23, 89.72, 90.31, 93.07, 8.67, 9.17, 8.83, 8.83, 8.67, 8.67
2017-08-02 23:30:00, 88.59, 89.29, 92.12, 83.23, 89.72, 90.27, 93.03, 8.67, 8.83, 8.83, 8.83, 8.67, 8.67
2017-08-03 00:00:00, 88.55, 89.19, 92.08, 83.23, 89.72, 90.27, 93.03, 8.5, 8.83, 8.83, 8.83, 8.83, 8.67
2017-08-03 00:30:00, 88.52, 89.08, 92.08, 83.23, 89.72, 90.31, 93.03, 8.33, 8.83, 8.67, 8.83, 8.83, 8.67
2017-08-03 01:00:00, 88.51, 89.04, 92.08, 83.19, 89.72, 90.34, 93.03, 8.33, 8.83, 8.67, 8.83, 8.83, 8.67
2017-08-03 01:30:00, 88.49, 89, 92.03, 83.19, 89.72, 90.34, 93.03, 8, 8.67, 8.67, 8.83, 8.83, 8.67
2017-08-03 02:00:00, 88.46, 88.86, 92.03, 83.23, 89.72, 90.48, 93.03, 8, 8.67, 8.67, 8.83, 8.83, 8.67
2017-08-03 02:30:00, 88.44, 88.82, 92.03, 83.19, 89.72, 90.41, 93.03, 8, 8.67, 8.67, 8.83, 8.83, 8.67
2017-08-03 03:00:00, 88.42, 88.78, 92.03, 83.15, 89.72, 90.38, 93.03, 7.83, 8.5, 8.67, 8.83, 8.83, 8.67
2017-08-03 03:30:00, 88.32, 88.53, 92, 83.19, 89.56, 90.34, 93.03, 7.83, 8.5, 8.67, 8.83, 8.83, 8.67
2017-08-03 04:00:00, 88.28, 88.42, 92, 83.15, 89.56, 90.34, 93.03, 7.67, 8.5, 8.67, 8.83, 8.83, 8.67
2017-08-03 04:30:00, 88.28, 88.42, 92, 83.15, 89.56, 90.34, 93.03, 7.67, 8.33, 8.5, 8.83, 8.83, 8.67
2017-08-03 05:00:00, 88.26, 88.34, 92, 83.15, 89.56, 90.31, 93.03, 7.5, 8.33, 8.5, 8.83, 8.83, 8.67
2017-08-03 05:30:00, 88.25, 88.38, 91.96, 83.11, 89.56, 90.31, 93.03, 7.5, 8.33, 8.5, 8.67, 8.83, 8.67
2017-08-03 06:00:00, 88.27, 88.42, 92, 83.11, 89.56, 90.31, 93.03, 7.5, 8, 8.5, 8.67, 8.83, 8.83
2017-08-03 06:30:00, 88.28, 88.34, 91.96, 83.11, 89.72, 90.27, 93.03, 7.17, 8, 8.5, 8.67, 8.83, 8.83
2017-08-03 07:00:00, 88.23, 88.27, 91.96, 83.11, 89.56, 90.27, 93.03, 7.17, 8, 8.5, 8.67, 8.83, 8.83
2017-08-03 07:30:00, 88.16, 88.2, 91.92, 83.11, 89.41, 90.34, 93.03, 7, 8, 8.33, 8.67, 8.83, 8.83
2017-08-03 08:00:00, 88.19, 88.2, 91.92, 83.07, 89.56, 90.27, 93, 7, 7.83, 8.33, 8.67, 8.83, 8.83
2017-08-03 08:30:00, 88.14, 88.16, 91.92, 83.07, 89.41, 90.27, 93, 7, 7.83, 8.33, 8.67, 8.83, 8.83
2017-08-03 09:00:00, 88.13, 88.16, 91.88, 83.07, 89.41, 90.24, 93.03, 6.83, 7.83, 8.33, 8.67, 8.83, 8.83
2017-08-03 09:30:00, 88.14, 88.16, 91.92, 83.07, 89.41, 90.27, 93.03, 6.83, 7.67, 8, 8.67, 8.83, 8.67
2017-08-03 10:00:00, 88.12, 88.13, 91.88, 83.07, 89.41, 90.31, 93.03, 6.83, 7.67, 8, 8.67, 8.83, 8.67
2017-08-03 10:30:00, 88.17, 88.2, 91.88, 83.03, 89.56, 90.34, 93.03, 6.83, 7.67, 8, 8.5, 8.67, 8.67
2017-08-03 11:00:00, 88.13, 88.2, 91.88, 83.03, 89.41, 90.38, 93.03, 7, 7.67, 8, 8.5, 8.67, 8.67
2017-08-03 11:30:00, 88.11, 88.24, 91.92, 83.03, 89.25, 90.38, 93, 7.17, 7.67, 8, 8.5, 8.67, 8.67
2017-08-03 12:00:00, 88.11, 88.27, 91.92, 82.99, 89.25, 90.38, 93, 7.5, 7.67, 7.83, 8.5, 8.67, 8.67
2017-08-03 12:30:00, 88.14, 88.34, 91.92, 83.03, 89.25, 90.38, 93.03, 7.5, 7.67, 7.83, 8.5, 8.67, 8.67
2017-08-03 13:00:00, 88.17, 88.45, 91.92, 83.03, 89.25, 90.41, 93, 7.67, 7.67, 7.83, 8.5, 8.67, 8.67
2017-08-03 13:30:00, 88.19, 88.56, 91.96, 82.99, 89.25, 90.34, 93.03, 7.83, 7.67, 7.83, 8.5, 8.67, 8.67
2017-08-03 14:00:00, 88.17, 88.6, 91.96, 82.99, 89.12, 90.34, 93, 8, 7.67, 7.83, 8.5, 8.67, 8.67
2017-08-03 14:30:00, 88.13, 88.45, 91.96, 82.99, 89.12, 90.31, 93.03, 8.33, 7.83, 7.83, 8.33, 8.67, 8.67
2017-08-03 15:00:00, 88.21, 88.71, 92, 83.03, 89.12, 90.38, 93, 8.5, 7.83, 7.83, 8.33, 8.67, 8.67
2017-08-03 15:30:00, 88.28, 88.78, 92.03, 83.03, 89.25, 90.31, 93, 8.5, 8, 7.83, 8.33, 8.67, 8.67
2017-08-03 16:00:00, 88.24, 88.78, 92.03, 83.03, 89.12, 90.31, 93, 8.67, 8, 7.83, 8.33, 8.67, 8.67
2017-08-03 16:30:00, 88.26, 88.82, 92.03, 83.07, 89.12, 90.31, 93, 8.83, 8, 8, 8.33, 8.67, 8.67
2017-08-03 17:00:00, 88.31, 88.86, 92.08, 83.07, 89.25, 90.31, 93, 8.83, 8.33, 8, 8.33, 8.67, 8.67
2017-08-03 17:30:00, 88.28, 88.86, 92.08, 83.07, 89.12, 90.31, 93, 8.83, 8.33, 8, 8.33, 8.67, 8.67
2017-08-03 18:00:00, 88.28, 88.71, 92.08, 83.07, 89.25, 90.38, 93, 9.17, 8.5, 8, 8.33, 8.67, 8.67
2017-08-03 18:30:00, 88.25, 88.6, 92.08, 83.07, 89.25, 90.34, 92.96, 9.17, 8.5, 8, 8.33, 8.5, 8.67
2017-08-03 19:00:00, 88.27, 88.64, 92.12, 83.07, 89.25, 90.38, 92.96, 9.17, 8.5, 8.33, 8.5, 8.5, 8.67
2017-08-03 19:30:00, 88.3, 88.75, 92.12, 83.07, 89.25, 90.38, 92.96, 9.17, 8.67, 8.33, 8.5, 8.67, 8.67
2017-08-03 20:00:00, 88.3, 88.71, 92.15, 83.07, 89.25, 90.34, 92.96, 8.83, 8.67, 8.33, 8.5, 8.67, 8.67
2017-08-03 20:30:00, 88.27, 88.64, 92.12, 83.07, 89.25, 90.34, 92.96, 8.83, 8.67, 8.33, 8.5, 8.67, 8.67
2017-08-03 21:00:00, 88.27, 88.6, 92.12, 83.11, 89.25, 90.31, 92.96, 8.67, 8.67, 8.5, 8.5, 8.67, 8.67
2017-08-03 21:30:00, 88.29, 88.56, 92.12, 83.07, 89.41, 90.31, 92.96, 8.67, 8.67, 8.5, 8.5, 8.67, 8.67
2017-08-03 22:00:00, 88.25, 88.53, 92.12, 83.11, 89.25, 90.31, 92.96, 8.67, 8.67, 8.5, 8.5, 8.67, 8.67
2017-08-03 22:30:00, 88.27, 88.49, 92.12, 83.07, 89.41, 90.34, 92.93, 8.5, 8.67, 8.5, 8.5, 8.67, 8.67
2017-08-03 23:00:00, 88.26, 88.49, 92.08, 83.07, 89.41, 90.31, 92.93, 8.33, 8.67, 8.5, 8.5, 8.67, 8.67
2017-08-03 23:30:00, 88.24, 88.42, 92.08, 83.07, 89.41, 90.31, 92.93, 8.33, 8.67, 8.5, 8.67, 8.67, 8.67
2017-08-04 00:00:00, 88.22, 88.38, 92.03, 83.07, 89.41, 90.31, 92.96, 8.33, 8.5, 8.5, 8.67, 8.67, 8.67
2017-08-04 00:30:00, 88.23, 88.34, 92.08, 83.07, 89.41, 90.27, 92.96, 8, 8.5, 8.5, 8.67, 8.67, 8.67
2017-08-04 01:00:00, 88.22, 88.38, 92.03, 83.07, 89.41, 90.27, 92.93, 8, 8.5, 8.5, 8.67, 8.67, 8.67
2017-08-04 01:30:00, 88.19, 88.38, 92.03, 83.07, 89.25, 90.27, 92.96, 7.83, 8.5, 8.5, 8.67, 8.67, 8.67
2017-08-04 02:00:00, 88.22, 88.38, 92.03, 83.07, 89.41, 90.13, 92.93, 7.83, 8.5, 8.5, 8.67, 8.67, 8.67
2017-08-04 02:30:00, 88.21, 88.31, 92.03, 83.07, 89.41, 90.17, 92.96, 7.83, 8.33, 8.5, 8.67, 8.67, 8.67
2017-08-04 03:00:00, 88.21, 88.38, 92.03, 83.03, 89.41, 90.17, 92.93, 7.67, 8.33, 8.5, 8.67, 8.67, 8.67
2017-08-04 03:30:00, 88.21, 88.38, 92, 83.07, 89.41, 90.31, 92.93, 7.67, 8.33, 8.5, 8.67, 8.67, 8.67
2017-08-04 04:00:00, 88.21, 88.38, 92, 83.07, 89.41, 90.27, 92.93, 7.67, 8.33, 8.33, 8.67, 8.67, 8.67
2017-08-04 04:30:00, 88.18, 88.38, 92, 83.07, 89.25, 90.31, 92.93, 7.5, 8, 8.33, 8.67, 8.67, 8.67
2017-08-04 05:00:00, 88.25, 88.53, 92, 83.07, 89.41, 90.31, 92.93, 7.5, 8, 8.33, 8.67, 8.67, 8.67
2017-08-04 05:30:00, 88.2, 88.34, 91.96, 83.07, 89.41, 90.34, 92.93, 7.5, 8, 8.33, 8.67, 8.67, 8.67
2017-08-04 06:00:00, 88.17, 88.27, 91.96, 83.03, 89.41, 90.34, 92.93, 7.17, 8, 8.33, 8.67, 8.67, 8.67
2017-08-04 06:30:00, 88.2, 88.56, 91.96, 83.03, 89.25, 90.24, 92.93, 7.17, 7.83, 8.33, 8.5, 8.67, 8.67
2017-08-04 07:00:00, 88.2, 88.42, 91.96, 83.03, 89.41, 90.2, 92.93, 7.17, 7.83, 8.33, 8.5, 8.67, 8.67
2017-08-04 07:30:00, 88.17, 88.42, 91.96, 83.03, 89.25, 90.38, 92.93, 7, 7.83, 8, 8.5, 8.67, 8.67
2017-08-04 08:00:00, 88.16, 88.38, 91.88, 83.11, 89.25, 90.38, 92.9, 7, 7.83, 8, 8.5, 8.67, 8.67
2017-08-04 08:30:00, 88.17, 88.34, 91.92, 82.99, 89.41, 90.45, 92.93, 7, 7.67, 8, 8.5, 8.67, 8.67
2017-08-04 09:00:00, 88.27, 88.82, 91.96, 83.03, 89.25, 90.45, 92.93, 6.83, 7.67, 8, 8.5, 8.67, 8.67
2017-08-04 09:30:00, 88.2, 88.75, 91.92, 83.03, 89.12, 90.38, 92.93, 6.83, 7.67, 8, 8.5, 8.67, 8.67
2017-08-04 10:00:00, 88.26, 88.78, 91.96, 83.03, 89.25, 90.45, 92.9, 6.83, 7.67, 8, 8.5, 8.67, 8.67
2017-08-04 10:30:00, 88.22, 88.67, 91.96, 82.99, 89.25, 90.45, 92.93, 6.83, 7.5, 7.83, 8.5, 8.67, 8.67
2017-08-04 11:00:00, 88.16, 88.6, 91.96, 82.96, 89.12, 90.45, 92.9, 6.83, 7.5, 7.83, 8.5, 8.67, 8.67
2017-08-04 11:30:00, 88.15, 88.64, 91.92, 82.92, 89.12, 90.41, 92.9, 6.83, 7.5, 7.83, 8.5, 8.67, 8.67
2017-08-04 12:00:00, 88.22, 88.93, 91.92, 82.92, 89.12, 90.41, 92.9, 7, 7.5, 7.83, 8.33, 8.67, 8.67
2017-08-04 12:30:00, 88.23, 89, 91.92, 82.88, 89.12, 90.41, 92.9, 7.17, 7.5, 7.83, 8.33, 8.67, 8.67
2017-08-04 13:00:00, 88.23, 89.11, 91.96, 82.88, 88.96, 90.45, 92.9, 7.5, 7.5, 7.83, 8.33, 8.67, 8.67
2017-08-04 13:30:00, 88.27, 89.11, 91.96, 82.88, 89.12, 90.38, 92.9, 7.67, 7.5, 7.83, 8.33, 8.67, 8.67
2017-08-04 14:00:00, 88.27, 89.33, 91.92, 82.88, 88.96, 90.38, 92.9, 7.67, 7.5, 7.83, 8.33, 8.5, 8.67
2017-08-04 14:30:00, 88.32, 89.33, 91.96, 82.88, 89.12, 90.38, 92.9, 7.83, 7.67, 7.83, 8.33, 8.5, 8.67
2017-08-04 15:00:00, 88.33, 89.37, 91.96, 82.88, 89.12, 90.34, 92.9, 8, 7.67, 7.83, 8.33, 8.5, 8.67
2017-08-04 15:30:00, 88.32, 89.4, 92, 82.92, 88.96, 90.34, 92.86, 8.33, 7.67, 7.83, 8.33, 8.5, 8.67
