date, heat_units, T_min, T_max, T_24hour_avg, rain, erain, total_irrig, tot_eff_irrig, etc, ety, et0, etcp, rzone, available, days_left, deficit_current, rzm, rzm_source, fcap, profile, deficit_want, refill, et0_forecast_yr, cc0, original_unit_system
2017-01-01, 14.45, 16.3, 32.6, 24.9958, 0, 0, 5.3, 3.87, 3.65, 1.9, 7.3, 0, 500, 17.48, 3.24, 12.28, 136.52, Electronic Probe, 148.8, 0, 20, 119.04, 5.4, 0.50, si
2017-01-02, 10.3, 14.8, 25.8, 22.2583, 0, 0, 8, 5.87, 1.85, 3.65, 3.7, 0, 500, 26.04, 4.47, 3.72, 145.08, Electronic Probe, 148.8, 0, 20, 119.04, 5.83, 0.50, si
2017-01-03, 9.35, 12.5, 26.2, 19.2625, 0, 0, 8, 5.87, 3.07, 1.85, 6.13, 0, 500, 22.57, 3.83, 7.19, 141.61, Electronic Probe, 148.8, 0, 20, 119.04, 5.89, 0.50, si
2017-01-04, 12.75, 14.7, 30.8, 22.6958, 0, 0, 8, 5.87, 3.28, 3.07, 6.56, 0, 500, 27.51, 4.51, 2.25, 146.55, Electronic Probe, 148.8, 0, 20, 119.04, 6.1, 0.50, si
2017-01-05, 13.4, 17.9, 28.9, 23.7167, 0, 0, 2.7, 1.87, 3.35, 3.28, 6.69, 0, 500, 23.61, 3.91, 6.15, 142.65, Electronic Probe, 148.8, 0, 20, 119.04, 6.04, 0.50, si
2017-01-06, 11.0, 15.3, 26.7, 20.9792, 0, 0, 2.7, 1.87, 3.11, 3.35, 6.21, 0, 500, 25.7, 4.28, 4.06, 144.74, Electronic Probe, 148.8, 0, 20, 119.04, 6.01, 0.50, si
2017-01-07, 12.35, 16.3, 28.4, 22.1042, 0, 0, 0, 0, 3.32, 3.11, 6.63, 0, 500, 21.23, 3.77, 8.53, 140.27, Electronic Probe, 148.8, 0, 20, 119.04, 5.63, 0.50, si
2017-01-08, 12.9, 15.7, 30.1, 22.8792, 0, 0, 0, 0, 3.51, 3.32, 7.01, 0, 500, 17.87, 3.26, 11.89, 136.91, Electronic Probe, 148.8, 0, 20, 119.04, 5.49, 0.50, si
2017-01-09, 13.15, 17.0, 29.3, 23.1417, 0, 0, 2.7, 1.87, 3.55, 3.51, 7.1, 0, 500, 14.83, 3.00, 14.93, 133.87, Electronic Probe, 148.8, 0, 20, 119.04, 4.94, 0.50, si
2017-01-10, 14.1, 17.3, 30.9, 22.3417, 27.6, 11.3, 2.7, 1.87, 3.01, 3.55, 6.01, 0, 500, 18.63, 3.83, 11.13, 137.67, Electronic Probe, 148.8, 0, 20, 119.04, 4.87, 0.50, si
2017-01-11, 11.4, 15.7, 27.1, 21.3542, 0, 0, 0, 0, 1.9, 3.01, 3.8, 0, 500, 23.67, 4.63, 6.09, 142.71, Electronic Probe, 148.8, 0, 20, 119.04, 5.11, 0.50, si
2017-01-12, 8.6, 14.0, 23.2, 17.9292, 0, 0, 8, 5.87, 1.9, 1.9, 3.8, 0, 500, 27.64, 4.81, 2.12, 146.68, software, 148.8, 0, 20, 119.04, 5.75, 0.50, si
2017-01-13, 9.25, 12.9, 25.6, 18.9542, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 21.7, 3.38, 8.06, 140.74, Electronic Probe, 148.8, 0, 20, 119.04, 6.42, 0.50, si
2017-01-14, 9.8, 13.4, 26.2, 19.8, 0, 0, 8, 5.87, 1.9, 1.9, 3.8, 0, 500, 25.67, 4.00, 4.09, 144.71, software, 148.8, 0, 20, 119.04, 6.41, 0.50, si
2017-01-15, 9.65, 14.0, 25.3, 19.0083, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 25.64, 3.99, 4.12, 144.68, software, 148.8, 0, 20, 119.04, 6.42, 0.50, si
2017-01-16, 8.2, 11.4, 25.0, 18.2958, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 23.57, 3.68, 6.19, 142.61, Electronic Probe, 148.8, 0, 20, 119.04, 6.41, 0.50, si
2017-01-17, 12.5, 14.1, 30.9, 22.2042, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 25.54, 4.28, 4.22, 144.58, software, 148.8, 0, 20, 119.04, 5.96, 0.50, si
2017-01-18, 14.1, 16.9, 31.3, 24.35, 0, 0, 10.7, 7.47, 1.9, 1.9, 3.8, 0, 500, 33.66, 6.11, -3.9, 152.7, Electronic Probe, 148.8, 0, 20, 119.04, 5.51, 0.50, si
2017-01-19, 8.15, 12.4, 23.9, 17.5542, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 33.53, 6.13, -3.77, 152.57, software, 148.8, 0, 20, 119.04, 5.47, 0.50, si
2017-01-20, 5.75, 9.7, 21.8, 15.6875, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 22.58, 3.78, 7.18, 141.62, Electronic Probe, 148.8, 0, 20, 119.04, 5.97, 0.50, si
2017-01-21, 11.7, 13.4, 30.0, 21.375, 0, 0, 8, 5.87, 1.9, 1.9, 3.8, 0, 500, 26.55, 4.74, 3.21, 145.59, software, 148.8, 0, 20, 119.04, 5.6, 0.50, si
2017-01-22, 14.4, 18.6, 30.2, 24.2417, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 28.52, 6.23, 1.24, 147.56, software, 148.8, 0, 20, 119.04, 4.58, 0.50, si
2017-01-23, 12.65, 16.4, 28.9, 22.1875, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 30.39, 6.81, -0.63, 149.43, software, 148.8, 0, 20, 119.04, 4.46, 0.50, si
2017-01-24, 5.25, 11.8, 18.7, 15.5833, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 32.26, 7.85, -2.5, 151.3, software, 148.8, 0, 20, 119.04, 4.11, 0.50, si
2017-01-25, 7.7, 9.2, 26.2, 17.9167, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 25.24, 6.64, 4.52, 144.28, Electronic Probe, 148.8, 0, 20, 119.04, 3.8, 0.50, si
2017-01-26, 9.6, 13.6, 25.6, 19.4583, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 27.21, 6.70, 2.55, 146.25, software, 148.8, 0, 20, 119.04, 4.06, 0.50, si
2017-01-27, 5.25, 11.2, 19.3, 14.75, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 27.18, 6.25, 2.58, 146.22, software, 148.8, 0, 20, 119.04, 4.35, 0.50, si
2017-01-28, 6.8, 10.5, 23.1, 16.6125, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 27.15, 5.86, 2.61, 146.19, software, 148.8, 0, 20, 119.04, 4.63, 0.50, si
2017-01-29, 8.55, 12.4, 24.7, 17.8208, 0, 0, 2.7, 2, 1.9, 1.9, 3.8, 0, 500, 26.37, 5.27, 3.39, 145.41, Electronic Probe, 148.8, 0, 20, 119.04, 5, 0.50, si
2017-01-30, 6.15, 10.5, 21.8, 15.8083, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 28.68, 6.09, 1.08, 147.72, Electronic Probe, 148.8, 0, 20, 119.04, 4.71, 0.50, si
2017-01-31, 9.1, 12.2, 26.0, 19.2792, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 28.65, 6.39, 1.11, 147.69, software, 148.8, 0, 20, 119.04, 4.48, 0.50, si
2017-02-01, 10.0, 14.0, 26.0, 19.6458, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 21.25, 4.68, 8.51, 140.29, Electronic Probe, 148.8, 0, 20, 119.04, 4.54, 0.50, si
2017-02-02, 9.0, 12.5, 25.5, 18.8375, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 23.22, 5.16, 6.54, 142.26, software, 148.8, 0, 20, 119.04, 4.5, 0.50, si
