date, heat_units, rain, erain, total_irrig, tot_eff_irrig, etc, ety, et0, etcp, rzone, available, days_left, deficit_current, rzm, rzm_source, fcap, profile, deficit_want, refill, et0_forecast_yr, original_unit_system
2017-08-29, 0, 0, 0, 0, 0, 0.26, 0.81, 2.63, -0.48, 400, 10.67, 13.17, 4.69, 33.71, Electronic Probe, 38.4, 51.5, 40, 23.04, 1.45, si
2017-08-30, 0, 0, 0, 0, 0, 0.16, 0.73, 1.55, -0.47, 400, 10.27, 14.12, 5.09, 33.31, Electronic Probe, 38.4, 51.02, 40, 23.04, 3.45, si
2017-08-31, 0, 0, 0, 0, 0, 0.11, 0.57, 1.08, -0.88, 400, 9.35, 16.40, 6.01, 32.39, Electronic Probe, 38.4, 50.14, 40, 23.04, 4.73, si
2017-09-01, 0, 0, 0, 0, 0, 0.41, 0.6, 2.71, -0.32, 400, 9.08, 15.13, 6.28, 32.12, Electronic Probe, 38.4, 49.83, 40, 23.04, 3.11, si
2017-09-02, 0, 0, 0, 0, 0, 0.53, 0.54, 3.53, -0.26, 400, 8.86, 16.48, 6.5, 31.9, Electronic Probe, 38.4, 49.56, 40, 23.04, 3.46, si
2017-09-03, 0, 0, 0, 0, 0, 0.47, 0.48, 3.1, -0.2, 400, 8.69, 18.01, 6.67, 31.73, Electronic Probe, 38.4, 49.36, 40, 23.04, 3.46, si
2017-09-04, 0, 0, 0, 0, 0, 1.49, 0.42, 9.95, -0.21, 400, 8.52, 20.53, 6.84, 31.56, Electronic Probe, 38.4, 49.15, 40, 23.04, 2.18, si
2017-09-05, 0, 0, 0, 0, 0, 0.78, 0.25, 5.18, -0.18, 400, 8.37, 30.00, 6.99, 31.41, Electronic Probe, 38.4, 48.96, 40, 23.04, 1.96, si
2017-09-06, 0, 0, 0, 0, 0, 0.52, 0.21, 3.48, -0.19, 400, 8.2, 30.00, 7.16, 31.24, Electronic Probe, 38.4, 48.77, 40, 23.04, 2.2, si
2017-09-07, 0, 0, 0, 0, 0, 0.54, 0.2, 3.57, -0.24, 400, 7.99, 30.00, 7.37, 31.03, Electronic Probe, 38.4, 48.52, 40, 23.04, 1.79, si
2017-09-08, 0, 0, 0, 0, 0, 0.44, 0.2, 2.95, -0.23, 400, 7.79, 30.00, 7.57, 30.83, Electronic Probe, 38.4, 48.29, 40, 23.04, 1.74, si
2017-09-09, 0, 0, 0, 0, 0, 0.41, 0.21, 2.75, -0.16, 400, 7.66, 30.00, 7.7, 30.7, Electronic Probe, 38.4, 48.13, 40, 23.04, 1.88, si
2017-09-10, 0, 0, 0, 0, 0, 0.47, 0.2, 3.12, -0.13, 400, 7.56, 30.00, 7.8, 30.6, Electronic Probe, 38.4, 48.01, 40, 23.04, 1.81, si
2017-09-11, 0, 0, 0, 0, 0, 0.48, 0.19, 3.18, -0.18, 400, 7.41, 30.00, 7.95, 30.45, Electronic Probe, 38.4, 47.83, 40, 23.04, 1.76, si
2017-09-12, 0, 0, 0, 0, 0, 0.52, 0.18, 3.45, -0.18, 400, 7.25, 30.00, 8.11, 30.29, Electronic Probe, 38.4, 47.65, 40, 23.04, 1.29, si
2017-09-13, 0, 0, 0, 0, 0, 0.25, 0.16, 1.65, -0.32, 400, 6.97, 30.00, 8.39, 30.01, Electronic Probe, 38.4, 47.33, 40, 23.04, 1.57, si
2017-09-14, 0, 0, 0, 0, 0, 0.36, 0.2, 2.4, -0.17, 400, 6.82, 30.00, 8.54, 29.86, Electronic Probe, 38.4, 47.16, 40, 23.04, 1.83, si
2017-09-15, 0, 0, 0, 0, 0, 0.43, 0.21, 2.89, -0.16, 400, 6.7, 30.00, 8.66, 29.74, Electronic Probe, 38.4, 47, 40, 23.04, 1.64, si
2017-09-16, 0, 0, 0, 0, 0, 0.19, 0.21, 1.27, 6.13, 400, 12.87, 30.00, 2.49, 35.91, Electronic Probe, 38.4, 53.13, 40, 23.04, 2.43, si
2017-09-17, 0, 0, 0, 0, 0, 0.45, 0.22, 2.98, -2.5, 400, 10.38, 30.00, 4.98, 33.42, Electronic Probe, 38.4, 50.63, 40, 23.04, 2.37, si
2017-09-18, 0, 0, 0, 0, 0, 0.68, 0.16, 4.55, -0.9, 400, 9.49, 30.00, 5.87, 32.53, Electronic Probe, 38.4, 49.73, 40, 23.04, 1.71, si
2017-09-19, 0, 0, 0, 0, 0, 0.3, 0.53, 2.02, -0.55, 400, 8.94, 16.87, 6.42, 31.98, Electronic Probe, 38.4, 49.18, 40, 23.04, 2.57, si
2017-09-20, 0, 0, 0, 0, 0, 0.39, 0.72, 2.62, -0.4, 400, 8.55, 11.79, 6.81, 31.59, Electronic Probe, 38.4, 48.77, 40, 23.04, 2.84, si
2017-09-21, 0, 0, 0, 0, 0, 1.06, 0.62, 7.06, -0.28, 400, 8.28, 13.43, 7.08, 31.32, Electronic Probe, 38.4, 48.49, 40, 23.04, 2.06, si
2017-09-22, 0, 0, 0, 0, 0, 0.2, 0.53, 1.34, -0.27, 400, 8.03, 15.08, 7.33, 31.07, Electronic Probe, 38.4, 48.23, 40, 23.04, 2.08, si
2017-09-23, 0, 0, 0, 0, 0, 0.42, 0.38, 2.77, 2.04, 400, 10.08, 26.88, 5.28, 33.12, Electronic Probe, 38.4, 50.27, 40, 23.04, 1.86, si
2017-09-24, 0, 0, 0, 0, 0, 0.78, 0.32, 5.17, -0.92, 400, 9.17, 28.96, 6.19, 32.21, Electronic Probe, 38.4, 49.35, 40, 23.04, 1.72, si
2017-09-25, 0, 0, 0, 0, 0, 0.49, 0.28, 3.25, -0.54, 400, 8.64, 30.00, 6.72, 31.68, Electronic Probe, 38.4, 48.8, 40, 23.04, 1.91, si
2017-09-26, 0, 0, 0, 0, 0, 0.45, 0.4, 3.02, 3.24, 400, 11.9, 29.38, 3.46, 34.94, Electronic Probe, 38.4, 52.05, 40, 23.04, 2.27, si
2017-09-27, 0, 0, 0, 0, 0, 0.32, 0.54, 2.13, -1.27, 400, 10.64, 19.70, 4.72, 33.68, Electronic Probe, 38.4, 50.77, 40, 23.04, 2.65, si
2017-09-28, 0, 0, 0, 0, 0, 0.84, 0.54, 5.61, -0.74, 400, 9.9, 18.33, 5.46, 32.94, Electronic Probe, 38.4, 50.03, 40, 23.04, 2.32, si
2017-09-29, 0, 0, 0, 0, 0, 0.5, 0.64, 3.31, -0.49, 400, 9.41, 14.70, 5.95, 32.45, Electronic Probe, 38.4, 49.55, 40, 23.04, 3.1, si
2017-09-30, 0, 0, 0, 0, 0, 0.43, 0.62, 2.84, -0.32, 400, 9.08, 14.76, 6.28, 32.12, Electronic Probe, 38.4, 49.23, 40, 23.04, 2.63, si
2017-10-01, 0, 0, 0, 0, 0, 1.24, 0.52, 3.53, -0.25, 400, 4.99, 9.66, 6.53, 31.87, Electronic Probe, 38.4, 48.98, 30, 26.88, 3.09, si
2017-10-02, 0, 0, 0, 0, 0, 2.61, 0.45, 7.46, -0.2, 400, 4.78, 10.62, 6.74, 31.66, Electronic Probe, 38.4, 48.78, 30, 26.88, 2.5, si
2017-10-03, 0, 0, 0, 0, 0, 2.58, 0.32, 7.36, -0.2, 400, 4.57, 14.51, 6.95, 31.45, Electronic Probe, 38.4, 48.58, 30, 26.88, 1.78, si
2017-10-04, 0, 0, 0, 0, 0, 0.95, 0.24, 2.71, -0.32, 400, 4.27, 17.61, 7.25, 31.15, Electronic Probe, 38.4, 48.26, 30, 26.88, 1.87, si
2017-10-05, 0, 0, 0, 0, 0, 1.04, 0.24, 2.97, -0.29, 400, 3.98, 16.41, 7.54, 30.86, Electronic Probe, 38.4, 47.97, 30, 26.88, 1.8, si
2017-10-06, 0, 0, 0, 0, 0, 1.47, 0.25, 4.2, -0.24, 400, 3.75, 14.85, 7.77, 30.63, Electronic Probe, 38.4, 47.73, 30, 26.88, 1.71, si
2017-10-07, 0, 0, 0, 0, 0, 1.03, 0.26, 2.95, -0.19, 400, 3.58, 13.64, 7.94, 30.46, Electronic Probe, 38.4, 47.54, 30, 26.88, 1.71, si
2017-10-08, 0, 0, 0, 0, 0, 0.44, 0.26, 1.27, -0.19, 400, 3.4, 13.08, 8.12, 30.28, Electronic Probe, 38.4, 47.35, 30, 26.88, 2.06, si
2017-10-09, 0, 0, 0, 0, 0, 0.57, 0.23, 1.63, -0.27, 400, 3.18, 13.98, 8.34, 30.06, Electronic Probe, 38.4, 47.08, 30, 26.88, 2.66, si
2017-10-10, 0, 0, 0, 0, 0, 0.92, 0.22, 2.63, -0.17, 400, 2.98, 13.39, 8.54, 29.86, Electronic Probe, 38.4, 46.9, 30, 26.88, 2.32, si
2017-10-11, 0, 0, 0, 0, 0, 2.05, 0.2, 5.86, -0.16, 400, 2.83, 13.80, 8.69, 29.71, Electronic Probe, 38.4, 46.74, 30, 26.88, 2.34, si
2017-10-12, 0, 0, 0, 0, 0, 0.41, 0.2, 1.16, 4.21, 400, 6.99, 30.00, 4.53, 33.87, Electronic Probe, 38.4, 50.95, 30, 26.88, 2.35, si
2017-10-13, 0, 0, 0, 0, 0, 1.7, 0.2, 4.86, -0.9, 400, 6.02, 30.00, 5.5, 32.9, Electronic Probe, 38.4, 50.05, 30, 26.88, 2.44, si
2017-10-14, 0, 0, 0, 0, 0, 2.3, 0.16, 6.57, -1.05, 400, 4.95, 30.00, 6.57, 31.83, Electronic Probe, 38.4, 49, 30, 26.88, 2.11, si
2017-10-15, 0, 0, 0, 0, 0, 1.45, 0.6, 4.15, -0.79, 400, 4.17, 6.89, 7.35, 31.05, Electronic Probe, 38.4, 48.21, 30, 26.88, 2.17, si
2017-10-16, 0, 0, 0, 0, 0, 1.3, 0.92, 3.7, -0.61, 400, 3.57, 3.88, 7.95, 30.45, Electronic Probe, 38.4, 47.6, 30, 26.88, 2.35, si
2017-10-17, 0, 0, 0, 0, 0, 0.82, 0.82, 2.33, 8.74, 400, 12.32, 15.09, -0.8, 39.2, Electronic Probe, 38.4, 56.33, 30, 26.88, 2.45, si
2017-10-18, 0, 0, 0, 0, 0, 1.96, 0.82, 5.59, -3.55, 400, 8.35, 10.22, 3.17, 35.23, Electronic Probe, 38.4, 52.78, 30, 26.88, 2.38, si
2017-10-19, 0, 0, 0, 0, 0, 0.77, 0.7, 2.21, -1.68, 400, 6.57, 9.39, 4.95, 33.45, Electronic Probe, 38.4, 51.1, 30, 26.88, 2.93, si
2017-10-20, 0, 0, 0, 0, 0, 1.22, 1.15, 3.48, -0.97, 400, 5.59, 4.88, 5.93, 32.47, Electronic Probe, 38.4, 50.13, 30, 26.88, 2.8, si
2017-10-21, 0, 0, 0, 0, 0, 1.84, 1.32, 5.25, -0.77, 400, 4.83, 3.65, 6.69, 31.71, Electronic Probe, 38.4, 49.36, 30, 26.88, 2.6, si
2017-10-22, 0, 0, 0, 0, 0, 1.64, 1.14, 4.69, -0.75, 400, 4.13, 3.62, 7.39, 31.01, Electronic Probe, 38.4, 48.61, 30, 26.88, 2, si
2017-10-23, 0, 0, 0, 0, 0, 1.97, 1.04, 5.62, -0.75, 400, 3.44, 3.30, 8.08, 30.32, Electronic Probe, 38.4, 47.86, 30, 26.88, 2.12, si
2017-10-24, 0, 0, 0, 0, 0, 1.63, 0.81, 4.67, -0.69, 400, 2.81, 3.47, 8.71, 29.69, Electronic Probe, 38.4, 47.17, 30, 26.88, 2.81, si
2017-10-25, 0, 0, 0, 0, 0, 1.5, 0.74, 4.28, -0.71, 400, 2.17, 2.93, 9.35, 29.05, Electronic Probe, 38.4, 46.46, 30, 26.88, 3.05, si
2017-10-26, 0, 0, 0, 0, 0, 0.45, 0.72, 1.28, -0.71, 400, 1.52, 2.10, 10, 28.4, Electronic Probe, 38.4, 45.74, 30, 26.88, 4.11, si
2017-10-27, 0, 0, 0, 0, 0, 0.76, 0.72, 2.18, 2.34, 400, 3.92, 5.48, 7.6, 30.8, Electronic Probe, 38.4, 48.09, 30, 26.88, 5.09, si
2017-10-28, 0, 0, 0, 0, 0, 2.05, 0.7, 5.86, -0.61, 400, 3.37, 4.79, 8.15, 30.25, Electronic Probe, 38.4, 47.48, 30, 26.88, 5.55, si
2017-10-29, 0, 0, 0, 0, 0, 2.82, 0.71, 8.06, -0.86, 400, 2.6, 3.66, 8.92, 29.48, Electronic Probe, 38.4, 46.62, 30, 26.88, 5.15, si
2017-10-30, 0, 0, 0, 0, 0, 2.12, 0.78, 6.07, -0.87, 400, 1.82, 2.32, 9.7, 28.7, Electronic Probe, 38.4, 45.75, 30, 26.88, 4.46, si
2017-10-31, 0, 0, 0, 0, 0, 3.02, 0.86, 8.62, -0.94, 400, 1, 1.16, 10.52, 27.88, Electronic Probe, 38.4, 44.81, 30, 26.88, 3.48, si
2017-11-01, 0, 0, 0, 0, 0, 2.72, 0.89, 6.79, -0.86, 400, -3.58, -4.02, 11.26, 27.14, Electronic Probe, 38.4, 43.95, 20, 30.72, 3.63, si
2017-11-02, 0, 0, 0, 0, 0, 1.66, 0.88, 4.14, 8.48, 400, 4.5, 5.10, 3.18, 35.22, Electronic Probe, 38.4, 52.43, 20, 30.72, 2.73, si
2017-11-03, 0, 0, 0, 0, 0, 2.58, 0.89, 6.44, -2.78, 400, 1.76, 1.98, 5.92, 32.48, Electronic Probe, 38.4, 49.65, 20, 30.72, 2.52, si
2017-11-04, 0, 0, 0, 0, 0, 1.89, 0.9, 4.73, -1.58, 400, 0.29, 0.32, 7.39, 31.01, Electronic Probe, 38.4, 48.07, 20, 30.72, 2.5, si
2017-11-05, 0, 0, 0, 0, 0, 1.75, 1.22, 4.38, -1.38, 400, -0.96, -0.79, 8.64, 29.76, Electronic Probe, 38.4, 46.69, 20, 30.72, 2.75, si
2017-11-06, 0, 0, 0, 0, 0, 1.16, 1.48, 2.91, -1.04, 400, -1.89, -1.28, 9.57, 28.83, Electronic Probe, 38.4, 45.65, 20, 30.72, 3.07, si
2017-11-07, 0, 0, 0, 0, 0, 0.95, 1.33, 2.37, -1.27, 400, -3.02, -2.27, 10.7, 27.7, Electronic Probe, 38.4, 44.38, 20, 30.72, 3.81, si
2017-11-08, 0, 0, 0, 0, 0, 1.96, 1.32, 4.89, -0.3, 400, -3.21, -2.44, 10.89, 27.51, Electronic Probe, 38.4, 44.08, 20, 30.72, 3.58, si
2017-11-09, 0, 0, 0, 0, 0, 1.82, 1, 4.55, -1.06, 400, -4.11, -4.12, 11.79, 26.61, Electronic Probe, 38.4, 43.02, 20, 30.72, 3.51, si
2017-11-10, 0, 0, 0, 0, 0, 2.07, 0.92, 5.17, 11.47, 400, 5.17, 5.63, 2.51, 35.89, Electronic Probe, 38.4, 54.49, 20, 30.72, 2.63, si
2017-11-11, 0, 0, 0, 0, 0, 2.44, 0.88, 6.1, -2.55, 400, 2.65, 3.02, 5.03, 33.37, Electronic Probe, 38.4, 51.94, 20, 30.72, 2.13, si
2017-11-12, 0, 0, 0, 0, 0, 2.1, 0.68, 5.24, -2.46, 400, 0.44, 0.65, 7.24, 31.16, Electronic Probe, 38.4, 49.48, 20, 30.72, 1.77, si
2017-11-13, 0, 0, 0, 0, 0, 1.28, 1.76, 3.2, -1.82, 400, -1.14, -0.65, 8.82, 29.58, Electronic Probe, 38.4, 47.65, 20, 30.72, 1.86, si
2017-11-14, 0, 0, 0, 0, 0, 0.57, 2.14, 1.42, -1.4, 400, -2.31, -1.08, 9.99, 28.41, Electronic Probe, 38.4, 46.26, 20, 30.72, 2.6, si
2017-11-15, 0, 0, 0, 0, 0, 0.54, 1.89, 1.35, 15.48, 400, 10.71, 5.66, -3.03, 41.43, Electronic Probe, 38.4, 61.74, 20, 30.72, 3.34, si
2017-11-16, 0, 0, 0, 0, 0, 0.81, 1.89, 2.03, -2.75, 400, 8.05, 4.25, -0.37, 38.77, Electronic Probe, 38.4, 58.98, 20, 30.72, 3.03, si
2017-11-17, 0, 0, 0, 0, 0, 1.64, 1.61, 4.09, -3.52, 400, 4.97, 3.09, 2.71, 35.69, Electronic Probe, 38.4, 55.47, 20, 30.72, 2.8, si
2017-11-18, 0, 0, 0, 0, 0, 1.62, 2.46, 4.04, -2.32, 400, 2.92, 1.19, 4.76, 33.64, Electronic Probe, 38.4, 53.15, 20, 30.72, 2.82, si
2017-11-19, 0, 0, 0, 0, 0, 2.44, 2.92, 6.09, -2.05, 400, 1.1, 0.38, 6.58, 31.82, Electronic Probe, 38.4, 51.09, 20, 30.72, 2.61, si
2017-11-20, 0, 0, 0, 0, 0, 1.82, 2.63, 4.55, -2.02, 400, -0.67, -0.25, 8.35, 30.05, Electronic Probe, 38.4, 49.07, 20, 30.72, 2.46, si
2017-11-21, 0, 0, 0, 0, 0, 1.79, 2.48, 4.48, -1.29, 400, -1.8, -0.73, 9.48, 28.92, Electronic Probe, 38.4, 47.78, 20, 30.72, 2.53, si
2017-11-22, 0, 0, 0, 0, 0, 1.53, 1.92, 3.83, -1.04, 400, -2.69, -1.40, 10.37, 28.03, Electronic Probe, 38.4, 46.74, 20, 30.72, 2.37, si
2017-11-23, 0, 0, 0, 0, 0, 0.93, 1.6, 2.32, 7.2, 400, 4.7, 2.94, 2.98, 35.42, Electronic Probe, 38.4, 53.93, 20, 30.72, 2.29, si
2017-11-24, 0, 0, 0, 0, 0, 1.09, 1.45, 2.72, -2.85, 400, 2.01, 1.39, 5.67, 32.73, Electronic Probe, 38.4, 51.08, 20, 30.72, 2.69, si
2017-11-25, 0, 0, 0, 0, 0, 1.79, 1.17, 4.48, -2.18, 400, 0, 0.00, 7.68, 30.72, Electronic Probe, 38.4, 48.9, 20, 30.72, 2.68, si
2017-11-26, 0, 0, 0, 6.2, 4.34, 1.26, 1.61, 3.15, -1.8, 400, -1.64, -1.02, 9.32, 29.08, Electronic Probe, 38.4, 47.1, 20, 30.72, 2.88, si
2017-11-27, 0, 0, 0, 0, 0, 2.01, 1.99, 5.03, 5.9, 400, 4.4, 2.21, 3.28, 35.12, Electronic Probe, 38.4, 53.01, 20, 30.72, 2.65, si
2017-11-28, 0, 0, 0, 0, 0, 2.41, 1.99, 6.02, -3.08, 400, 1.49, 0.75, 6.19, 32.21, Electronic Probe, 38.4, 49.93, 20, 30.72, 2.82, si
2017-11-29, 0, 0, 0, 0, 0, 1.66, 1.99, 4.14, -2.36, 400, -0.68, -0.34, 8.36, 30.04, Electronic Probe, 38.4, 47.57, 20, 30.72, 2.82, si
2017-11-30, 0, 0, 0, 0, 0, 2.14, 2.08, 5.36, -2.02, 400, -2.48, -1.19, 10.16, 28.24, Electronic Probe, 38.4, 45.55, 20, 30.72, 2.8, si
2017-12-01, 0, 0, 0, 7.8, 5.43, 1.94, 2.19, 3.24, 7.47, 400, 5.23, 2.39, 2.45, 35.95, Electronic Probe, 38.4, 53.02, 20, 30.72, 3.19, si
2017-12-02, 0, 0, 0, 0, 0, 4.38, 2.19, 7.3, -4.38, 400, 1.12, 0.51, 6.56, 31.84, Electronic Probe, 38.4, 48.64, 20, 30.72, 3.13, si
2017-12-03, 0, 0, 0, 0, 0, 1.76, 2.19, 2.93, -2.93, 400, -1.5, -0.68, 9.18, 29.22, Electronic Probe, 38.4, 45.71, 20, 30.72, 4.25, si
2017-12-04, 0, 0, 0, 0, 0, 1.64, 2.48, 2.73, -2.58, 400, -3.73, -1.51, 11.41, 26.99, Electronic Probe, 38.4, 43.12, 20, 30.72, 4.11, si
2017-12-05, 0, 0, 0, 0, 0, 2.76, 2.75, 4.6, -2.23, 400, -5.56, -2.02, 13.24, 25.16, Electronic Probe, 38.4, 40.9, 20, 30.72, 4.24, si
2017-12-06, 0, 0, 0, 0, 0, 3.47, 2.58, 5.79, -2.31, 400, -7.39, -2.86, 15.07, 23.33, Electronic Probe, 38.4, 38.58, 20, 30.72, 4.54, si
2017-12-07, 0, 0, 0, 7.8, 5.43, 3.95, 2.51, 6.59, -2.42, 400, -9.21, -3.67, 16.89, 21.51, Electronic Probe, 38.4, 36.16, 20, 30.72, 3.69, si
2017-12-08, 0, 0, 0, 7.8, 5.43, 5.4, 2.38, 10.05, 13.27, 400, 4.8, 2.01, 2.88, 35.52, Electronic Probe, 38.4, 49.44, 20, 30.72, 2.5, si
2017-12-09, 0, 0, 0, 0, 0, 1.99, 2.32, 3.32, -3.1, 400, 1.99, 0.86, 5.69, 32.71, Electronic Probe, 38.4, 46.33, 20, 30.72, 2.48, si
2017-12-10, 0, 0, 0, 11.6, 8.15, 2.1, 2.37, 3.5, 11.95, 400, 10.04, 4.25, -2.36, 40.76, Electronic Probe, 38.4, 58.28, 20, 30.72, 2.73, si
2017-12-11, 0, 0, 0, 0, 0, 2.6, 2.42, 4.33, -7.7, 400, 2.04, 0.84, 5.64, 32.76, Electronic Probe, 38.4, 50.57, 20, 30.72, 3.05, si
2017-12-12, 0, 0, 0, 0, 0, 2.67, 2.42, 4.45, -5.29, 400, -2.47, -1.02, 10.15, 28.25, Electronic Probe, 38.4, 45.28, 20, 30.72, 2.85, si
2017-12-13, 0, 0, 0, 0, 0, 2.87, 5.29, 4.78, -3.05, 400, -4.81, -0.91, 12.49, 25.91, Electronic Probe, 38.4, 42.24, 20, 30.72, 2.51, si
2017-12-14, 0, 0, 0, 0, 0, 2.23, 4.17, 3.71, 8.67, 400, 4.29, 1.03, 3.39, 35.01, Electronic Probe, 38.4, 50.91, 20, 30.72, 2.78, si
2017-12-15, 0, 0, 0, 0, 0, 3.73, 4.17, 6.22, -4.18, 400, 0.29, 0.07, 7.39, 31.01, Electronic Probe, 38.4, 46.73, 20, 30.72, 2.44, si
2017-12-16, 0, 0, 0, 0, 0, 3.07, 4.17, 5.11, -3.35, 400, -2.67, -0.64, 10.35, 28.05, Electronic Probe, 38.4, 43.37, 20, 30.72, 2.6, si
2017-12-17, 0, 0, 0, 0, 0, 1.55, 3.2, 2.58, -1.47, 400, -3.87, -1.21, 11.55, 26.85, Electronic Probe, 38.4, 41.91, 20, 30.72, 2.98, si
2017-12-18, 0, 0, 0, 0, 0, 1, 2.41, 1.67, -1.04, 400, -4.68, -1.94, 12.36, 26.04, Electronic Probe, 38.4, 40.86, 20, 30.72, 3.54, si
