date, heat_units, T_min, T_max, T_24hour_avg, rain, erain, total_irrig, tot_eff_irrig, etc, ety, et0, etcp, rzone, available, days_left, deficit_current, rzm, rzm_source, fcap, profile, deficit_want, refill, et0_forecast_yr, cc0, original_unit_system
2017-01-01, 14.45, 16.3, 32.6, 24.9958, 0, 0, 5.3, 3.87, 3.65, 1.9, 7.3, 0, 500, 17.85, 3.31, 11.91, 136.89, Electronic Probe, 148.8, 0, 20, 119.04, 5.4, 0.50, si
2017-01-02, 10.3, 14.8, 25.8, 22.2583, 0, 0, 8, 5.87, 1.85, 3.65, 3.7, 0, 500, 19.37, 3.32, 10.39, 138.41, Electronic Probe, 148.8, 0, 20, 119.04, 5.83, 0.50, si
2017-01-03, 9.35, 12.5, 26.2, 19.2625, 0, 0, 8, 5.87, 3.07, 1.85, 6.13, 0, 500, 20.54, 3.49, 9.22, 139.58, Electronic Probe, 148.8, 0, 20, 119.04, 5.89, 0.50, si
2017-01-04, 12.75, 14.7, 30.8, 22.6958, 0, 0, 8, 5.87, 3.28, 3.07, 6.56, 0, 500, 21.41, 3.51, 8.35, 140.45, Electronic Probe, 148.8, 0, 20, 119.04, 6.1, 0.50, si
2017-01-05, 13.4, 17.9, 28.9, 23.7167, 0, 0, 2.7, 1.87, 3.35, 3.28, 6.69, 0, 500, 21.24, 3.52, 8.52, 140.28, Electronic Probe, 148.8, 0, 20, 119.04, 6.04, 0.50, si
2017-01-06, 11.0, 15.3, 26.7, 20.9792, 0, 0, 2.7, 1.87, 3.11, 3.35, 6.21, 0, 500, 29.22, 4.86, 0.54, 148.26, Electronic Probe, 148.8, 0, 20, 119.04, 6.01, 0.50, si
2017-01-07, 12.35, 16.3, 28.4, 22.1042, 0, 0, 0, 0, 3.32, 3.11, 6.63, 0, 500, 15.04, 2.67, 14.72, 134.08, Electronic Probe, 148.8, 0, 20, 119.04, 5.63, 0.50, si
2017-01-08, 12.9, 15.7, 30.1, 22.8792, 0, 0, 0, 0, 3.51, 3.32, 7.01, 0, 500, 8.67, 1.58, 21.09, 127.71, Electronic Probe, 148.8, 0, 20, 119.04, 5.49, 0.50, si
2017-01-09, 13.15, 17.0, 29.3, 23.1417, 0, 0, 2.7, 1.87, 3.55, 3.51, 7.1, 0, 500, 23.18, 4.69, 6.58, 142.22, Electronic Probe, 148.8, 0, 20, 119.04, 4.94, 0.50, si
2017-01-10, 14.1, 17.3, 30.9, 22.3417, 27.6, 11.3, 2.7, 1.87, 3.01, 3.55, 6.01, 0, 500, 21.91, 4.50, 7.85, 140.95, Electronic Probe, 148.8, 0, 20, 119.04, 4.87, 0.50, si
2017-01-11, 11.4, 15.7, 27.1, 21.3542, 0, 0, 0, 0, 1.9, 3.01, 3.8, 0, 500, 12.31, 2.41, 17.45, 131.35, Electronic Probe, 148.8, 0, 20, 119.04, 5.11, 0.50, si
2017-01-12, 8.6, 14.0, 23.2, 17.9292, 0, 0, 8, 5.87, 1.9, 1.9, 3.8, 0, 500, 16.28, 2.83, 13.48, 135.32, software, 148.8, 0, 20, 119.04, 5.75, 0.50, si
2017-01-13, 9.25, 12.9, 25.6, 18.9542, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 5.56, 0.87, 24.2, 124.6, Electronic Probe, 148.8, 0, 20, 119.04, 6.42, 0.50, si
2017-01-14, 9.8, 13.4, 26.2, 19.8, 0, 0, 8, 5.87, 1.9, 1.9, 3.8, 0, 500, 9.53, 1.49, 20.23, 128.57, software, 148.8, 0, 20, 119.04, 6.41, 0.50, si
2017-01-15, 9.65, 14.0, 25.3, 19.0083, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 9.5, 1.48, 20.26, 128.54, software, 148.8, 0, 20, 119.04, 6.42, 0.50, si
2017-01-16, 8.2, 11.4, 25.0, 18.2958, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 13.64, 2.13, 16.12, 132.68, Electronic Probe, 148.8, 0, 20, 119.04, 6.41, 0.50, si
2017-01-17, 12.5, 14.1, 30.9, 22.2042, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 15.61, 2.62, 14.15, 134.65, software, 148.8, 0, 20, 119.04, 5.96, 0.50, si
2017-01-18, 14.1, 16.9, 31.3, 24.35, 0, 0, 10.7, 7.47, 1.9, 1.9, 3.8, 0, 500, 24.87, 4.51, 4.89, 143.91, Electronic Probe, 148.8, 0, 20, 119.04, 5.51, 0.50, si
2017-01-19, 8.15, 12.4, 23.9, 17.5542, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 24.84, 4.54, 4.92, 143.88, software, 148.8, 0, 20, 119.04, 5.47, 0.50, si
2017-01-20, 5.75, 9.7, 21.8, 15.6875, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 13.91, 2.33, 15.85, 132.95, Electronic Probe, 148.8, 0, 20, 119.04, 5.97, 0.50, si
2017-01-21, 11.7, 13.4, 30.0, 21.375, 0, 0, 8, 5.87, 1.9, 1.9, 3.8, 0, 500, 17.88, 3.19, 11.88, 136.92, software, 148.8, 0, 20, 119.04, 5.6, 0.50, si
2017-01-22, 14.4, 18.6, 30.2, 24.2417, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 19.85, 4.33, 9.91, 138.89, software, 148.8, 0, 20, 119.04, 4.58, 0.50, si
2017-01-23, 12.65, 16.4, 28.9, 22.1875, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 24.56, 5.51, 5.2, 143.6, Electronic Probe, 148.8, 0, 20, 119.04, 4.46, 0.50, si
2017-01-24, 5.25, 11.8, 18.7, 15.5833, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 26.53, 6.45, 3.23, 145.57, software, 148.8, 0, 20, 119.04, 4.11, 0.50, si
2017-01-25, 7.7, 9.2, 26.2, 17.9167, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 27.18, 7.15, 2.58, 146.22, Electronic Probe, 148.8, 0, 20, 119.04, 3.8, 0.50, si
2017-01-26, 9.6, 13.6, 25.6, 19.4583, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 29.15, 7.18, 0.61, 148.19, software, 148.8, 0, 20, 119.04, 4.06, 0.50, si
2017-01-27, 5.25, 11.2, 19.3, 14.75, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 29.12, 6.69, 0.64, 148.16, software, 148.8, 0, 20, 119.04, 4.35, 0.50, si
2017-01-28, 6.8, 10.5, 23.1, 16.6125, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 29.09, 6.28, 0.67, 148.13, software, 148.8, 0, 20, 119.04, 4.63, 0.50, si
2017-01-29, 8.55, 12.4, 24.7, 17.8208, 0, 0, 2.7, 2, 1.9, 1.9, 3.8, 0, 500, 22.61, 4.52, 7.15, 141.65, Electronic Probe, 148.8, 0, 20, 119.04, 5, 0.50, si
2017-01-30, 6.15, 10.5, 21.8, 15.8083, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 25.71, 5.46, 4.05, 144.75, Electronic Probe, 148.8, 0, 20, 119.04, 4.71, 0.50, si
2017-01-31, 9.1, 12.2, 26.0, 19.2792, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 25.68, 5.73, 4.08, 144.72, software, 148.8, 0, 20, 119.04, 4.48, 0.50, si
2017-02-01, 10.0, 14.0, 26.0, 19.6458, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 10.38, 2.29, 19.38, 129.42, Electronic Probe, 148.8, 0, 20, 119.04, 4.54, 0.50, si
2017-02-02, 9.0, 12.5, 25.5, 18.8375, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 12.35, 2.74, 17.41, 131.39, software, 148.8, 0, 20, 119.04, 4.5, 0.50, si
2017-02-03, 12.15, 15.4, 28.9, 21.4208, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 16.2, 3.70, 13.56, 135.24, Electronic Probe, 148.8, 0, 20, 119.04, 4.38, 0.50, si
2017-02-04, 5.6, 11.3, 19.9, 15.3917, 0, 0, 0, 0, 1.9, 1.9, 3.8, 0, 500, 14.3, 2.97, 15.46, 133.34, software, 148.8, 0, 20, 119.04, 4.82, 0.50, si
2017-02-05, 7.05, 9.1, 25.0, 17.1708, 0, 0, 2.7, 2, 1.9, 1.9, 3.8, 0, 500, 14.4, 2.64, 15.36, 133.44, software, 148.8, 0, 20, 119.04, 5.46, 0.50, si
2017-02-06, 11.65, 15.0, 28.3, 21.6458, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 4.14, 0.76, 25.62, 123.18, Electronic Probe, 148.8, 0, 20, 119.04, 5.44, 0.50, si
2017-02-07, 11.95, 16.3, 27.6, 22.05, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 6.11, 1.12, 23.65, 125.15, software, 148.8, 0, 20, 119.04, 5.43, 0.50, si
2017-02-08, 9.5, 12.5, 26.5, 19.35, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 9.45, 1.81, 20.31, 128.49, Electronic Probe, 148.8, 0, 20, 119.04, 5.23, 0.50, si
2017-02-09, 12.85, 15.5, 30.2, 23.0375, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 15.91, 3.29, 13.85, 134.95, Electronic Probe, 148.8, 0, 20, 119.04, 4.83, 0.50, si
2017-02-10, 16.55, 20.1, 33.0, 26.4917, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 13.5, 2.84, 16.26, 132.54, Electronic Probe, 148.8, 0, 20, 119.04, 4.76, 0.50, si
2017-02-11, 12.9, 17.2, 28.6, 22.7542, 8.2, 1.6, 2.7, 2, 1.9, 1.9, 3.8, 0, 500, 16.02, 3.57, 13.74, 135.06, Electronic Probe, 148.8, 0, 20, 119.04, 4.49, 0.50, si
2017-02-12, 11.15, 15.9, 26.4, 20.2625, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 13, 2.84, 16.76, 132.04, Electronic Probe, 148.8, 0, 20, 119.04, 4.58, 0.50, si
2017-02-13, 10.1, 15.0, 25.2, 19.4292, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 6.15, 1.28, 23.61, 125.19, Electronic Probe, 148.8, 0, 20, 119.04, 4.81, 0.50, si
2017-02-14, 11.8, 14.6, 29.0, 21.6708, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 11.05, 2.21, 18.71, 130.09, Electronic Probe, 148.8, 0, 20, 119.04, 4.99, 0.50, si
2017-02-15, 13.7, 17.9, 29.5, 23.4417, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 8.71, 1.77, 21.05, 127.75, Electronic Probe, 148.8, 0, 20, 119.04, 4.91, 0.50, si
2017-02-16, 8.15, 12.6, 23.7, 17.4625, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 24.77, 4.69, 4.99, 143.81, Electronic Probe, 148.8, 0, 20, 119.04, 5.28, 0.50, si
2017-02-17, 12.8, 16.5, 29.1, 22.5875, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 18.01, 3.50, 11.75, 137.05, Electronic Probe, 148.8, 0, 20, 119.04, 5.14, 0.50, si
2017-02-18, 10.35, 15.4, 25.3, 19.5917, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 23.75, 4.65, 6.01, 142.79, Electronic Probe, 148.8, 0, 20, 119.04, 5.11, 0.50, si
2017-02-19, 11.0, 13.8, 28.2, 20.5875, 0, 0, 2.7, 1.87, 1.9, 1.9, 3.8, 0, 500, 23.75, 4.51, 6.01, 142.79, Electronic Probe, 148.8, 0, 20, 119.04, 5.27, 0.50, si
2017-02-20, 10.95, 14.9, 27.0, 21.1167, 0, 0, 5.3, 3.87, 1.9, 1.9, 3.8, 0, 500, 13.99, 2.64, 15.77, 133.03, Electronic Probe, 148.8, 0, 20, 119.04, 5.29, 0.50, si
2017-02-21, 12.15, 15.4, 28.9, 21.8958, 0, 0, 2.7, 1.87, 3.35, 1.9, 6.7, 0, 500, 11.15, 2.21, 18.61, 130.19, Electronic Probe, 148.8, 0, 20, 119.04, 5.05, 0.50, si
2017-02-22, 12.25, 15.5, 29.0, 22.5083, 0, 0, 5.3, 3.87, 3.25, 3.35, 6.5, 0, 500, 9.64, 1.69, 20.12, 128.68, Electronic Probe, 148.8, 0, 20, 119.04, 5.7, 0.50, si
2017-02-23, 14.25, 18.1, 30.4, 23.9292, 0, 0, 2.7, 1.87, 3.1, 3.25, 6.2, 0, 500, 19.87, 3.67, 9.89, 138.91, Electronic Probe, 148.8, 0, 20, 119.04, 5.41, 0.50, si
2017-02-24, 10.05, 14.7, 25.4, 20.4583, 0, 0, 5.3, 3.87, 3.4, 3.1, 6.8, 0, 500, 10.8, 1.95, 18.96, 129.84, Electronic Probe, 148.8, 0, 20, 119.04, 5.55, 0.50, si
2017-02-25, 7.75, 12.6, 22.9, 16.7542, 0, 0, 2.7, 1.87, 3.4, 3.4, 6.8, 0, 500, 9.27, 1.60, 20.49, 128.31, software, 148.8, 0, 20, 119.04, 5.8, 0.50, si
2017-02-26, 9.7, 11.1, 28.3, 19.3292, 0, 0, 2.7, 1.87, 3.4, 3.4, 6.8, 0, 500, 15.81, 2.84, 13.95, 134.85, Electronic Probe, 148.8, 0, 20, 119.04, 5.56, 0.50, si
2017-02-27, 14.25, 17.3, 31.2, 23.8083, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 11.79, 2.48, 17.97, 130.83, Electronic Probe, 148.8, 0, 20, 119.04, 4.76, 0.50, si
2017-02-28, 14.55, 18.7, 30.4, 23.9792, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 8.39, 2.26, 21.37, 127.43, software, 148.8, 0, 20, 119.04, 3.71, 0.50, si
2017-03-01, 12.0, 15.4, 28.6, 21.9333, 0, 0, 5.3, 3.87, 3.4, 3.4, 6.8, 0, 500, 36.59, 10.05, 22.93, 125.87, Electronic Probe, 148.8, 0, 40, 89.28, 3.64, 0.50, si
2017-03-02, 10.7, 14.0, 27.4, 20.1083, 0, 0, 2.7, 1.87, 2.92, 3.4, 5.83, 0, 500, 41.02, 10.57, 18.5, 130.3, Electronic Probe, 148.8, 0, 40, 89.28, 3.88, 0.50, si
2017-03-03, 6.1, 12.0, 20.2, 15.3833, 0, 0, 0, 0, 2.12, 2.92, 4.23, 0, 500, 37.35, 8.85, 22.17, 126.63, Electronic Probe, 148.8, 0, 40, 89.28, 4.22, 0.50, si
2017-03-04, 4.8, 9.5, 20.1, 14.3917, 0, 0, 2.7, 1.87, 2.21, 2.12, 4.42, 0, 500, 36.28, 7.65, 23.24, 125.56, Electronic Probe, 148.8, 0, 40, 89.28, 4.74, 0.50, si
2017-03-05, 5.9, 8.5, 23.3, 15.9333, 0, 0, 2.7, 1.87, 2.29, 2.21, 4.57, 0, 500, 47.53, 8.61, 11.99, 136.81, Electronic Probe, 148.8, 0, 40, 89.28, 5.52, 0.50, si
2017-03-06, 11.1, 13.7, 28.5, 20.7333, 0, 0, 5.3, 3.73, 2.75, 2.29, 5.5, 0, 500, 42.19, 7.25, 17.33, 131.47, Electronic Probe, 148.8, 0, 40, 89.28, 5.82, 0.50, si
2017-03-07, 13.45, 16.9, 30.0, 23.0833, 0, 0, 2.7, 1.87, 3.07, 2.75, 6.13, 0, 500, 39.35, 7.89, 20.17, 128.63, Electronic Probe, 148.8, 0, 40, 89.28, 4.99, 0.50, si
2017-03-08, 12.35, 15.7, 29.0, 22.8458, 0, 0, 8, 5.87, 3.11, 3.07, 6.22, 0, 500, 38.42, 7.61, 21.1, 127.7, Electronic Probe, 148.8, 0, 40, 89.28, 5.05, 0.50, si
2017-03-09, 12.1, 17.0, 27.2, 21.875, 0, 0, 2.7, 1.87, 3.4, 3.11, 6.8, 0, 500, 36.89, 8.18, 22.63, 126.17, software, 148.8, 0, 40, 89.28, 4.51, 0.50, si
2017-03-10, 12.0, 13.5, 30.5, 22.1125, 0, 0, 2.7, 1.87, 3.4, 3.4, 6.8, 0, 500, 36.08, 9.47, 23.44, 125.36, Electronic Probe, 148.8, 0, 40, 89.28, 3.81, 0.50, si
2017-03-11, 13.1, 16.6, 29.6, 22.6417, 0, 0, 2.7, 1.87, 3.4, 3.4, 6.8, 0, 500, 34.55, 8.75, 24.97, 123.83, software, 148.8, 0, 40, 89.28, 3.95, 0.50, si
2017-03-12, 10.2, 13.7, 26.7, 19.725, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 31.15, 8.82, 28.37, 120.43, software, 148.8, 0, 40, 89.28, 3.53, 0.50, si
2017-03-13, 11.15, 13.7, 28.6, 21.1292, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 33.08, 9.93, 26.44, 122.36, Electronic Probe, 148.8, 0, 40, 89.28, 3.33, 0.50, si
2017-03-14, 8.7, 12.3, 25.1, 19.0833, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 29.68, 8.09, 29.84, 118.96, software, 148.8, 0, 40, 89.28, 3.67, 0.50, si
2017-03-15, 4.95, 10.8, 19.1, 13.9083, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 31.09, 6.85, 28.43, 120.37, Electronic Probe, 148.8, 0, 40, 89.28, 4.54, 0.50, si
2017-03-16, 6.45, 9.1, 23.8, 16.5583, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 27.69, 6.03, 31.83, 116.97, software, 148.8, 0, 40, 89.28, 4.59, 0.50, si
2017-03-17, 9.05, 13.0, 25.1, 18.9417, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 30.49, 5.60, 29.03, 119.77, Electronic Probe, 148.8, 0, 40, 89.28, 5.44, 0.50, si
2017-03-18, 8.65, 11.8, 25.5, 17.9958, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 27.09, 5.38, 32.43, 116.37, software, 148.8, 0, 40, 89.28, 5.04, 0.50, si
2017-03-19, 12.85, 13.6, 32.1, 22.6875, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 23.69, 4.85, 35.83, 112.97, software, 148.8, 0, 40, 89.28, 4.88, 0.50, si
2017-03-20, 15.95, 19.4, 32.5, 25.2792, 13.2, 4.1, 2.7, 1.87, 3.4, 3.4, 6.8, 0, 500, 31.9, 7.18, 27.62, 121.18, Electronic Probe, 148.8, 0, 40, 89.28, 4.44, 0.50, si
2017-03-21, 15.7, 18.7, 32.7, 25.1667, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 27.66, 6.70, 31.86, 116.94, Electronic Probe, 148.8, 0, 40, 89.28, 4.13, 0.50, si
2017-03-22, 15.75, 19.6, 31.9, 25.0333, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 26.9, 7.51, 32.62, 116.18, Electronic Probe, 148.8, 0, 40, 89.28, 3.58, 0.50, si
2017-03-23, 8.45, 13.0, 23.9, 19.1167, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 26.91, 7.89, 32.61, 116.19, Electronic Probe, 148.8, 0, 40, 89.28, 3.41, 0.50, si
2017-03-24, 4.5, 9.5, 19.5, 14.2042, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 23.51, 6.42, 36.01, 112.79, software, 148.8, 0, 40, 89.28, 3.66, 0.50, si
2017-03-25, 5.25, 7.9, 22.6, 15.0375, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 20.11, 4.90, 39.41, 109.39, software, 148.8, 0, 40, 89.28, 4.1, 0.50, si
2017-03-26, 8.55, 12.3, 24.8, 18.0542, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 16.71, 4.55, 42.81, 105.99, software, 148.8, 0, 40, 89.28, 3.67, 0.50, si
2017-03-27, 6.8, 11.9, 21.7, 16.5083, 0, 0, 5.3, 3.73, 3.4, 3.4, 6.8, 0, 500, 25.59, 6.14, 33.93, 114.87, Electronic Probe, 148.8, 0, 40, 89.28, 4.17, 0.50, si
2017-03-28, 6.15, 9.5, 22.8, 15.5958, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 22.19, 5.27, 37.33, 111.47, software, 148.8, 0, 40, 89.28, 4.21, 0.50, si
2017-03-29, 9.85, 12.5, 27.2, 19.5792, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 26.3, 7.95, 33.22, 115.58, Electronic Probe, 148.8, 0, 40, 89.28, 3.31, 0.50, si
2017-03-30, 11.85, 15.1, 28.6, 20.8917, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 22.9, 7.36, 36.62, 112.18, software, 148.8, 0, 40, 89.28, 3.11, 0.50, si
2017-03-31, 6.5, 12.3, 20.7, 16.175, 0, 0, 0, 0, 3.4, 3.4, 6.8, 0, 500, 25.28, 9.19, 34.24, 114.56, Electronic Probe, 148.8, 0, 40, 89.28, 2.75, 0.50, si
2017-04-01, 6.35, 10.1, 22.6, 16.2542, 0, 0, 0, 0, 2.72, 3.4, 6.8, 0, 500, 22.56, 7.94, 36.96, 111.84, software, 148.8, 0, 40, 89.28, 2.84, 0.40, si
2017-04-02, 6.1, 10.5, 21.7, 15.8375, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 19.84, 6.91, 39.68, 109.12, software, 148.8, 0, 40, 89.28, 2.87, 0.40, si
2017-04-03, 8.9, 12.1, 25.7, 18.4458, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 17.12, 6.58, 42.4, 106.4, software, 148.8, 0, 40, 89.28, 2.6, 0.40, si
2017-04-04, 7.25, 13.9, 20.6, 17.2, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 14.4, 5.11, 45.12, 103.68, software, 148.8, 0, 40, 89.28, 2.82, 0.40, si
2017-04-05, 4.7, 10.8, 18.6, 14.1458, 0, 0, 2.7, 1.87, 2.72, 2.72, 6.8, 0, 500, 24.52, 8.51, 35, 113.8, Electronic Probe, 148.8, 0, 40, 89.28, 2.88, 0.40, si
2017-04-06, 5.45, 9.3, 21.6, 15.0375, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 24.76, 8.51, 34.76, 114.04, Electronic Probe, 148.8, 0, 40, 89.28, 2.91, 0.40, si
2017-04-07, 7.75, 12.0, 23.5, 17.5167, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 28.45, 9.81, 31.07, 117.73, Electronic Probe, 148.8, 0, 40, 89.28, 2.9, 0.40, si
2017-04-08, 12.0, 16.7, 27.3, 21.0833, 7.8, 1.4, 0, 0, 2.72, 2.72, 6.8, 0, 500, 26.97, 10.79, 32.55, 116.25, Electronic Probe, 148.8, 0, 40, 89.28, 2.5, 0.40, si
2017-04-09, 6.85, 11.4, 22.3, 17.725, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 24.25, 10.83, 35.27, 113.53, software, 148.8, 0, 40, 89.28, 2.24, 0.40, si
2017-04-10, 5.35, 10.7, 20.0, 14.7292, 0.2, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 21.53, 7.53, 37.99, 110.81, software, 148.8, 0, 40, 89.28, 2.86, 0.40, si
2017-04-11, 8.45, 12.8, 24.1, 17.5125, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 18.81, 6.33, 40.71, 108.09, software, 148.8, 0, 40, 89.28, 2.97, 0.40, si
2017-04-12, 5.0, 10.6, 19.4, 14.7042, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 25.22, 8.01, 34.3, 114.5, Electronic Probe, 148.8, 0, 40, 89.28, 3.15, 0.40, si
2017-04-13, 0.0, 4.2, 10.2, 8.0, 4.2, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 22.5, 6.23, 37.02, 111.78, software, 148.8, 0, 40, 89.28, 3.61, 0.40, si
2017-04-14, 0.0, 2.9, 15.2, 8.4417, 0.2, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 19.78, 4.96, 39.74, 109.06, software, 148.8, 0, 40, 89.28, 3.99, 0.40, si
2017-04-15, 1.95, 6.5, 17.4, 11.775, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 17.06, 4.28, 42.46, 106.34, software, 148.8, 0, 40, 89.28, 3.99, 0.40, si
2017-04-16, 6.65, 10.5, 22.8, 16.3, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 14.34, 3.41, 45.18, 103.62, software, 148.8, 0, 40, 89.28, 4.21, 0.40, si
2017-04-17, 10.45, 14.7, 26.2, 19.625, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 11.62, 2.56, 47.9, 100.9, software, 148.8, 0, 40, 89.28, 4.54, 0.40, si
2017-04-18, 11.1, 14.4, 27.8, 20.2375, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 24.4, 5.10, 35.12, 113.68, Electronic Probe, 148.8, 0, 40, 89.28, 4.78, 0.40, si
2017-04-19, 11.05, 13.7, 28.4, 20.5167, 0, 0, 5.3, 3.73, 2.72, 2.72, 6.8, 0, 500, 28.94, 6.37, 30.58, 118.22, Electronic Probe, 148.8, 0, 40, 89.28, 4.54, 0.40, si
2017-04-20, 11.15, 14.0, 28.3, 20.8333, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 24.93, 5.28, 34.59, 114.21, Electronic Probe, 148.8, 0, 40, 89.28, 4.72, 0.40, si
2017-04-21, 11.6, 14.7, 28.5, 20.7292, 0, 0, 2.7, 1.87, 2.72, 2.72, 6.8, 0, 500, 24.42, 6.15, 35.1, 113.7, Electronic Probe, 148.8, 0, 40, 89.28, 3.97, 0.40, si
2017-04-22, 12.6, 16.5, 28.7, 21.275, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 25.84, 8.50, 33.68, 115.12, Electronic Probe, 148.8, 0, 40, 89.28, 3.04, 0.40, si
2017-04-23, 11.9, 15.3, 28.5, 20.8917, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 24.74, 8.59, 34.78, 114.02, Electronic Probe, 148.8, 0, 40, 89.28, 2.88, 0.40, si
2017-04-24, 10.4, 13.6, 27.2, 19.3292, 0, 0, 2.7, 1.87, 2.72, 2.72, 6.8, 0, 500, 24.61, 7.55, 34.91, 113.89, Electronic Probe, 148.8, 0, 40, 89.28, 3.26, 0.40, si
2017-04-25, 10.1, 13.4, 26.8, 19.7458, 0, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 21.89, 6.38, 37.63, 111.17, software, 148.8, 0, 40, 89.28, 3.43, 0.40, si
2017-04-26, 7.65, 12.3, 23.0, 17.7375, 0.8, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 25.58, 8.31, 33.94, 114.86, Electronic Probe, 148.8, 0, 40, 89.28, 3.08, 0.40, si
2017-04-27, 6.85, 8.8, 24.9, 16.3667, 0.2, 0, 0, 0, 2.72, 2.72, 6.8, 0, 500, 22.86, 8.14, 36.66, 112.14, software, 148.8, 0, 40, 89.28, 2.81, 0.40, si
