date,available,profile,et0,days_left,total_irrig,et0_forecast_yr,erain,ety,heat_units,etcp,tot_eff_irrig,rzone,etc,deficit_current,rain,rzm_source,refill,deficit_want,rzm,fcap,original_unit_system
2018-08-01,53.5,0,6.51,30.00,0,0.91,0,0.13,0,0,0,500,0.78,-0.1,3.6,software,80.1,40,133.6,133.5,si
